,bitcoin/bitcoin,libbitcoin/libbitcoin-system,bitcoinj/bitcoinj
2023-08-29,9,-0.012798156799999997,0
2023-08-30,10,0.0,0
2023-08-31,7,0.0,0
2023-09-01,8,0.0,9
2023-09-02,1,0.0,5
2023-09-03,1,0.0,0
2023-09-04,5,0.0,0
2023-09-05,14,0.0,3
2023-09-06,9,0.0,1
2023-09-07,19,0.0,6
2023-09-08,7,0.0,0
2023-09-09,2,0.0,0
2023-09-10,5,0.0,0
2023-09-11,3,0.0,0
2023-09-12,23,0.0,23
2023-09-13,28,0.0,0
2023-09-14,21,0.0,8
2023-09-15,16,0.0,0
2023-09-16,2,0.0,9
2023-09-17,0,0.0,0
2023-09-18,1,0.0,0
2023-09-19,16,0.0,1
2023-09-20,16,0.0,0
2023-09-21,6,0.0,7
2023-09-22,3,0.0,0
2023-09-23,2,0.0,0
2023-09-24,1,0.0,0
2023-09-25,1,0.0,7
2023-09-26,2,0.0,0
2023-09-27,13,0.0,0
2023-09-28,6,0.0,0
2023-09-29,10,0.0,0
2023-09-30,24,0.0,6
2023-10-01,0,0.0,6
2023-10-02,32,0.0,8
2023-10-03,29,0.0,1
2023-10-04,31,0.0,0
2023-10-05,29,0.0,1
2023-10-06,14,0.0,0
2023-10-07,2,0.0,0
2023-10-08,31,0.0,0
2023-10-09,18,0.0,1
2023-10-10,12,0.0,0
2023-10-11,8,0.0,1
2023-10-12,15,0.0,1
2023-10-13,27,0.0,0
2023-10-14,0,0.0,0
2023-10-15,3,0.0,1
2023-10-16,10,0.0,0
2023-10-17,11,0.0,0
2023-10-18,7,0.0,0
2023-10-19,14,0.0,0
2023-10-20,25,0.0,0
2023-10-21,0,0.0,0
2023-10-22,0,0.0,0
2023-10-23,17,0.0,0
2023-10-24,18,0.0,13
2023-10-25,8,0.0,0
2023-10-26,10,0.0,0
2023-10-27,2,0.0,0
2023-10-28,0,0.0,0
2023-10-29,3,0.0,0
2023-10-30,18,0.0,0
2023-10-31,11,0.0,0
2023-11-01,12,0.0,0
2023-11-02,11,0.0,0
2023-11-03,21,0.0,0
2023-11-04,1,0.0,0
2023-11-05,6,0.0,0
2023-11-06,7,0.0,0
2023-11-07,16,0.0,0
2023-11-08,17,0.0,0
2023-11-09,15,0.0,0
2023-11-10,18,0.0,2
2023-11-11,1,0.0,0
2023-11-12,0,0.0,0
2023-11-13,25,0.0,0
2023-11-14,11,0.0,0
2023-11-15,6,0.0,0
2023-11-16,20,0.0,2
2023-11-17,17,0.0,0
2023-11-18,0,0.0,0
2023-11-19,1,0.0,3
2023-11-20,6,0.0,0
2023-11-21,4,0.0,1
2023-11-22,23,0.0,0
2023-11-23,10,0.0,0
2023-11-24,6,0.0,0
2023-11-25,4,0.0,0
2023-11-26,2,0.0,0
2023-11-27,2,0.0,0
2023-11-28,21,0.0,0
2023-11-29,13,0.0,0
2023-11-30,14,0.0,0
2023-12-01,7,0.0,0
2023-12-02,1,0.0,0
2023-12-03,1,0.0,0
2023-12-04,20,0.0,0
2023-12-05,14,0.0,1
2023-12-06,11,0.0,0
2023-12-07,15,0.0,0
2023-12-08,22,0.0,1
2023-12-09,6,0.0,0
2023-12-10,1,0.0,0
2023-12-11,20,0.0,0
2023-12-12,14,0.0,0
2023-12-13,10,0.0,0
2023-12-14,12,0.0,0
2023-12-15,13,0.0,0
2023-12-16,0,0.0,0
2023-12-17,1,0.0,0
2023-12-18,6,0.0,4
2023-12-19,3,0.0,2
2023-12-20,4,0.0,3
2023-12-21,9,0.0,0
2023-12-22,4,0.0,0
2023-12-23,1,0.0,0
2023-12-24,0,0.0,0
2023-12-25,0,0.0,0
2023-12-26,0,0.0,0
2023-12-27,4,0.0,0
2023-12-28,0,0.0,0
2023-12-29,0,0.0,0
2023-12-30,0,0.0,0
2023-12-31,1,0.0,0
2024-01-01,0,0.0,0
2024-01-02,7,0.0,0
2024-01-03,2,0.0,0
2024-01-04,9,0.0,0
2024-01-05,14,0.0,0
2024-01-06,2,0.0,0
2024-01-07,2,0.0,0
2024-01-08,12,0.0,0
2024-01-09,12,0.0,0
2024-01-10,7,0.0,1
2024-01-11,22,0.0,0
2024-01-12,9,0.0,0
2024-01-13,1,0.0,0
2024-01-14,0,0.0,0
2024-01-15,11,0.0,0
2024-01-16,20,0.0,2
2024-01-17,7,0.0,0
2024-01-18,10,0.0,0
2024-01-19,9,0.0,0
2024-01-20,2,0.0,0
2024-01-21,0,0.0,0
2024-01-22,6,0.0,0
2024-01-23,16,0.0,0
2024-01-24,6,0.0,0
2024-01-25,23,0.0,0
2024-01-26,11,0.0,0
2024-01-27,0,3.0,0
2024-01-28,0,-1.1999999999999997,0
2024-01-29,11,9.64,0
2024-01-30,10,-4.191999999999999,0
2024-01-31,13,-1.3248000000000002,4
2024-02-01,18,-0.7298560000000001,0
2024-02-02,3,-0.4848896000000005,0
2024-02-03,3,-0.35463168000000017,0
2024-02-04,0,-0.275099136,0
2024-02-05,8,-0.22210007039999993,0
2024-02-06,11,-0.15155711999999993,0
2024-02-07,15,-0.12798156799999996,1
2024-02-08,15,2.0,0
2024-02-09,21,0.20000000000000018,1
2024-02-10,3,-0.6399999999999999,0
2024-02-11,4,-0.248,0
2024-02-12,14,2.8528,0
2024-02-13,18,-0.30150399999999977,0
2024-02-14,1,4.1641216,0
2024-02-15,10,-2.3717043199999996,0
2024-02-16,11,-0.8374819840000001,0
2024-02-17,1,3.5077919744,0
2024-02-18,1,3.0803602432000003,0
2024-02-19,4,-1.7078348799999996,0
2024-02-20,14,0.5653463040000002,0
2024-02-21,14,-0.5518029823999999,0
2024-02-22,2,-0.12038471680000029,0
2024-02-23,3,-0.995203584,0
2024-02-24,0,7.5145497599999995,1
2024-02-25,0,-2.5409428479999994,0
2024-02-26,15,0.3771798528000001,0
2024-02-27,19,3.399197184,0
2024-02-28,24,-2.7212433408,0
2024-02-29,17,0.9316614143999999,0
2024-03-01,25,-0.4448114688,0
2024-03-02,3,-1.0906298368000003,0
2024-03-03,1,-0.5833026560000001,0
2024-03-04,11,-0.4162980864000001,0
2024-03-05,16,1.7635336192,0
2024-03-06,6,0.022746726400000195,0
2024-03-07,9,-0.7636951039999998,0
2024-03-08,11,-0.296681984,0
2024-03-09,3,-0.18795202560000007,0
2024-03-10,2,-0.11430215680000008,1
2024-03-11,20,7.9241216,2
2024-03-12,28,-0.2597043199999991,0
2024-03-13,10,-2.2086819839999996,0
2024-03-14,12,0.08724797439999998,1
2024-03-15,7,0.06240184319999975,1
2024-03-16,0,2.1155839999999997,0
2024-03-17,5,2.3424384000000003,0
2024-03-18,28,-2.2814540799999996,0
2024-03-19,10,-0.919909376,0
2024-03-20,18,-0.5815675904000002,0
2024-03-21,12,-0.33598423040000025,0
2024-03-22,11,0.777776128,0
2024-03-23,3,1.4250816512000002,0
2024-03-24,0,0.9482524672000001,0
2024-03-25,13,-1.2030173183999997,0
2024-03-26,29,-0.4607926272,0
2024-03-27,14,-0.24115200000000012,0
2024-03-28,6,7.8339327999999995,0
2024-03-29,7,5.675799040000001,0
2024-03-30,1,-4.657823231999999,0
2024-03-31,1,-1.6718507008,0
2024-04-01,9,-0.9647077376000004,0
2024-04-02,15,-0.6396123136000005,0
2024-04-03,4,-0.45327360000000017,0
2024-04-04,12,-0.35363328000000005,0
2024-04-05,8,1.713419264,0
2024-04-06,9,-1.0387866623999997,0
2024-04-07,6,-0.35518341119999997,3
2024-04-08,5,-0.128,0
2024-04-09,16,-0.0832000000000001,0
2024-04-10,10,2.940096,1
2024-04-11,5,3.7540736000000003,0
2024-04-12,5,-1.3967411199999997,0
2024-04-13,0,-1.222311424,0
2024-04-14,1,1.4096036863999999,0
2024-04-15,13,-1.1618560000000002,0
2024-04-16,22,1.4997504,0
2024-04-17,12,-1.12787968,0
2024-04-18,12,-0.48348313600000004,0
2024-04-19,12,-0.32044759040000004,0
2024-04-20,0,0.7917271039999999,0
2024-04-21,1,-0.5094432767999999,1
2024-04-22,14,-0.196237824,0
2024-04-23,7,-0.1263374336,10
2024-04-24,20,-0.07191142400000003,0
2024-04-25,20,-0.05554831360000001,0
2024-04-26,16,-0.022963200000000007,0
2024-04-27,2,-0.018370559999999994,7
2024-04-28,9,3.984844288,0
2024-04-29,11,9.3872018432,8
2024-04-30,15,-4.879999999999999,0
2024-05-01,15,3.4240000000000004,0
2024-05-02,10,-2.8703999999999996,0
2024-05-03,23,-1.1774080000000007,0
2024-05-04,6,-0.7413248000000002,0
2024-05-05,4,-0.5340774400000003,1
2024-05-06,11,-0.412459008,0
2024-05-07,8,-0.33272145919999996,0
2024-05-08,10,1.7673674752000001,1
2024-05-09,14,2.1242214400000003,0
2024-05-10,6,-1.5039907839999997,0
2024-05-11,6,-0.488,0
2024-05-12,4,-0.2752000000000001,0
2024-05-13,12,-0.18470400000000017,0
2024-05-14,26,-0.13578240000000005,4
2024-05-15,12,-0.10563072000000001,0
2024-05-16,34,2.914576896,0
2024-05-17,6,-1.2710634495999997,0
2024-05-18,1,-0.3983944704,0
