,golang/go,rust-lang/rust,nim-lang/Nim
2019-01-15,5,67,21
2019-01-16,2,46,15
2019-01-17,6,45,4
2019-01-18,8,82,9
2019-01-19,0,99,8
2019-01-20,2,55,0
2019-01-21,3,72,11
2019-01-22,3,102,16
2019-01-23,6,61,25
2019-01-24,1,76,8
2019-01-25,2,92,12
2019-01-26,0,111,3
2019-01-27,4,82,6
2019-01-28,2,65,14
2019-01-29,4,59,7
2019-01-30,7,72,14
2019-01-31,2,66,9
2019-02-01,4,107,7
2019-02-02,0,37,2
2019-02-03,0,69,3
2019-02-04,3,47,10
2019-02-05,3,79,5
2019-02-06,1,66,20
2019-02-07,3,131,11
2019-02-08,2,93,15
2019-02-09,2,68,10
2019-02-10,1,75,10
2019-02-11,13,83,5
2019-02-12,8,78,9
2019-02-13,5,106,39
2019-02-14,0,72,5
2019-02-15,6,41,5
2019-02-16,1,53,2
2019-02-17,2,60,1
2019-02-18,0,112,9
2019-02-19,12,42,13
2019-02-20,6,87,7
2019-02-21,1,70,4
2019-02-22,9,54,5
2019-02-23,1,83,12
2019-02-24,6,90,0
2019-02-25,4,58,6
2019-02-26,65,48,4
2019-02-27,52,81,1
2019-02-28,11,37,8
2019-03-01,29,50,5
2019-03-02,22,56,2
2019-03-03,8,59,3
2019-03-04,12,57,17
2019-03-05,25,71,15
2019-03-06,30,45,7
2019-03-07,20,56,4
2019-03-08,23,56,4
2019-03-09,13,39,0
2019-03-10,3,44,2
2019-03-11,14,50,4
2019-03-12,26,68,2
2019-03-13,22,56,7
2019-03-14,23,49,12
2019-03-15,16,109,6
2019-03-16,1,93,0
2019-03-17,3,51,2
2019-03-18,13,80,5
2019-03-19,23,64,8
2019-03-20,13,66,3
2019-03-21,14,58,8
2019-03-22,14,46,3
2019-03-23,3,60,6
2019-03-24,3,46,1
2019-03-25,21,72,2
2019-03-26,9,78,8
2019-03-27,18,60,4
2019-03-28,21,87,2
2019-03-29,13,91,3
2019-03-30,3,74,1
2019-03-31,4,49,2
2019-04-01,5,46,6
2019-04-02,12,87,7
2019-04-03,17,68,3
2019-04-04,8,67,10
2019-04-05,18,50,7
2019-04-06,0,36,7
2019-04-07,6,52,2
2019-04-08,17,47,5
2019-04-09,8,59,10
2019-04-10,10,51,11
2019-04-11,11,63,7
2019-04-12,11,74,5
2019-04-13,5,60,1
2019-04-14,2,92,3
2019-04-15,16,45,7
2019-04-16,34,64,7
2019-04-17,11,109,8
2019-04-18,10,73,2
2019-04-19,23,87,4
2019-04-20,3,51,5
2019-04-21,0,67,3
2019-04-22,12,75,3
2019-04-23,20,75,12
2019-04-24,16,74,4
2019-04-25,14,84,3
2019-04-26,19,51,2
2019-04-27,9,30,5
2019-04-28,4,43,6
2019-04-29,20,46,7
2019-04-30,34,74,4
2019-05-01,16,102,2
2019-05-02,13,98,6
2019-05-03,14,44,3
2019-05-04,1,104,11
2019-05-05,3,33,8
2019-05-06,22,41,9
2019-05-07,6,40,7
2019-05-08,16,39,18
2019-05-09,29,73,4
2019-05-10,9,57,10
2019-05-11,2,53,2
2019-05-12,2,44,1
2019-05-13,20,61,9
2019-05-14,15,62,4
2019-05-15,8,55,14
2019-05-16,20,57,5
2019-05-17,12,61,0
2019-05-18,0,45,0
2019-05-19,0,54,1
2019-05-20,11,100,7
2019-05-21,10,93,7
2019-05-22,12,75,14
2019-05-23,13,105,4
2019-05-24,10,59,8
2019-05-25,2,88,7
2019-05-26,0,51,1
2019-05-27,1,99,12
2019-05-28,8,115,9
2019-05-29,6,69,17
2019-05-30,13,63,4
2019-05-31,9,55,0
2019-06-01,0,64,5
2019-06-02,2,54,6
2019-06-03,6,84,11
2019-06-04,4,96,8
2019-06-05,11,64,14
2019-06-06,18,68,7
2019-06-07,12,44,11
2019-06-08,0,84,0
2019-06-09,2,71,3
2019-06-10,10,61,8
2019-06-11,6,93,6
2019-06-12,7,100,9
2019-06-13,11,44,9
2019-06-14,4,61,5
2019-06-15,3,85,3
2019-06-16,1,70,1
2019-06-17,4,30,6
2019-06-18,7,54,5
2019-06-19,11,65,10
2019-06-20,7,64,18
2019-06-21,9,75,4
2019-06-22,0,72,0
2019-06-23,2,44,4
2019-06-24,7,64,5
2019-06-25,15,52,3
2019-06-26,17,85,15
2019-06-27,8,29,7
2019-06-28,3,22,4
2019-06-29,1,52,1
2019-06-30,1,61,1
2019-07-01,2,43,11
2019-07-02,3,110,1
2019-07-03,6,91,12
2019-07-04,0,70,8
2019-07-05,5,61,8
2019-07-06,1,111,9
2019-07-07,0,86,4
2019-07-08,5,47,10
2019-07-09,2,77,19
2019-07-10,6,97,15
2019-07-11,2,56,3
2019-07-12,3,50,17
2019-07-13,0,49,3
2019-07-14,1,45,6
2019-07-15,6,81,8
