,pulsar-edit/pulsar,microsoft/vscode,neovim/neovim
2020-03-13,0,54,0
2020-03-14,0,9,0
2020-03-15,0,5,0
2020-03-16,1,43,1
2020-03-17,0,54,1
2020-03-18,0,58,0
2020-03-19,0,54,4
2020-03-20,0,36,0
2020-03-21,1,8,1
2020-03-22,0,3,2
2020-03-23,1,53,2
2020-03-24,0,72,0
2020-03-25,0,74,0
2020-03-26,3,89,0
2020-03-27,0,113,0
2020-03-28,2,21,2
2020-03-29,0,20,3
2020-03-30,0,84,1
2020-03-31,1,48,0
2020-04-01,0,74,3
2020-04-02,1,43,2
2020-04-03,1,57,0
2020-04-04,0,5,2
2020-04-05,0,14,0
2020-04-06,0,72,1
2020-04-07,0,76,1
2020-04-08,0,58,1
2020-04-09,0,82,0
2020-04-10,0,34,0
2020-04-11,0,21,0
2020-04-12,0,21,7
2020-04-13,1,45,30
2020-04-14,0,76,1
2020-04-15,1,62,3
2020-04-16,0,91,3
2020-04-17,0,105,1
2020-04-18,0,21,9
2020-04-19,0,36,4
2020-04-20,0,74,5
2020-04-21,0,85,8
2020-04-22,0,98,2
2020-04-23,0,70,1
2020-04-24,0,83,5
2020-04-25,1,7,4
2020-04-26,0,9,18
2020-04-27,0,107,12
2020-04-28,0,39,3
2020-04-29,0,72,3
2020-04-30,0,41,1
2020-05-01,0,17,5
2020-05-02,0,5,8
2020-05-03,0,7,13
2020-05-04,0,70,3
2020-05-05,0,69,9
2020-05-06,1,78,1
2020-05-07,2,75,11
2020-05-08,0,46,2
2020-05-09,0,8,4
2020-05-10,0,5,0
2020-05-11,0,68,1
2020-05-12,3,89,6
2020-05-13,1,81,0
2020-05-14,0,72,2
2020-05-15,2,78,3
2020-05-16,0,8,3
2020-05-17,0,10,3
2020-05-18,2,52,4
2020-05-19,18,44,5
2020-05-20,12,81,2
2020-05-21,0,12,6
2020-05-22,0,15,0
2020-05-23,2,12,4
2020-05-24,0,3,2
2020-05-25,0,43,7
2020-05-26,0,68,7
2020-05-27,8,80,0
2020-05-28,7,29,1
2020-05-29,1,54,1
2020-05-30,8,3,5
2020-05-31,1,13,4
2020-06-01,0,73,0
2020-06-02,2,32,4
2020-06-03,9,94,3
2020-06-04,1,53,6
2020-06-05,1,44,13
2020-06-06,5,5,5
2020-06-07,2,8,1
2020-06-08,2,75,2
2020-06-09,0,69,1
2020-06-10,1,58,5
2020-06-11,1,81,3
2020-06-12,8,81,2
2020-06-13,0,10,3
2020-06-14,0,6,2
2020-06-15,4,71,3
2020-06-16,3,78,3
2020-06-17,2,73,1
2020-06-18,3,58,17
2020-06-19,1,37,2
2020-06-20,0,11,0
2020-06-21,1,16,1
2020-06-22,2,73,5
2020-06-23,4,81,6
2020-06-24,7,71,2
2020-06-25,0,68,0
2020-06-26,4,61,0
2020-06-27,0,0,2
2020-06-28,0,12,0
2020-06-29,2,71,11
2020-06-30,0,37,2
2020-07-01,1,74,3
2020-07-02,0,38,6
2020-07-03,5,17,2
2020-07-04,0,6,10
2020-07-05,0,1,0
2020-07-06,1,42,3
2020-07-07,1,50,1
2020-07-08,2,49,1
2020-07-09,0,45,0
2020-07-10,8,40,7
2020-07-11,12,9,2
2020-07-12,1,7,0
2020-07-13,14,59,0
2020-07-14,7,43,0
2020-07-15,0,31,4
2020-07-16,19,57,0
2020-07-17,13,50,0
2020-07-18,3,10,1
2020-07-19,2,0,20
2020-07-20,0,46,7
2020-07-21,2,60,5
2020-07-22,2,79,0
2020-07-23,0,49,6
2020-07-24,0,31,3
2020-07-25,8,5,0
2020-07-26,1,5,1
2020-07-27,0,33,0
2020-07-28,0,37,3
2020-07-29,1,40,1
2020-07-30,0,37,2
2020-07-31,3,33,6
2020-08-01,0,3,0
2020-08-02,4,1,22
2020-08-03,0,54,1
2020-08-04,1,20,0
2020-08-05,0,71,0
2020-08-06,0,37,0
2020-08-07,1,17,0
2020-08-08,0,8,4
2020-08-09,0,8,1
2020-08-10,0,52,2
2020-08-11,1,58,2
2020-08-12,2,69,0
2020-08-13,9,55,7
2020-08-14,5,19,19
2020-08-15,1,4,9
2020-08-16,0,5,2
2020-08-17,8,30,4
2020-08-18,1,42,1
2020-08-19,3,46,1
2020-08-20,3,39,1
2020-08-21,7,53,0
2020-08-22,5,2,3
2020-08-23,13,1,11
2020-08-24,7,42,3
2020-08-25,3,43,2
2020-08-26,1,59,5
2020-08-27,2,55,1
2020-08-28,3,56,1
2020-08-29,10,7,0
2020-08-30,4,16,10
2020-08-31,16,77,18
2020-09-01,0,43,5
2020-09-02,0,60,6
2020-09-03,1,41,11
2020-09-04,4,37,19
2020-09-05,17,12,9
2020-09-06,6,5,23
2020-09-07,6,49,1
2020-09-08,3,80,3
2020-09-09,9,87,11
2020-09-10,14,63,6
2020-09-11,34,40,31
2020-09-12,0,3,10
2020-09-13,0,1,18
2020-09-14,39,39,7
2020-09-15,6,40,0
2020-09-16,30,88,8
2020-09-17,31,55,4
2020-09-18,22,55,2
2020-09-19,1,10,13
2020-09-20,0,1,2
2020-09-21,0,38,4
2020-09-22,6,47,1
2020-09-23,16,42,0
2020-09-24,7,37,9
2020-09-25,2,42,0
2020-09-26,3,1,5
2020-09-27,4,12,2
2020-09-28,4,65,2
2020-09-29,6,21,5
2020-09-30,22,57,10
2020-10-01,12,47,14
2020-10-02,14,14,5
2020-10-03,2,19,6
2020-10-04,1,2,4
2020-10-05,4,50,14
2020-10-06,6,37,16
2020-10-07,4,34,10
2020-10-08,5,26,7
2020-10-09,3,40,2
2020-10-10,1,6,10
2020-10-11,1,5,13
2020-10-12,2,28,8
2020-10-13,5,33,1
2020-10-14,5,43,6
2020-10-15,1,27,4
2020-10-16,1,29,4
2020-10-17,1,8,15
2020-10-18,0,1,5
2020-10-19,4,33,2
2020-10-20,8,55,4
2020-10-21,10,41,7
2020-10-22,5,58,13
2020-10-23,5,61,5
2020-10-24,2,6,4
2020-10-25,1,15,19
2020-10-26,2,80,5
2020-10-27,1,49,1
2020-10-28,0,78,6
2020-10-29,3,33,5
2020-10-30,16,28,4
2020-10-31,32,1,2
2020-11-01,0,0,21
2020-11-02,2,61,7
2020-11-03,2,59,14
2020-11-04,1,85,12
2020-11-05,0,73,4
2020-11-06,7,49,1
2020-11-07,1,4,13
2020-11-08,0,3,12
2020-11-09,0,86,9
2020-11-10,0,93,7
2020-11-11,0,79,4
2020-11-12,0,58,5
2020-11-13,0,63,17
2020-11-14,0,0,7
2020-11-15,0,7,6
2020-11-16,0,50,13
2020-11-17,0,52,2
2020-11-18,5,72,4
2020-11-19,0,45,4
2020-11-20,0,60,10
2020-11-21,0,4,14
2020-11-22,0,7,22
2020-11-23,0,44,19
2020-11-24,1,76,9
2020-11-25,0,79,24
2020-11-26,42,62,7
2020-11-27,0,51,4
2020-11-28,0,6,8
2020-11-29,0,0,7
2020-11-30,0,43,7
2020-12-01,0,45,16
2020-12-02,0,68,2
2020-12-03,0,36,7
2020-12-04,0,31,12
2020-12-05,0,5,17
2020-12-06,0,3,10
2020-12-07,1,22,11
2020-12-08,1,38,1
2020-12-09,1,44,9
2020-12-10,3,49,5
2020-12-11,1,96,9
2020-12-12,0,2,19
