,libbitcoin/libbitcoin-system,bitcoin/bitcoin,bitcoinj/bitcoinj
2023-06-19,0,10,0.0
2023-06-20,0,13,0.0
2023-06-21,0,19,0.0
2023-06-22,0,10,0.0
2023-06-23,0,34,0.0
2023-06-24,0,0,0.0
2023-06-25,0,0,0.0
2023-06-26,0,7,0.0
2023-06-27,0,21,0.0
2023-06-28,0,24,0.0
2023-06-29,0,22,0.0
2023-06-30,0,16,0.0
2023-07-01,0,3,0.0
2023-07-02,0,0,0.0
2023-07-03,0,7,0.0
2023-07-04,0,5,0.0
2023-07-05,0,0,1.0
2023-07-06,0,13,-0.10000000000000009
2023-07-07,0,18,0.955
2023-07-08,0,1,-0.12850000000000011
2023-07-09,0,1,-0.06566249999999996
2023-07-10,0,12,0.95538325
2023-07-11,0,8,-0.13382451249999996
2023-07-12,0,10,-0.07221044624999995
2023-07-13,0,9,-0.05123032551562495
2023-07-14,0,10,0.9598449512140627
2023-07-15,0,0,-0.12568506301562501
2023-07-16,0,3,6.933439134964063
2023-07-17,0,12,-0.7395936962500006
2023-07-18,0,10,1.6547691869843748
2023-07-19,0,21,-0.42401560253593773
2023-07-20,0,16,0.7522004875000006
2023-07-21,0,11,-0.28091094624999974
2023-07-22,0,6,-0.1880274005156246
2023-07-23,0,1,-0.14678822628593716
2023-07-24,0,19,-0.11396471610937467
2023-07-25,0,26,-0.09709611025156223
2023-07-26,0,17,-0.03229863853124991
2023-07-27,0,10,3.9721085986781253
2023-07-28,0,3,1.5904316869843746
2023-07-29,0,0,-0.38839885253593776
2023-07-30,0,3,-0.20400000000000015
2023-07-31,0,7,0.8603500000000003
2023-08-01,0,14,3.7942080000000002
2023-08-02,0,7,-0.5298815500000001
2023-08-03,0,25,-0.27919880999999996
2023-08-04,0,6,-0.19512314456249985
2023-08-05,0,15,-0.1514987861749995
2023-08-06,0,1,-0.09442671757187471
2023-08-07,0,14,-0.06374174624999981
2023-08-08,0,7,24.946056901984374
2023-08-09,0,8,8.45332789540156
2023-08-10,0,7,7.7414045898562485
2023-08-11,0,3,-1.2075000000000018
2023-08-12,0,0,-1.3800624999999989
2023-08-13,0,1,-0.960206249999998
2023-08-14,0,15,-0.7414595624999976
2023-08-15,0,9,-0.6039545437499981
2023-08-16,0,6,-0.5089753591406235
2023-08-17,4,26,-0.4393217315703114
2023-08-18,0,14,-0.19916420430156198
2023-08-19,0,0,-0.09355683837499976
2023-08-20,1,0,-0.008398852535937478
2023-08-21,0,5,0.0
2023-08-22,0,17,0.0
2023-08-23,0,30,15.0
2023-08-24,0,30,-1.5000000000000013
2023-08-25,0,11,9.325
2023-08-26,0,2,-1.427500000000001
2023-08-27,0,8,-0.7599374999999993
2023-08-28,0,8,-0.5267512499999993
2023-08-29,0,9,-0.40405518749999864
2023-08-30,0,10,-0.32757294374999896
2023-08-31,0,7,-0.27514482023437425
2023-09-01,0,8,8.763080249460938
2023-09-02,0,1,4.004316869843749
2023-09-03,0,1,-0.9889885253593755
2023-09-04,0,5,-0.48150000000000037
2023-09-05,0,14,2.6715375000000003
2023-09-06,0,9,0.4516367500000006
2023-09-07,0,19,5.565958137500001
2023-09-08,0,7,-0.8961533287500001
2023-09-09,0,2,-0.5020707983906246
2023-09-10,0,5,-0.36344398790156207
2023-09-11,0,3,-0.22157205017968676
2023-09-12,0,23,22.85685639875
2023-09-13,0,28,-2.4187707102968767
2023-09-14,0,21,6.863672951876562
2023-09-15,0,16,-1.5213087306296886
2023-09-16,0,2,8.114369384784377
2023-09-17,0,0,-1.4986852499999999
2023-09-18,0,1,-0.8730262874999988
2023-09-19,0,16,0.359410986250001
2023-09-20,0,16,-0.6113297993593736
2023-09-21,0,6,6.528026071673438
2023-09-22,0,3,-0.923504616625
2023-09-23,0,2,-0.5026965865374997
2023-09-24,0,1,-0.3017315671406249
2023-09-25,0,1,6.766610814676564
2023-09-26,0,2,-0.8239109462500003
2023-09-27,0,13,-0.4167024005156249
2023-09-28,0,6,-0.28555472628593737
2023-09-29,0,10,-0.2116156911093743
2023-09-30,0,24,5.828390782248438
2023-10-01,0,0,5.3078659125
2023-10-02,0,32,7.0523441262499995
2023-10-03,0,29,-0.30797819110937574
2023-10-04,0,31,-0.8137669677515624
2023-10-05,0,29,0.5063245000000005
2023-10-06,0,14,-0.46947257499999895
2023-10-07,0,2,-0.34013075249999913
2023-10-08,0,31,-0.27388490559374934
2023-10-09,0,18,0.7696229241906256
2023-10-10,0,12,-0.2541500655906247
2023-10-11,0,8,0.8650788541968752
2023-10-12,0,15,0.8520074512140625
2023-10-13,0,27,-0.17523081301562501
2023-10-14,0,0,-0.09801560253593747
2023-10-15,0,3,0.9376754875000001
2023-10-16,0,10,-0.14787294624999991
2023-10-17,0,11,-0.08384707551562492
2023-10-18,0,7,-0.06115456128593742
2023-10-19,0,14,-0.041324509265624865
2023-10-20,0,25,-0.0340839155515624
2023-10-21,0,0,-0.02156086503593744
2023-10-22,0,0,-0.011093696249999967
2023-10-23,0,17,-0.009568313015624975
2023-10-24,0,18,12.991601147464063
2023-10-25,0,8,-1.3000000000000012
2023-10-26,0,10,-0.5850000000000004
2023-10-27,0,2,-0.3705000000000003
2023-10-28,0,0,-0.26861249999999903
2023-10-29,0,3,-0.2095177499999993
2023-10-30,0,18,-0.1711061624999995
2023-10-31,0,11,-0.14421805124999956
2023-11-01,0,12,-0.12438806920312467
2023-11-02,0,11,-0.10918508296718722
2023-11-03,0,21,0.0
2023-11-04,0,1,0.0
2023-11-05,0,6,0.0
2023-11-06,0,7,0.0
2023-11-07,0,16,0.0
2023-11-08,0,17,0.0
2023-11-09,0,15,0.0
