,seleniumhq/selenium,puppeteer/puppeteer,gocolly/colly
2021-10-28,1,1.0,0
2021-10-29,3,0.8999999999999999,0
2021-10-30,0,-0.14500000000000013,0
2021-10-31,1,-0.07350000000000005,0
2021-11-01,0,-0.04916249999999994,0
2021-11-02,2,0.9632207500000001,0
2021-11-03,8,0.8707212375,0
2021-11-04,4,-0.16925570875000004,0
2021-11-05,8,-0.094162009265625,0
2021-11-06,0,-0.0671296655515624,0
2021-11-07,0,-0.04517810253593735,0
2021-11-08,2,-0.02927876249999991,0
2021-11-09,6,0.9757442912500001,0
2021-11-10,0,0.879337990734375,0
2021-11-11,0,1.8370328344484375,0
2021-11-12,0,-0.2818988525359377,0
2021-11-13,0,-0.13916250000000002,0
2021-11-14,0,-0.09377924999999993,0
2021-11-15,3,1.9293962375000002,0
2021-11-16,10,0.74351079125,0
2021-11-17,17,-0.23698603426562503,0
2021-11-18,12,-0.14215455805156246,0
2021-11-19,5,0.9026395214328127,0
2021-11-20,0,-0.16969370507187487,0
2021-11-21,0,-0.0874407749999999,0
2021-11-22,9,-0.06384940499999991,0
2021-11-23,6,0.9491071777187502,0
2021-11-24,3,-0.14248276808749996,0
2021-11-25,0,-0.06656086503593747,0
2021-11-26,7,1.96040630375,0
2021-11-27,4,-0.2302308130156251,0
2021-11-28,1,-0.11451560253593748,0
2021-11-29,6,3.9298379875,0
2021-11-30,7,-0.4524186962500002,0
2021-12-01,21,-0.22180181301562502,0
2021-12-02,3,-0.1487228775359375,0
2021-12-03,3,0.8951626075000003,0
2021-12-04,0,-0.18360362603124983,0
2021-12-05,0,-0.11444575507187482,0
2021-12-06,0,-0.07287478499999989,0
2021-12-07,0,1.9410642479375002,0
2021-12-08,2,-0.24971216014375003,0
2021-12-09,2,3.8968379875,0
2021-12-10,3,2.5319063037499996,0
2021-12-11,0,-0.5308933130156253,0
2021-12-12,4,-0.28963235253593755,0
2021-12-13,6,0.8055259750000003,0
2021-12-14,3,-0.24864189249999957,0
2021-12-15,1,1.8348650739687504,0
2021-12-16,3,-0.3291585275718749,0
2021-12-17,4,-0.18221684081249978,2
2021-12-18,0,-0.13541709919062483,1
2021-12-19,0,-0.07968357010781224,0
2021-12-20,4,-0.04332719624999986,0
2021-12-21,0,0.9641076619843751,0
2021-12-22,0,1.8694137549640626,0
2021-12-23,1,-0.26413662603125015,0
2021-12-24,14,-0.13529770507187505,0
2021-12-25,1,-0.07766249999999997,1
2021-12-26,9,-0.05744174999999979,0
2021-12-27,4,-0.04539551249999985,0
2021-12-28,0,-0.03741772124999989,0
2021-12-29,3,-0.03175570551562491,2
2021-12-30,4,-0.02753547856718743,0
2021-12-31,5,-0.016797705071874957,0
2022-01-01,7,0.0,0
2022-01-02,0,0.0,0
2022-01-03,1,0.0,0
2022-01-04,8,0.0,0
2022-01-05,3,0.0,0
2022-01-06,3,0.0,0
2022-01-07,1,0.0,0
2022-01-08,2,0.0,0
2022-01-09,2,0.0,0
2022-01-10,5,0.0,0
2022-01-11,2,0.0,0
2022-01-12,2,0.0,1
2022-01-13,2,0.0,0
2022-01-14,0,0.0,0
2022-01-15,1,0.0,0
2022-01-16,1,0.0,1
2022-01-17,4,6.0,0
2022-01-18,0,2.3999999999999995,0
2022-01-19,5,-0.5700000000000005,0
2022-01-20,4,0.6939999999999997,0
2022-01-21,4,0.6905250000000003,0
2022-01-22,1,-0.3036879999999996,0
2022-01-23,1,-0.2008223249999997,0
2022-01-24,11,0.8447892850000004,0
2022-01-25,0,1.7725297831562503,0
2022-01-26,0,1.6466231832375002,0
2022-01-27,3,0.6320477336421874,0
2022-01-28,2,4.7116754907343745,2
2022-01-29,2,-0.6774089155515628,0
2022-01-30,3,-0.3486193650359374,0
2022-01-31,3,2.76718627875,0
2022-02-01,2,0.5224910194843754,4
2022-02-02,6,0.6215313664328128,0
2022-02-03,15,-0.34333808985312486,0
2022-02-04,7,1.7826780006625005,0
2022-02-05,0,-0.35375316761406234,0
2022-02-06,1,-0.20825955017968723,0
2022-02-07,0,3.88044014875,0
2022-02-08,0,-0.49428564779687506,0
2022-02-09,5,3.7419079331265626,0
2022-02-10,2,4.441708809448437,0
2022-02-11,3,3.2067637549640624,0
2022-02-12,0,-0.8226036260312504,0
2022-02-13,0,-0.4745957550718748,0
2022-02-14,2,5.673845715000001,0
2022-02-15,0,5.1458449479375,0
2022-02-16,0,-0.07824725764375007,0
2022-02-17,0,1.3126102166875,0
2022-02-18,2,1.3342132397781254,0
2022-02-19,4,-0.6194430147421868,0
2022-02-20,0,-0.3769304851437494,0
2022-02-21,5,1.7400239975000007,0
2022-02-22,6,2.5893074319062506,0
2022-02-23,3,0.43254578544062516,0
2022-02-24,3,-0.4004728457312499,0
2022-02-25,4,0.7784521289328127,0
2022-02-26,1,-0.25865533110312466,0
2022-02-27,0,-0.1571344800718747,0
2022-02-28,3,1.8937098200000002,0
2022-03-01,11,2.71375777271875,0
2022-03-02,2,-0.46271309036875014,0
2022-03-03,8,1.7600731168765624,0
2022-03-04,6,0.6536824512140624,0
2022-03-05,0,-0.2937893130156248,1
2022-03-06,0,-0.18507312753593733,1
2022-03-07,0,4.86850157,0
2022-03-08,2,-0.6053137147812502,4
