,rust-lang/rust,JetBrains/kotlin,apple/swift
2022-12-26,22,11,1
2022-12-27,67,30,1
2022-12-28,110,15,12
2022-12-29,67,18,7
2022-12-30,52,1,5
2022-12-31,54,0,2
2023-01-01,39,0,3
2023-01-02,87,52,8
2023-01-03,66,11,78
2023-01-04,80,46,60
2023-01-05,56,10,60
2023-01-06,62,29,49
2023-01-07,53,2,57
2023-01-08,37,1,29
2023-01-09,172,37,63
2023-01-10,52,84,30
2023-01-11,133,57,54
2023-01-12,131,52,57
2023-01-13,106,76,58
2023-01-14,131,3,18
2023-01-15,49,8,18
2023-01-16,65,51,54
2023-01-17,100,124,42
2023-01-18,72,45,51
2023-01-19,76,38,64
2023-01-20,84,83,60
2023-01-21,83,7,22
2023-01-22,54,1,9
2023-01-23,100,29,28
2023-01-24,50,66,56
2023-01-25,64,39,68
2023-01-26,81,65,115
2023-01-27,151,34,56
2023-01-28,77,1,39
2023-01-29,57,1,32
2023-01-30,91,55,37
2023-01-31,95,47,54
2023-02-01,72,41,81
2023-02-02,73,27,151
2023-02-03,80,150,61
2023-02-04,30,0,25
2023-02-05,61,1,11
2023-02-06,65,29,64
2023-02-07,72,25,87
2023-02-08,52,40,100
2023-02-09,84,32,92
2023-02-10,89,25,55
2023-02-11,53,1,72
2023-02-12,56,0,23
2023-02-13,90,27,58
2023-02-14,139,44,74
2023-02-15,86,67,78
2023-02-16,95,24,77
2023-02-17,75,29,64
2023-02-18,98,7,28
2023-02-19,73,0,9
2023-02-20,93,34,50
2023-02-21,91,26,63
2023-02-22,83,47,82
2023-02-23,66,19,90
2023-02-24,42,25,60
2023-02-25,79,0,38
2023-02-26,82,0,15
2023-02-27,64,26,48
2023-02-28,79,33,108
2023-03-01,126,68,93
2023-03-02,66,17,114
2023-03-03,93,29,118
2023-03-04,80,4,101
2023-03-05,84,6,50
2023-03-06,75,14,79
2023-03-07,60,45,91
2023-03-08,98,21,92
2023-03-09,97,39,73
2023-03-10,104,33,79
2023-03-11,75,6,40
2023-03-12,78,0,7
2023-03-13,76,37,51
2023-03-14,87,94,86
2023-03-15,87,25,69
2023-03-16,86,31,73
2023-03-17,88,39,61
2023-03-18,47,0,41
2023-03-19,59,1,18
2023-03-20,70,30,57
2023-03-21,92,38,85
2023-03-22,91,36,68
2023-03-23,79,30,73
2023-03-24,75,29,47
2023-03-25,63,0,28
2023-03-26,61,2,9
2023-03-27,84,39,41
2023-03-28,81,19,59
2023-03-29,99,39,100
2023-03-30,105,29,71
2023-03-31,50,23,52
2023-04-01,33,9,33
2023-04-02,34,0,7
2023-04-03,105,76,42
2023-04-04,115,54,80
2023-04-05,91,42,55
2023-04-06,112,70,69
2023-04-07,70,12,37
2023-04-08,48,17,17
2023-04-09,85,8,10
2023-04-10,64,7,18
2023-04-11,101,34,48
2023-04-12,108,38,66
2023-04-13,99,17,76
2023-04-14,104,9,41
2023-04-15,47,0,19
2023-04-16,111,0,9
2023-04-17,90,58,26
2023-04-18,60,67,43
2023-04-19,83,98,57
2023-04-20,104,32,47
2023-04-21,94,50,46
2023-04-22,101,2,16
2023-04-23,70,1,5
2023-04-24,90,35,37
2023-04-25,93,105,47
2023-04-26,101,41,38
2023-04-27,109,43,49
2023-04-28,92,26,48
2023-04-29,95,4,18
2023-04-30,56,7,4
2023-05-01,64,21,38
2023-05-02,150,44,103
2023-05-03,68,30,68
2023-05-04,67,48,75
2023-05-05,120,24,57
2023-05-06,118,5,35
2023-05-07,64,0,6
2023-05-08,83,32,63
2023-05-09,70,53,59
2023-05-10,67,67,30
2023-05-11,72,49,49
2023-05-12,74,51,46
2023-05-13,63,0,18
2023-05-14,57,0,10
2023-05-15,79,29,39
2023-05-16,72,32,56
2023-05-17,54,36,37
2023-05-18,102,17,40
2023-05-19,39,60,38
2023-05-20,62,0,12
2023-05-21,44,0,0
2023-05-22,64,17,31
2023-05-23,75,34,52
2023-05-24,75,20,38
2023-05-25,105,32,49
2023-05-26,119,32,44
2023-05-27,46,9,12
2023-05-28,51,0,8
2023-05-29,66,5,16
2023-05-30,72,23,30
2023-05-31,80,36,43
2023-06-01,100,27,49
2023-06-02,105,23,44
2023-06-03,61,0,24
2023-06-04,53,0,3
2023-06-05,116,15,55
2023-06-06,67,34,80
2023-06-07,73,31,108
2023-06-08,76,40,53
2023-06-09,66,21,46
2023-06-10,72,12,35
2023-06-11,62,0,5
2023-06-12,108,14,56
2023-06-13,84,25,56
2023-06-14,102,55,67
2023-06-15,78,22,61
2023-06-16,81,47,60
2023-06-17,73,5,19
2023-06-18,58,0,3
2023-06-19,125,30,17
2023-06-20,107,43,39
2023-06-21,111,36,67
2023-06-22,85,81,56
2023-06-23,77,36,54
2023-06-24,55,0,11
2023-06-25,61,8,0
2023-06-26,62,49,28
2023-06-27,113,24,33
2023-06-28,101,21,55
2023-06-29,93,13,62
2023-06-30,99,44,54
2023-07-01,61,9,14
2023-07-02,72,0,3
2023-07-03,112,39,24
2023-07-04,67,48,62
2023-07-05,100,64,50
2023-07-06,69,42,57
2023-07-07,89,28,70
2023-07-08,83,1,10
2023-07-09,41,0,6
2023-07-10,103,47,23
2023-07-11,53,26,49
2023-07-12,81,29,58
2023-07-13,84,32,38
2023-07-14,92,39,44
2023-07-15,33,0,4
2023-07-16,74,0,2
2023-07-17,76,56,46
2023-07-18,84,43,60
2023-07-19,80,49,99
2023-07-20,96,45,42
2023-07-21,103,65,57
2023-07-22,94,1,35
2023-07-23,38,0,8
2023-07-24,100,51,39
2023-07-25,94,37,66
2023-07-26,83,51,66
2023-07-27,90,82,67
2023-07-28,78,65,76
2023-07-29,73,3,9
2023-07-30,103,0,1
2023-07-31,131,68,29
2023-08-01,87,44,68
2023-08-02,109,41,79
2023-08-03,96,84,71
2023-08-04,99,38,52
2023-08-05,70,0,34
2023-08-06,73,0,14
2023-08-07,88,53,46
2023-08-08,96,42,119
2023-08-09,73,36,88
2023-08-10,53,36,89
2023-08-11,72,37,72
2023-08-12,40,2,10
2023-08-13,49,3,5
2023-08-14,89,20,53
2023-08-15,98,13,46
2023-08-16,101,31,53
2023-08-17,57,42,82
2023-08-18,83,26,46
2023-08-19,47,1,19
2023-08-20,45,0,8
2023-08-21,67,30,58
2023-08-22,105,43,42
2023-08-23,60,33,53
2023-08-24,79,40,55
2023-08-25,56,51,46
2023-08-26,51,1,14
2023-08-27,46,0,4
2023-08-28,91,29,44
2023-08-29,70,74,46
2023-08-30,86,70,62
2023-08-31,62,41,64
2023-09-01,73,20,62
2023-09-02,72,1,22
2023-09-03,76,3,22
2023-09-04,34,27,46
2023-09-05,75,66,44
2023-09-06,88,55,62
2023-09-07,71,17,72
2023-09-08,103,48,61
2023-09-09,46,2,20
2023-09-10,64,0,7
2023-09-11,91,17,67
2023-09-12,67,15,106
2023-09-13,52,72,61
2023-09-14,85,51,55
2023-09-15,66,42,60
2023-09-16,65,0,46
2023-09-17,44,0,9
2023-09-18,91,40,50
2023-09-19,77,118,98
2023-09-20,72,44,67
2023-09-21,83,48,74
2023-09-22,124,47,57
2023-09-23,63,7,45
2023-09-24,62,6,19
2023-09-25,80,1,59
2023-09-26,54,4,83
2023-09-27,35,1,56
2023-09-28,112,4,45
2023-09-29,68,1,67
2023-09-30,46,0,20
2023-10-01,52,0,8
2023-10-02,100,29,35
2023-10-03,82,21,52
2023-10-04,85,19,59
2023-10-05,105,41,51
2023-10-06,113,29,51
2023-10-07,39,0,37
2023-10-08,53,1,32
2023-10-09,111,21,41
2023-10-10,90,41,49
2023-10-11,69,16,65
2023-10-12,67,69,60
2023-10-13,55,47,29
2023-10-14,72,0,16
2023-10-15,71,0,8
2023-10-16,83,48,38
2023-10-17,97,51,25
2023-10-18,78,72,33
2023-10-19,83,61,44
2023-10-20,66,47,52
2023-10-21,118,0,5
2023-10-22,78,0,1
2023-10-23,113,26,44
2023-10-24,87,51,64
2023-10-25,163,40,49
2023-10-26,75,36,49
2023-10-27,101,29,63
2023-10-28,61,0,19
2023-10-29,101,0,10
2023-10-30,114,25,64
2023-10-31,88,15,56
2023-11-01,47,22,78
2023-11-02,108,39,42
2023-11-03,53,9,39
2023-11-04,78,0,17
2023-11-05,34,6,3
2023-11-06,37,52,34
2023-11-07,63,38,38
2023-11-08,85,36,42
2023-11-09,49,45,54
2023-11-10,50,41,51
2023-11-11,38,2,11
2023-11-12,67,0,10
2023-11-13,73,31,52
2023-11-14,58,56,69
2023-11-15,90,49,50
2023-11-16,115,87,76
2023-11-17,75,28,43
2023-11-18,48,2,7
2023-11-19,65,0,0
2023-11-20,82,69,6
2023-11-21,93,40,5
2023-11-22,103,42,7
2023-11-23,77,42,8
2023-11-24,98,32,3
2023-11-25,116,1,3
2023-11-26,96,7,3
2023-11-27,75,29,82
2023-11-28,101,53,62
2023-11-29,81,28,42
2023-11-30,69,37,52
2023-12-01,70,41,57
2023-12-02,88,0,23
2023-12-03,55,0,7
2023-12-04,121,41,50
2023-12-05,122,82,37
2023-12-06,74,18,62
2023-12-07,76,72,46
2023-12-08,136,37,47
2023-12-09,55,1,31
2023-12-10,76,0,15
2023-12-11,84,10,40
2023-12-12,121,57,50
2023-12-13,62,70,78
2023-12-14,88,29,58
2023-12-15,115,27,49
2023-12-16,57,3,20
2023-12-17,39,3,4
2023-12-18,139,41,34
2023-12-19,96,86,48
2023-12-20,68,29,45
2023-12-21,55,67,27
2023-12-22,64,2,5
2023-12-23,93,0,3
2023-12-24,46,1,0
2023-12-25,28,0,4
2023-12-26,60,2,4
2023-12-27,39,3,1
2023-12-28,62,11,1
2023-12-29,53,4,4
2023-12-30,51,0,3
2023-12-31,45,0,0
2024-01-01,33,0,3
2024-01-02,63,30,48
2024-01-03,99,35,50
2024-01-04,129,36,48
2024-01-05,121,56,46
2024-01-06,87,3,21
2024-01-07,110,0,2
2024-01-08,93,51,27
2024-01-09,119,43,25
2024-01-10,73,57,47
2024-01-11,118,33,74
2024-01-12,70,48,49
2024-01-13,71,0,39
2024-01-14,75,1,6
2024-01-15,67,39,16
2024-01-16,90,55,56
2024-01-17,71,59,85
2024-01-18,98,46,59
2024-01-19,131,55,49
2024-01-20,81,1,28
2024-01-21,80,0,10
2024-01-22,122,42,41
2024-01-23,87,39,47
2024-01-24,57,43,71
2024-01-25,85,22,52
2024-01-26,117,46,78
2024-01-27,57,1,17
2024-01-28,50,1,12
2024-01-29,71,45,50
2024-01-30,114,49,82
2024-01-31,81,52,60
2024-02-01,33,24,104
2024-02-02,52,23,101
2024-02-03,42,0,35
2024-02-04,54,0,9
2024-02-05,80,29,47
2024-02-06,83,23,63
2024-02-07,91,27,55
2024-02-08,122,47,54
2024-02-09,161,64,86
2024-02-10,86,4,33
2024-02-11,113,10,20
2024-02-12,141,52,69
2024-02-13,151,54,55
2024-02-14,100,53,62
2024-02-15,107,58,82
2024-02-16,114,17,46
2024-02-17,119,0,24
2024-02-18,87,7,4
2024-02-19,128,67,30
2024-02-20,120,42,66
2024-02-21,125,49,101
2024-02-22,115,40,105
2024-02-23,93,46,50
2024-02-24,73,0,69
2024-02-25,94,10,18
2024-02-26,126,61,53
2024-02-27,134,69,76
2024-02-28,109,98,66
2024-02-29,161,41,77
2024-03-01,120,31,113
2024-03-02,73,1,79
2024-03-03,87,1,24
2024-03-04,117,45,39
2024-03-05,162,52,80
2024-03-06,127,48,94
2024-03-07,105,56,103
2024-03-08,110,38,70
2024-03-09,114,32,43
2024-03-10,112,3,15
2024-03-11,137,62,76
2024-03-12,126,71,97
2024-03-13,107,52,108
2024-03-14,160,79,72
2024-03-15,91,61,82
2024-03-16,77,3,41
2024-03-17,117,0,2
2024-03-18,111,32,107
2024-03-19,124,46,76
2024-03-20,98,50,66
2024-03-21,126,41,78
2024-03-22,165,40,60
2024-03-23,114,2,17
2024-03-24,109,0,17
2024-03-25,112,31,36
2024-03-26,98,46,54
2024-03-27,123,29,86
2024-03-28,85,49,62
2024-03-29,59,10,64
2024-03-30,64,0,28
2024-03-31,77,4,5
2024-04-01,81,1,24
2024-04-02,83,53,44
2024-04-03,109,56,63
2024-04-04,103,58,51
2024-04-05,87,25,64
2024-04-06,95,0,12
2024-04-07,55,1,4
2024-04-08,115,31,59
2024-04-09,86,31,57
2024-04-10,96,24,43
2024-04-11,118,29,50
2024-04-12,83,54,35
2024-04-13,56,2,13
2024-04-14,91,0,5
2024-04-15,144,42,20
2024-04-16,177,68,53
2024-04-17,105,59,31
2024-04-18,77,70,50
2024-04-19,99,64,58
2024-04-20,98,0,9
2024-04-21,70,0,7
2024-04-22,78,51,42
2024-04-23,90,52,39
2024-04-24,97,42,34
2024-04-25,82,57,44
2024-04-26,62,37,47
2024-04-27,66,7,8
2024-04-28,73,0,2
2024-04-29,87,36,40
2024-04-30,78,31,59
2024-05-01,42,2,59
2024-05-02,115,46,60
2024-05-03,100,14,37
2024-05-04,139,0,21
2024-05-05,75,0,0
2024-05-06,82,36,42
2024-05-07,41,55,54
2024-05-08,80,60,44
2024-05-09,78,9,48
2024-05-10,80,33,54
2024-05-11,125,0,14
2024-05-12,84,4,5
2024-05-13,81,51,34
2024-05-14,78,35,41
2024-05-15,83,76,43
2024-05-16,66,33,68
2024-05-17,72,31,86
2024-05-18,59,5,12
2024-05-19,79,2,3
2024-05-20,130,8,44
2024-05-21,92,47,77
2024-05-22,88,47,74
2024-05-23,123,33,50
2024-05-24,92,13,41
2024-05-25,58,3,15
2024-05-26,50,0,12
2024-05-27,77,68,14
2024-05-28,86,71,74
2024-05-29,111,105,51
2024-05-30,76,67,52
2024-05-31,53,31,63
2024-06-01,46,6,17
2024-06-02,50,0,16
2024-06-03,70,34,55
2024-06-04,129,70,50
2024-06-05,147,43,63
2024-06-06,95,30,62
2024-06-07,123,94,34
2024-06-08,66,1,9
2024-06-09,95,0,2
2024-06-10,63,35,45
2024-06-11,133,66,61
2024-06-12,136,24,85
2024-06-13,143,28,62
2024-06-14,87,34,61
2024-06-15,64,1,23
2024-06-16,91,9,8
2024-06-17,102,88,35
2024-06-18,106,80,67
2024-06-19,146,84,50
2024-06-20,87,38,36
2024-06-21,118,89,78
2024-06-22,84,17,21
2024-06-23,80,1,4
2024-06-24,122,69,32
2024-06-25,101,57,61
2024-06-26,55,45,69
2024-06-27,70,42,46
2024-06-28,110,54,53
2024-06-29,98,23,19
2024-06-30,93,4,14
2024-07-01,87,60,52
2024-07-02,120,95,65
2024-07-03,89,34,82
2024-07-04,118,19,43
2024-07-05,113,48,25
2024-07-06,99,1,31
2024-07-07,164,0,33
2024-07-08,96,37,64
2024-07-09,75,56,75
2024-07-10,77,49,65
2024-07-11,56,33,98
2024-07-12,102,30,34
2024-07-13,46,4,22
2024-07-14,65,0,10
2024-07-15,100,36,48
2024-07-16,117,53,43
2024-07-17,152,39,17
2024-07-18,141,50,53
2024-07-19,150,14,39
2024-07-20,76,1,26
2024-07-21,50,0,4
2024-07-22,129,72,36
2024-07-23,76,37,53
2024-07-24,95,45,64
2024-07-25,139,53,80
2024-07-26,119,29,34
2024-07-27,81,2,25
2024-07-28,71,0,7
2024-07-29,133,34,84
2024-07-30,94,43,60
2024-07-31,85,24,63
2024-08-01,80,18,59
2024-08-02,57,39,56
2024-08-03,102,0,18
2024-08-04,61,0,9
2024-08-05,129,50,52
2024-08-06,94,25,53
2024-08-07,135,54,70
2024-08-08,108,14,69
2024-08-09,96,22,47
2024-08-10,104,1,16
2024-08-11,57,1,0
2024-08-12,141,41,33
2024-08-13,135,21,32
2024-08-14,82,50,36
2024-08-15,62,12,30
2024-08-16,68,17,31
2024-08-17,72,0,21
2024-08-18,72,0,11
2024-08-19,70,25,52
2024-08-20,65,34,63
2024-08-21,67,93,60
2024-08-22,84,38,45
2024-08-23,63,27,30
2024-08-24,84,3,16
2024-08-25,83,0,10
2024-08-26,73,28,36
2024-08-27,117,51,30
2024-08-28,85,33,37
2024-08-29,105,55,52
2024-08-30,62,22,52
2024-08-31,100,4,21
2024-09-01,60,0,12
2024-09-02,86,55,27
2024-09-03,88,104,71
2024-09-04,36,33,118
2024-09-05,96,58,56
2024-09-06,92,76,65
2024-09-07,65,1,18
2024-09-08,49,0,16
2024-09-09,121,39,36
2024-09-10,74,27,46
2024-09-11,94,22,49
2024-09-12,88,31,34
2024-09-13,66,20,41
2024-09-14,61,14,15
2024-09-15,85,5,4
2024-09-16,55,23,39
2024-09-17,96,43,59
2024-09-18,91,33,49
2024-09-19,114,49,62
2024-09-20,71,35,49
2024-09-21,77,102,9
2024-09-22,88,1,11
2024-09-23,114,60,24
2024-09-24,139,40,51
2024-09-25,96,38,68
2024-09-26,65,56,36
2024-09-27,101,59,52
2024-09-28,83,7,28
2024-09-29,74,7,5
2024-09-30,63,27,38
2024-10-01,74,25,55
2024-10-02,62,32,63
2024-10-03,92,18,49
2024-10-04,87,17,28
2024-10-05,90,5,6
2024-10-06,85,0,6
2024-10-07,91,67,64
2024-10-08,78,36,77
2024-10-09,86,73,43
2024-10-10,93,38,39
2024-10-11,73,30,70
2024-10-12,75,0,18
2024-10-13,76,1,10
2024-10-14,98,40,23
2024-10-15,80,40,33
2024-10-16,79,54,41
2024-10-17,77,49,69
2024-10-18,84,22,47
2024-10-19,88,1,21
2024-10-20,80,0,17
2024-10-21,65,14,33
2024-10-22,111,26,60
2024-10-23,96,19,38
2024-10-24,94,14,36
2024-10-25,79,21,37
2024-10-26,86,1,18
2024-10-27,61,0,1
2024-10-28,137,25,32
2024-10-29,95,24,48
2024-10-30,97,53,41
2024-10-31,99,20,49
2024-11-01,105,3,43
2024-11-02,106,1,15
2024-11-03,98,0,17
2024-11-04,96,26,20
2024-11-05,70,26,57
2024-11-06,34,53,52
2024-11-07,97,45,92
2024-11-08,70,38,51
2024-11-09,69,5,27
2024-11-10,77,0,8
2024-11-11,63,47,37
2024-11-12,93,39,80
2024-11-13,58,53,57
2024-11-14,76,53,50
2024-11-15,60,18,53
2024-11-16,41,7,19
2024-11-17,43,0,7
2024-11-18,97,44,35
2024-11-19,113,53,46
2024-11-20,63,24,57
2024-11-21,66,30,56
2024-11-22,60,29,25
2024-11-23,74,0,0
2024-11-24,71,1,0
2024-11-25,74,41,2
2024-11-26,77,39,8
2024-11-27,63,75,12
2024-11-28,109,45,12
2024-11-29,62,33,8
2024-11-30,79,0,1
2024-12-01,66,4,0
2024-12-02,108,53,66
2024-12-03,88,55,54
2024-12-04,113,28,75
2024-12-05,122,54,53
2024-12-06,98,35,34
2024-12-07,40,0,23
2024-12-08,70,0,3
2024-12-09,89,59,30
2024-12-10,109,28,32
2024-12-11,110,30,37
2024-12-12,111,61,53
2024-12-13,85,24,65
2024-12-14,101,10,27
2024-12-15,75,3,27
2024-12-16,72,35,46
2024-12-17,88,15,103
2024-12-18,120,16,76
2024-12-19,81,63,63
2024-12-20,86,30,49
2024-12-21,81,0,38
2024-12-22,87,0,2
2024-12-23,51,7,8
2024-12-24,40,17,8
2024-12-25,40,1,3
2024-12-26,52,0,1
2024-12-27,85,0,6
2024-12-28,70,0,0
2024-12-29,104,0,4
2024-12-30,70,0,2
2024-12-31,107,2,2
2025-01-01,71,0,0
2025-01-02,66,17,42
2025-01-03,82,236,19
2025-01-04,45,0,10
2025-01-05,61,0,3
2025-01-06,120,18,24
2025-01-07,116,69,61
2025-01-08,92,52,68
2025-01-09,95,32,39
2025-01-10,116,50,45
2025-01-11,86,10,46
2025-01-12,130,1,12
2025-01-13,84,59,30
2025-01-14,98,52,46
2025-01-15,121,34,45
2025-01-16,94,36,48
2025-01-17,52,64,39
2025-01-18,70,1,4
2025-01-19,72,0,10
2025-01-20,115,31,13
2025-01-21,101,25,48
2025-01-22,108,37,67
2025-01-23,120,58,60
2025-01-24,146,21,27
2025-01-25,90,0,31
2025-01-26,108,2,14
2025-01-27,115,58,48
2025-01-28,127,63,62
2025-01-29,108,39,57
2025-01-30,125,15,42
2025-01-31,113,61,45
2025-02-01,94,0,29
2025-02-02,89,0,13
2025-02-03,134,47,33
2025-02-04,88,45,35
2025-02-05,107,50,56
2025-02-06,132,59,35
2025-02-07,135,78,45
2025-02-08,61,0,18
2025-02-09,76,0,22
2025-02-10,117,46,72
2025-02-11,119,24,38
2025-02-12,123,75,53
2025-02-13,120,47,65
2025-02-14,124,40,71
2025-02-15,118,9,26
2025-02-16,90,0,22
2025-02-17,111,50,33
2025-02-18,101,53,38
2025-02-19,114,94,32
2025-02-20,111,49,55
2025-02-21,96,44,31
2025-02-22,83,0,15
2025-02-23,90,0,9
2025-02-24,194,27,35
2025-02-25,93,99,65
2025-02-26,97,50,97
2025-02-27,89,44,59
2025-02-28,116,27,56
2025-03-01,97,0,23
2025-03-02,60,0,9
2025-03-03,125,37,39
2025-03-04,90,55,64
2025-03-05,130,15,44
2025-03-06,142,41,32
2025-03-07,109,41,84
2025-03-08,72,0,43
2025-03-09,61,0,7
2025-03-10,161,61,54
2025-03-11,108,66,72
2025-03-12,114,52,51
2025-03-13,102,51,83
2025-03-14,101,40,62
2025-03-15,78,12,18
2025-03-16,137,0,26
2025-03-17,123,79,52
2025-03-18,86,80,62
2025-03-19,83,44,127
2025-03-20,77,49,60
2025-03-21,110,56,50
2025-03-22,70,1,9
2025-03-23,63,0,12
2025-03-24,118,34,111
2025-03-25,97,48,71
2025-03-26,85,43,93
2025-03-27,92,86,111
2025-03-28,89,40,66
2025-03-29,51,1,21
2025-03-30,47,0,11
2025-03-31,71,30,54
2025-04-01,89,55,63
2025-04-02,103,74,37
2025-04-03,106,61,74
2025-04-04,95,47,53
2025-04-05,55,2,25
2025-04-06,55,0,9
2025-04-07,98,35,37
2025-04-08,92,68,51
2025-04-09,98,70,54
2025-04-10,131,38,42
2025-04-11,102,42,48
2025-04-12,71,11,12
2025-04-13,77,4,11
2025-04-14,121,84,39
2025-04-15,126,32,38
2025-04-16,126,53,38
2025-04-17,132,40,44
2025-04-18,93,7,58
2025-04-19,90,0,17
2025-04-20,105,0,5
2025-04-21,81,1,24
2025-04-22,102,111,37
2025-04-23,72,67,51
2025-04-24,103,56,31
2025-04-25,86,32,33
2025-04-26,65,0,26
2025-04-27,49,0,3
2025-04-28,99,45,35
2025-04-29,110,60,38
2025-04-30,81,39,60
2025-05-01,85,13,29
2025-05-02,86,7,20
2025-05-03,66,0,6
2025-05-04,41,0,18
2025-05-05,115,55,38
2025-05-06,95,70,43
2025-05-07,95,78,30
2025-05-08,91,43,39
2025-05-09,71,46,39
2025-05-10,56,0,10
2025-05-11,40,1,2
2025-05-12,65,44,28
2025-05-13,27,78,31
2025-05-14,49,35,45
2025-05-15,60,63,52
2025-05-16,73,25,25
2025-05-17,70,0,7
2025-05-18,75,0,8
2025-05-19,93,67,47
2025-05-20,97,43,40
2025-05-21,122,34,46
2025-05-22,84,14,41
2025-05-23,77,11,36
2025-05-24,77,1,11
2025-05-25,66,0,7
2025-05-26,112,18,3
2025-05-27,128,47,19
2025-05-28,129,7,23
2025-05-29,113,11,33
2025-05-30,107,18,56
2025-05-31,92,0,24
2025-06-01,48,0,6
2025-06-02,113,30,36
2025-06-03,151,46,61
2025-06-04,109,39,36
2025-06-05,93,33,49
2025-06-06,66,23,63
2025-06-07,77,1,23
2025-06-08,54,0,8
2025-06-09,120,2,35
2025-06-10,92,35,38
2025-06-11,88,31,36
2025-06-12,127,68,42
2025-06-13,121,20,16
2025-06-14,98,0,1
2025-06-15,62,0,2
2025-06-16,138,43,22
2025-06-17,127,27,69
2025-06-18,102,25,26
2025-06-19,101,38,31
2025-06-20,116,27,45
2025-06-21,71,0,7
2025-06-22,68,0,3
2025-06-23,108,23,51
2025-06-24,99,35,36
2025-06-25,97,14,37
2025-06-26,93,55,41
2025-06-27,104,33,48
2025-06-28,87,7,68
2025-06-29,83,10,4
2025-06-30,116,93,37
2025-07-01,127,30,64
2025-07-02,87,33,61
2025-07-03,124,38,32
2025-07-04,132,23,31
2025-07-05,83,0,6
2025-07-06,99,0,8
2025-07-07,122,84,32
2025-07-08,114,71,73
2025-07-09,94,63,48
2025-07-10,128,48,62
2025-07-11,105,55,53
2025-07-12,62,2,7
2025-07-13,80,2,3
2025-07-14,87,43,34
2025-07-15,107,72,57
2025-07-16,93,64,34
2025-07-17,115,113,43
2025-07-18,136,46,55
2025-07-19,81,2,10
2025-07-20,74,0,4
2025-07-21,101,36,30
2025-07-22,90,62,39
2025-07-23,82,39,58
