,scikit-learn/scikit-learn,mlpack/mlpack,statsmodels/statsmodels
2013-03-11,5,0,0
2013-03-12,6,0,0
2013-03-13,5,7,62
2013-03-14,7,2,4
2013-03-15,7,0,0
2013-03-16,5,0,0
2013-03-17,6,0,0
2013-03-18,16,0,6
2013-03-19,22,1,8
2013-03-20,2,0,5
2013-03-21,5,2,3
2013-03-22,6,0,9
2013-03-23,4,0,16
2013-03-24,1,0,0
2013-03-25,2,0,0
2013-03-26,5,0,20
2013-03-27,1,0,0
2013-03-28,0,0,0
2013-03-29,1,2,2
2013-03-30,5,0,0
2013-03-31,0,0,0
2013-04-01,4,3,0
2013-04-02,5,4,0
2013-04-03,3,2,4
2013-04-04,2,0,0
