,protocolbuffers/protobuf,apache/avro,apache/thrift
2017-09-09,0,0,3
2017-09-10,1,0,0
2017-09-11,4,1,0
2017-09-12,8,3,0
2017-09-13,8,0,1
2017-09-14,6,0,2
2017-09-15,3,0,0
2017-09-16,0,0,0
2017-09-17,0,0,0
2017-09-18,1,0,0
2017-09-19,5,0,1
2017-09-20,7,0,0
2017-09-21,6,0,12
2017-09-22,3,0,5
2017-09-23,0,0,1
2017-09-24,0,0,3
2017-09-25,6,0,2
2017-09-26,2,0,4
2017-09-27,3,0,1
2017-09-28,0,0,0
2017-09-29,2,0,0
2017-09-30,0,0,0
2017-10-01,0,0,0
2017-10-02,4,0,0
2017-10-03,6,0,0
2017-10-04,1,0,0
2017-10-05,0,0,0
2017-10-06,2,0,1
2017-10-07,0,0,0
2017-10-08,0,0,0
2017-10-09,2,0,0
2017-10-10,2,0,2
2017-10-11,3,0,0
2017-10-12,4,0,0
2017-10-13,2,0,0
2017-10-14,1,0,0
2017-10-15,0,0,0
2017-10-16,4,0,0
2017-10-17,0,0,0
2017-10-18,16,0,0
2017-10-19,3,0,2
2017-10-20,2,0,1
2017-10-21,1,0,0
2017-10-22,0,0,0
2017-10-23,0,0,3
2017-10-24,3,0,0
2017-10-25,1,0,4
2017-10-26,4,0,3
2017-10-27,1,0,0
2017-10-28,2,0,3
2017-10-29,0,0,3
2017-10-30,3,0,1
2017-10-31,0,0,0
2017-11-01,1,0,0
2017-11-02,3,0,1
2017-11-03,3,0,0
2017-11-04,1,0,1
2017-11-05,0,0,0
2017-11-06,1,0,0
2017-11-07,0,0,0
2017-11-08,5,0,0
2017-11-09,4,0,0
2017-11-10,10,0,0
2017-11-11,0,0,4
2017-11-12,4,0,0
2017-11-13,10,0,0
2017-11-14,4,0,0
2017-11-15,17,0,0
2017-11-16,4,0,0
2017-11-17,4,1,0
2017-11-18,1,0,0
2017-11-19,0,0,2
2017-11-20,0,0,3
2017-11-21,2,1,1
2017-11-22,3,0,0
2017-11-23,1,0,0
2017-11-24,0,0,0
2017-11-25,0,0,0
2017-11-26,0,0,0
2017-11-27,2,0,0
2017-11-28,3,0,0
2017-11-29,4,0,0
2017-11-30,6,1,10
2017-12-01,5,0,4
2017-12-02,1,0,1
2017-12-03,0,0,2
2017-12-04,6,0,1
2017-12-05,3,1,0
2017-12-06,8,0,0
2017-12-07,13,0,0
2017-12-08,6,0,0
2017-12-09,3,0,3
2017-12-10,0,0,0
2017-12-11,3,1,0
2017-12-12,7,0,1
2017-12-13,19,4,1
2017-12-14,12,2,1
2017-12-15,6,2,0
2017-12-16,0,0,0
2017-12-17,0,0,0
2017-12-18,1,1,0
2017-12-19,13,1,0
2017-12-20,11,0,0
2017-12-21,4,1,0
2017-12-22,3,4,0
2017-12-23,0,0,0
2017-12-24,0,0,0
2017-12-25,0,0,0
2017-12-26,0,0,0
2017-12-27,0,0,0
2017-12-28,0,1,1
2017-12-29,1,8,0
2017-12-30,0,0,0
2017-12-31,0,0,0
2018-01-01,0,0,0
2018-01-02,3,1,0
2018-01-03,9,0,0
2018-01-04,1,1,5
2018-01-05,7,0,0
2018-01-06,2,0,0
2018-01-07,0,0,0
2018-01-08,2,0,0
2018-01-09,1,0,0
2018-01-10,1,0,0
2018-01-11,1,0,8
2018-01-12,2,0,2
2018-01-13,0,0,1
2018-01-14,0,0,6
2018-01-15,2,0,0
2018-01-16,0,0,1
2018-01-17,2,0,0
2018-01-18,3,1,0
2018-01-19,1,0,2
2018-01-20,0,0,0
2018-01-21,1,0,0
2018-01-22,1,0,0
2018-01-23,0,1,0
2018-01-24,3,0,8
2018-01-25,10,0,1
2018-01-26,4,1,0
2018-01-27,2,0,0
2018-01-28,0,0,0
2018-01-29,1,0,1
2018-01-30,8,3,2
2018-01-31,8,0,0
2018-02-01,9,0,0
2018-02-02,1,0,2
2018-02-03,0,0,0
2018-02-04,0,0,0
2018-02-05,0,0,0
2018-02-06,3,0,0
2018-02-07,2,0,0
2018-02-08,2,43,1
2018-02-09,3,1,0
2018-02-10,0,0,1
2018-02-11,0,0,0
2018-02-12,1,0,0
2018-02-13,1,2,0
2018-02-14,1,0,0
2018-02-15,0,1,0
2018-02-16,0,0,0
2018-02-17,0,0,1
2018-02-18,0,0,0
2018-02-19,0,0,0
2018-02-20,4,0,0
2018-02-21,2,1,0
2018-02-22,1,4,0
2018-02-23,0,5,0
2018-02-24,3,0,0
2018-02-25,0,0,0
2018-02-26,5,0,0
2018-02-27,0,0,0
2018-02-28,0,0,0
2018-03-01,2,0,0
2018-03-02,1,1,3
2018-03-03,0,0,3
2018-03-04,0,0,0
2018-03-05,2,0,5
2018-03-06,4,0,5
2018-03-07,13,0,0
2018-03-08,11,0,2
2018-03-09,5,1,3
2018-03-10,1,0,0
2018-03-11,2,0,1
2018-03-12,3,0,6
2018-03-13,6,0,4
2018-03-14,8,1,1
2018-03-15,0,5,2
2018-03-16,1,1,0
2018-03-17,0,0,1
2018-03-18,0,0,0
2018-03-19,6,0,3
2018-03-20,12,1,3
2018-03-21,1,0,2
2018-03-22,5,2,2
2018-03-23,7,1,2
2018-03-24,0,0,0
2018-03-25,1,0,0
2018-03-26,12,0,0
2018-03-27,10,0,0
2018-03-28,4,2,1
2018-03-29,4,0,1
2018-03-30,0,0,1
2018-03-31,0,0,1
2018-04-01,0,3,1
2018-04-02,11,0,2
2018-04-03,0,1,0
2018-04-04,2,0,1
2018-04-05,2,0,2
2018-04-06,4,3,4
2018-04-07,0,0,0
2018-04-08,0,0,1
2018-04-09,3,0,4
2018-04-10,6,1,0
2018-04-11,0,0,2
2018-04-12,0,1,0
2018-04-13,2,0,2
2018-04-14,0,0,0
2018-04-15,0,0,0
2018-04-16,3,0,0
2018-04-17,1,0,2
2018-04-18,2,0,2
2018-04-19,1,1,0
2018-04-20,2,0,0
2018-04-21,1,0,0
2018-04-22,0,0,0
2018-04-23,0,0,0
2018-04-24,2,0,0
2018-04-25,3,1,0
2018-04-26,0,0,0
2018-04-27,8,0,0
2018-04-28,1,0,0
2018-04-29,0,0,0
2018-04-30,5,0,0
2018-05-01,0,1,4
2018-05-02,4,3,1
2018-05-03,3,2,1
2018-05-04,1,1,0
2018-05-05,0,0,0
2018-05-06,1,0,0
2018-05-07,7,0,1
2018-05-08,4,0,0
2018-05-09,1,1,2
2018-05-10,2,0,2
2018-05-11,3,0,0
2018-05-12,0,0,0
2018-05-13,0,0,0
2018-05-14,13,0,1
2018-05-15,7,0,0
2018-05-16,2,5,0
2018-05-17,4,1,1
2018-05-18,2,0,0
2018-05-19,0,0,0
2018-05-20,0,0,0
2018-05-21,4,1,0
2018-05-22,8,1,0
2018-05-23,1,1,0
2018-05-24,14,0,0
2018-05-25,14,0,0
2018-05-26,0,0,0
2018-05-27,0,0,0
2018-05-28,0,0,0
2018-05-29,5,3,0
2018-05-30,9,0,0
2018-05-31,4,0,0
2018-06-01,4,0,0
2018-06-02,1,2,0
2018-06-03,2,0,0
2018-06-04,3,0,0
2018-06-05,3,0,0
2018-06-06,3,0,0
2018-06-07,2,2,3
2018-06-08,1,0,2
2018-06-09,0,0,0
2018-06-10,1,0,3
2018-06-11,4,0,0
2018-06-12,6,0,0
2018-06-13,2,0,0
2018-06-14,3,0,0
2018-06-15,0,2,0
2018-06-16,0,0,1
2018-06-17,0,4,0
2018-06-18,6,0,0
2018-06-19,7,0,0
2018-06-20,5,1,0
2018-06-21,9,0,0
2018-06-22,4,0,3
2018-06-23,2,1,0
2018-06-24,0,1,0
2018-06-25,15,0,0
2018-06-26,0,0,0
2018-06-27,5,0,4
2018-06-28,3,0,0
2018-06-29,1,1,0
2018-06-30,3,0,0
2018-07-01,2,0,0
2018-07-02,8,0,0
2018-07-03,5,0,2
2018-07-04,0,0,0
2018-07-05,0,0,1
2018-07-06,6,0,0
2018-07-07,2,0,0
2018-07-08,0,0,0
2018-07-09,8,0,0
2018-07-10,5,0,0
2018-07-11,4,0,0
2018-07-12,14,0,0
2018-07-13,6,0,0
2018-07-14,0,0,0
2018-07-15,1,0,0
2018-07-16,18,0,0
2018-07-17,4,0,1
2018-07-18,7,1,0
2018-07-19,0,0,0
2018-07-20,6,0,0
2018-07-21,1,0,0
2018-07-22,1,0,0
2018-07-23,6,0,0
2018-07-24,0,0,0
2018-07-25,0,0,0
2018-07-26,1,0,0
2018-07-27,4,0,0
2018-07-28,1,0,0
2018-07-29,0,1,0
2018-07-30,5,1,1
2018-07-31,5,0,1
2018-08-01,8,0,1
2018-08-02,0,0,0
2018-08-03,9,0,1
2018-08-04,0,0,0
2018-08-05,3,1,0
2018-08-06,2,2,0
2018-08-07,5,0,2
2018-08-08,5,1,0
2018-08-09,11,0,0
2018-08-10,3,0,0
2018-08-11,0,1,0
2018-08-12,0,2,0
2018-08-13,15,0,0
2018-08-14,5,0,0
2018-08-15,4,0,0
2018-08-16,1,0,0
2018-08-17,0,0,0
2018-08-18,0,0,0
2018-08-19,0,0,0
2018-08-20,4,2,0
2018-08-21,5,0,0
2018-08-22,1,0,0
2018-08-23,6,0,0
2018-08-24,4,0,0
2018-08-25,1,0,0
2018-08-26,0,0,0
2018-08-27,4,0,0
2018-08-28,4,0,0
2018-08-29,5,0,2
2018-08-30,3,0,0
2018-08-31,2,0,0
2018-09-01,1,0,1
2018-09-02,4,0,2
2018-09-03,4,0,0
2018-09-04,2,0,0
2018-09-05,0,0,0
2018-09-06,13,0,0
2018-09-07,19,0,0
2018-09-08,1,0,0
2018-09-09,2,0,0
2018-09-10,5,0,0
2018-09-11,1,0,0
2018-09-12,0,0,0
2018-09-13,3,0,1
2018-09-14,0,0,0
2018-09-15,0,0,2
2018-09-16,0,0,5
2018-09-17,1,0,0
2018-09-18,1,0,0
2018-09-19,2,0,0
2018-09-20,0,0,1
2018-09-21,2,0,1
2018-09-22,6,0,0
2018-09-23,1,0,0
2018-09-24,5,0,1
2018-09-25,1,0,0
2018-09-26,1,0,0
2018-09-27,2,0,0
2018-09-28,1,0,4
2018-09-29,0,1,0
2018-09-30,0,1,0
2018-10-01,3,3,0
2018-10-02,8,7,0
2018-10-03,1,4,2
2018-10-04,3,2,3
2018-10-05,5,3,3
2018-10-06,0,0,0
2018-10-07,1,1,0
2018-10-08,4,0,0
2018-10-09,0,0,0
2018-10-10,2,4,0
2018-10-11,2,0,1
2018-10-12,2,0,2
2018-10-13,1,0,0
2018-10-14,0,2,0
2018-10-15,3,2,0
2018-10-16,2,0,1
2018-10-17,1,0,2
2018-10-18,2,0,0
2018-10-19,0,0,2
2018-10-20,0,0,0
2018-10-21,0,0,0
2018-10-22,4,0,0
2018-10-23,3,2,0
2018-10-24,0,0,0
2018-10-25,0,1,0
2018-10-26,0,0,0
2018-10-27,0,0,0
2018-10-28,0,1,1
2018-10-29,4,0,0
2018-10-30,0,1,0
2018-10-31,1,0,0
2018-11-01,5,6,1
2018-11-02,2,4,0
2018-11-03,4,0,1
2018-11-04,4,0,0
2018-11-05,2,0,1
2018-11-06,6,2,2
2018-11-07,0,5,0
2018-11-08,2,11,0
2018-11-09,9,0,1
2018-11-10,0,1,0
2018-11-11,0,1,1
2018-11-12,5,7,3
2018-11-13,6,2,0
2018-11-14,9,1,0
2018-11-15,3,1,0
2018-11-16,3,3,1
2018-11-17,0,0,0
2018-11-18,2,2,0
2018-11-19,5,0,1
2018-11-20,2,6,0
2018-11-21,2,2,0
2018-11-22,0,0,2
2018-11-23,0,0,1
2018-11-24,0,0,2
2018-11-25,0,0,0
2018-11-26,5,4,0
2018-11-27,3,2,0
2018-11-28,0,1,1
2018-11-29,4,12,1
2018-11-30,0,0,0
2018-12-01,2,0,0
2018-12-02,0,0,0
2018-12-03,1,3,1
2018-12-04,1,4,0
2018-12-05,4,6,3
2018-12-06,2,0,0
2018-12-07,1,1,1
2018-12-08,6,0,0
2018-12-09,0,0,0
2018-12-10,8,14,5
2018-12-11,4,10,1
2018-12-12,12,0,0
2018-12-13,15,0,0
2018-12-14,9,0,0
2018-12-15,7,0,0
2018-12-16,2,2,1
2018-12-17,4,0,3
2018-12-18,7,1,1
2018-12-19,11,1,1
2018-12-20,6,2,1
2018-12-21,3,0,0
2018-12-22,4,0,0
2018-12-23,3,2,0
2018-12-24,7,2,0
2018-12-25,0,1,1
2018-12-26,2,6,0
2018-12-27,1,0,1
2018-12-28,0,1,2
2018-12-29,0,2,0
2018-12-30,0,2,2
2018-12-31,0,2,5
2019-01-01,4,0,1
2019-01-02,4,3,4
2019-01-03,3,4,8
2019-01-04,0,2,3
2019-01-05,0,2,6
2019-01-06,0,2,0
2019-01-07,1,10,25
2019-01-08,6,2,13
2019-01-09,0,1,1
2019-01-10,2,0,0
2019-01-11,1,1,2
2019-01-12,1,1,4
2019-01-13,4,0,2
2019-01-14,4,1,9
2019-01-15,6,0,1
2019-01-16,2,1,0
2019-01-17,8,5,2
2019-01-18,5,1,0
2019-01-19,1,1,0
2019-01-20,1,0,3
2019-01-21,0,1,1
2019-01-22,2,2,21
2019-01-23,6,2,2
2019-01-24,18,0,5
2019-01-25,10,0,1
2019-01-26,2,0,3
2019-01-27,6,0,3
2019-01-28,13,1,3
2019-01-29,2,3,2
2019-01-30,3,0,3
2019-01-31,5,0,1
2019-02-01,8,0,11
2019-02-02,3,0,1
2019-02-03,0,0,2
2019-02-04,1,1,1
2019-02-05,1,3,1
2019-02-06,3,7,1
2019-02-07,1,3,2
2019-02-08,0,0,4
2019-02-09,0,0,2
2019-02-10,0,0,1
2019-02-11,2,0,1
2019-02-12,5,4,1
2019-02-13,0,0,0
2019-02-14,2,0,2
2019-02-15,2,0,2
2019-02-16,2,0,0
2019-02-17,1,0,0
2019-02-18,3,0,0
2019-02-19,2,1,0
2019-02-20,1,0,0
2019-02-21,2,0,0
2019-02-22,6,0,5
2019-02-23,0,0,0
2019-02-24,2,0,1
2019-02-25,4,0,3
2019-02-26,11,0,0
2019-02-27,4,2,2
2019-02-28,8,0,1
2019-03-01,1,4,0
2019-03-02,3,0,0
2019-03-03,0,0,0
2019-03-04,5,3,0
2019-03-05,2,0,0
2019-03-06,11,1,2
2019-03-07,5,5,0
2019-03-08,5,0,4
2019-03-09,0,3,3
2019-03-10,0,0,0
2019-03-11,3,4,0
2019-03-12,9,7,0
2019-03-13,6,0,3
2019-03-14,7,0,2
2019-03-15,4,0,4
2019-03-16,0,0,2
2019-03-17,0,0,0
2019-03-18,6,1,0
2019-03-19,0,0,0
2019-03-20,9,0,1
2019-03-21,8,0,3
2019-03-22,0,0,1
2019-03-23,0,0,0
2019-03-24,3,1,0
2019-03-25,9,0,0
2019-03-26,7,1,1
2019-03-27,6,0,0
2019-03-28,10,9,0
2019-03-29,1,2,0
2019-03-30,0,0,0
2019-03-31,0,2,1
2019-04-01,2,10,0
2019-04-02,1,0,0
2019-04-03,2,1,1
2019-04-04,0,2,0
2019-04-05,3,7,0
2019-04-06,1,3,1
2019-04-07,0,0,0
2019-04-08,1,8,0
2019-04-09,6,2,0
2019-04-10,7,2,0
2019-04-11,4,0,0
2019-04-12,5,0,0
2019-04-13,1,0,0
2019-04-14,0,0,0
2019-04-15,4,0,1
2019-04-16,3,1,1
2019-04-17,3,0,0
2019-04-18,1,0,0
2019-04-19,2,6,2
2019-04-20,0,1,0
2019-04-21,0,0,0
2019-04-22,0,0,0
2019-04-23,6,0,0
2019-04-24,10,3,0
2019-04-25,3,0,0
2019-04-26,2,0,0
2019-04-27,1,0,1
2019-04-28,0,5,1
2019-04-29,4,4,0
2019-04-30,2,1,0
2019-05-01,4,0,0
2019-05-02,1,0,0
2019-05-03,5,0,2
2019-05-04,1,0,2
2019-05-05,0,0,3
2019-05-06,2,0,0
2019-05-07,3,1,0
2019-05-08,0,0,0
2019-05-09,4,0,2
2019-05-10,7,1,3
2019-05-11,0,0,1
2019-05-12,0,0,3
2019-05-13,15,0,4
2019-05-14,24,0,2
2019-05-15,14,0,0
2019-05-16,5,0,0
2019-05-17,2,2,0
2019-05-18,2,0,0
2019-05-19,0,0,0
2019-05-20,5,1,1
2019-05-21,9,1,0
2019-05-22,4,0,0
2019-05-23,3,0,0
2019-05-24,7,0,0
2019-05-25,0,0,0
2019-05-26,0,0,1
2019-05-27,0,1,0
2019-05-28,2,1,0
2019-05-29,1,0,0
2019-05-30,1,0,0
2019-05-31,8,2,0
2019-06-01,2,0,0
2019-06-02,2,0,0
2019-06-03,11,3,0
2019-06-04,0,0,1
2019-06-05,4,0,1
2019-06-06,5,0,0
2019-06-07,0,0,3
2019-06-08,1,0,0
2019-06-09,1,0,0
2019-06-10,5,2,0
2019-06-11,8,0,0
2019-06-12,6,1,1
2019-06-13,5,0,1
2019-06-14,2,1,1
2019-06-15,1,0,0
2019-06-16,1,0,0
2019-06-17,11,1,0
2019-06-18,6,1,0
2019-06-19,2,3,2
2019-06-20,4,4,1
2019-06-21,8,1,5
2019-06-22,0,2,1
2019-06-23,0,0,3
2019-06-24,2,2,0
2019-06-25,2,3,0
2019-06-26,13,3,1
2019-06-27,10,2,2
2019-06-28,0,3,0
2019-06-29,0,0,1
2019-06-30,0,0,0
2019-07-01,4,1,7
2019-07-02,2,0,4
2019-07-03,2,0,0
2019-07-04,0,5,0
2019-07-05,1,0,0
2019-07-06,1,0,0
2019-07-07,1,1,4
2019-07-08,4,2,5
2019-07-09,3,0,0
2019-07-10,5,0,0
2019-07-11,0,0,1
2019-07-12,1,2,0
2019-07-13,0,0,0
2019-07-14,0,0,0
2019-07-15,5,0,2
2019-07-16,0,1,0
2019-07-17,4,0,0
2019-07-18,4,1,0
2019-07-19,7,1,0
2019-07-20,0,0,0
2019-07-21,0,0,0
2019-07-22,8,2,0
2019-07-23,5,3,0
2019-07-24,9,0,2
2019-07-25,2,2,0
2019-07-26,3,1,0
2019-07-27,0,0,1
2019-07-28,1,0,0
2019-07-29,4,0,0
2019-07-30,3,1,0
2019-07-31,12,1,0
2019-08-01,3,0,0
2019-08-02,2,2,0
2019-08-03,0,0,0
2019-08-04,0,0,0
2019-08-05,0,4,2
2019-08-06,2,1,0
2019-08-07,1,0,1
2019-08-08,0,1,0
2019-08-09,11,0,0
2019-08-10,0,2,0
2019-08-11,0,0,1
2019-08-12,0,0,0
2019-08-13,3,0,0
2019-08-14,2,0,0
2019-08-15,7,0,0
2019-08-16,3,8,0
2019-08-17,1,1,0
2019-08-18,0,0,0
2019-08-19,0,3,1
2019-08-20,6,5,2
2019-08-21,1,0,1
2019-08-22,7,2,1
2019-08-23,44,2,1
2019-08-24,0,0,2
2019-08-25,0,0,1
2019-08-26,5,1,0
2019-08-27,2,0,0
2019-08-28,2,3,1
2019-08-29,4,8,0
2019-08-30,8,1,0
2019-08-31,0,0,0
2019-09-01,0,4,0
2019-09-02,2,0,0
2019-09-03,8,0,0
2019-09-04,9,17,0
2019-09-05,5,0,0
2019-09-06,3,0,2
2019-09-07,1,0,0
2019-09-08,0,0,0
2019-09-09,1,0,0
2019-09-10,4,1,1
2019-09-11,2,0,4
2019-09-12,5,0,0
2019-09-13,0,0,0
2019-09-14,0,0,0
2019-09-15,0,0,0
2019-09-16,2,0,0
2019-09-17,1,1,0
2019-09-18,2,0,0
2019-09-19,2,0,0
2019-09-20,6,0,1
2019-09-21,0,1,1
2019-09-22,0,1,2
2019-09-23,0,1,1
2019-09-24,0,0,0
2019-09-25,2,0,0
2019-09-26,3,0,0
2019-09-27,3,0,0
2019-09-28,0,0,0
2019-09-29,0,3,0
2019-09-30,7,1,1
2019-10-01,0,2,1
2019-10-02,0,0,0
2019-10-03,5,0,0
2019-10-04,2,0,0
2019-10-05,0,0,0
2019-10-06,0,2,3
2019-10-07,1,0,0
2019-10-08,1,0,8
2019-10-09,0,6,5
2019-10-10,2,0,2
2019-10-11,4,1,1
2019-10-12,2,0,0
2019-10-13,0,0,0
2019-10-14,2,0,0
2019-10-15,3,0,1
2019-10-16,1,0,2
2019-10-17,0,0,7
2019-10-18,6,2,2
2019-10-19,0,1,2
2019-10-20,0,1,2
2019-10-21,2,0,1
2019-10-22,3,3,0
2019-10-23,5,1,2
2019-10-24,3,1,1
2019-10-25,0,3,0
2019-10-26,0,1,0
2019-10-27,0,3,0
2019-10-28,10,3,0
2019-10-29,11,0,0
2019-10-30,11,0,0
2019-10-31,1,2,0
2019-11-01,0,1,0
2019-11-02,0,2,3
2019-11-03,0,0,7
2019-11-04,13,2,3
2019-11-05,3,1,1
2019-11-06,0,1,1
2019-11-07,4,2,0
2019-11-08,11,0,2
2019-11-09,0,4,3
2019-11-10,2,0,0
2019-11-11,2,0,0
2019-11-12,9,0,0
2019-11-13,0,0,3
2019-11-14,4,0,1
2019-11-15,3,0,1
2019-11-16,1,1,0
2019-11-17,0,3,0
2019-11-18,1,0,1
2019-11-19,8,2,0
2019-11-20,6,1,2
2019-11-21,3,2,2
2019-11-22,5,2,0
2019-11-23,1,0,4
2019-11-24,3,0,0
2019-11-25,3,0,2
2019-11-26,1,1,0
2019-11-27,3,2,2
2019-11-28,0,1,1
2019-11-29,0,0,1
2019-11-30,0,0,0
2019-12-01,0,2,0
2019-12-02,7,0,3
2019-12-03,5,0,2
2019-12-04,6,0,1
2019-12-05,8,1,1
2019-12-06,5,0,0
2019-12-07,0,0,1
2019-12-08,0,0,0
2019-12-09,1,0,0
2019-12-10,7,1,6
2019-12-11,14,2,0
2019-12-12,1,0,7
2019-12-13,5,0,2
2019-12-14,4,0,2
2019-12-15,0,0,0
2019-12-16,0,0,0
2019-12-17,1,1,0
2019-12-18,2,3,0
2019-12-19,2,3,0
2019-12-20,0,0,0
2019-12-21,0,0,0
2019-12-22,0,2,0
2019-12-23,0,1,0
2019-12-24,0,0,0
2019-12-25,0,0,0
2019-12-26,0,1,0
2019-12-27,0,1,0
2019-12-28,0,0,0
2019-12-29,0,0,0
2019-12-30,0,0,0
2019-12-31,0,2,0
2020-01-01,0,0,0
2020-01-02,0,1,0
2020-01-03,1,0,0
2020-01-04,0,1,0
2020-01-05,0,0,0
2020-01-06,0,0,0
2020-01-07,8,0,1
2020-01-08,5,0,0
2020-01-09,8,0,0
2020-01-10,4,0,1
2020-01-11,1,5,1
2020-01-12,0,1,0
2020-01-13,2,2,0
2020-01-14,0,1,0
2020-01-15,5,2,1
2020-01-16,1,0,0
2020-01-17,0,3,1
2020-01-18,1,0,1
2020-01-19,0,0,5
2020-01-20,0,0,0
2020-01-21,5,1,1
2020-01-22,4,1,0
2020-01-23,4,2,1
2020-01-24,2,0,0
2020-01-25,0,0,0
2020-01-26,0,0,0
2020-01-27,0,0,0
2020-01-28,1,1,4
2020-01-29,4,0,1
2020-01-30,3,0,0
2020-01-31,4,1,0
2020-02-01,1,0,0
2020-02-02,1,0,0
2020-02-03,0,1,0
2020-02-04,1,2,0
2020-02-05,0,4,3
2020-02-06,4,5,4
2020-02-07,2,1,0
2020-02-08,1,0,0
2020-02-09,1,0,0
2020-02-10,8,1,0
2020-02-11,7,2,0
2020-02-12,12,0,1
2020-02-13,5,0,1
2020-02-14,4,0,1
2020-02-15,0,2,0
2020-02-16,5,1,2
2020-02-17,0,4,0
2020-02-18,2,0,0
2020-02-19,5,3,0
2020-02-20,0,0,0
2020-02-21,3,1,7
2020-02-22,0,0,0
2020-02-23,2,3,6
2020-02-24,2,1,1
2020-02-25,2,0,1
2020-02-26,2,2,1
2020-02-27,7,0,1
2020-02-28,2,0,2
2020-02-29,1,0,0
2020-03-01,0,0,0
2020-03-02,5,2,0
2020-03-03,0,0,0
2020-03-04,1,0,0
2020-03-05,5,0,0
2020-03-06,0,0,0
2020-03-07,2,0,2
2020-03-08,0,0,0
2020-03-09,1,0,0
2020-03-10,7,0,3
2020-03-11,5,0,0
2020-03-12,7,0,0
2020-03-13,1,0,1
2020-03-14,0,0,1
2020-03-15,0,0,2
