,apple/swift,JetBrains/kotlin,rust-lang/rust
2023-06-09,46,21,66
2023-06-10,35,12,72
2023-06-11,5,0,62
2023-06-12,56,14,108
2023-06-13,56,25,84
2023-06-14,67,55,102
2023-06-15,61,22,78
2023-06-16,60,47,81
2023-06-17,19,5,73
2023-06-18,3,0,58
2023-06-19,17,30,125
2023-06-20,39,43,107
2023-06-21,67,36,111
2023-06-22,56,81,85
2023-06-23,54,36,77
2023-06-24,11,0,55
2023-06-25,0,8,61
2023-06-26,28,49,62
2023-06-27,33,24,113
2023-06-28,55,21,101
2023-06-29,62,13,93
2023-06-30,54,44,99
2023-07-01,14,9,61
2023-07-02,3,0,72
2023-07-03,24,39,112
2023-07-04,62,48,67
2023-07-05,50,64,100
2023-07-06,57,42,69
2023-07-07,70,28,89
2023-07-08,10,1,83
2023-07-09,6,0,41
2023-07-10,23,47,103
2023-07-11,49,26,53
2023-07-12,58,29,81
2023-07-13,38,32,84
2023-07-14,44,39,92
2023-07-15,4,0,33
2023-07-16,2,0,74
2023-07-17,46,56,76
2023-07-18,60,43,84
2023-07-19,99,49,80
2023-07-20,42,45,96
2023-07-21,57,65,103
2023-07-22,35,1,94
2023-07-23,8,0,38
2023-07-24,39,51,100
2023-07-25,66,37,94
2023-07-26,66,51,83
2023-07-27,67,82,90
2023-07-28,76,65,78
2023-07-29,9,3,73
2023-07-30,1,0,103
2023-07-31,29,68,131
2023-08-01,68,44,87
2023-08-02,79,41,109
2023-08-03,71,84,96
2023-08-04,52,38,99
2023-08-05,34,0,70
2023-08-06,14,0,73
2023-08-07,46,53,88
2023-08-08,119,42,96
2023-08-09,88,36,73
2023-08-10,89,36,53
2023-08-11,72,37,72
2023-08-12,10,2,40
2023-08-13,5,3,49
2023-08-14,53,20,89
2023-08-15,46,13,98
2023-08-16,53,31,101
2023-08-17,82,42,57
2023-08-18,46,26,83
2023-08-19,19,1,47
2023-08-20,8,0,45
2023-08-21,58,30,67
2023-08-22,42,43,105
2023-08-23,53,33,60
2023-08-24,55,40,79
2023-08-25,46,51,56
2023-08-26,14,1,51
2023-08-27,4,0,46
2023-08-28,44,29,91
2023-08-29,46,74,70
2023-08-30,62,70,86
2023-08-31,64,41,62
2023-09-01,62,20,73
2023-09-02,22,1,72
2023-09-03,22,3,76
2023-09-04,46,27,34
2023-09-05,44,66,75
2023-09-06,62,55,88
2023-09-07,72,17,71
2023-09-08,61,48,103
2023-09-09,20,2,46
2023-09-10,7,0,64
2023-09-11,67,17,91
2023-09-12,106,15,67
2023-09-13,61,72,52
2023-09-14,55,51,85
2023-09-15,60,42,66
2023-09-16,46,0,65
2023-09-17,9,0,44
2023-09-18,50,40,91
2023-09-19,98,118,77
2023-09-20,67,44,72
2023-09-21,74,48,83
2023-09-22,57,47,124
2023-09-23,45,7,63
2023-09-24,19,6,62
2023-09-25,59,1,80
2023-09-26,83,4,54
2023-09-27,56,1,35
2023-09-28,45,4,112
2023-09-29,67,1,68
2023-09-30,20,0,46
2023-10-01,8,0,52
2023-10-02,35,29,100
2023-10-03,52,21,82
2023-10-04,59,19,85
2023-10-05,51,41,105
2023-10-06,51,29,113
2023-10-07,37,0,39
2023-10-08,32,1,53
2023-10-09,41,21,111
2023-10-10,49,41,90
2023-10-11,65,16,69
2023-10-12,60,69,67
2023-10-13,29,47,55
2023-10-14,16,0,72
2023-10-15,8,0,71
2023-10-16,38,48,83
2023-10-17,25,51,97
2023-10-18,33,72,78
2023-10-19,44,61,83
2023-10-20,52,47,66
2023-10-21,5,0,118
2023-10-22,1,0,78
2023-10-23,44,26,113
2023-10-24,64,51,87
2023-10-25,49,40,163
2023-10-26,49,36,75
2023-10-27,63,29,101
2023-10-28,19,0,61
2023-10-29,10,0,101
2023-10-30,64,25,114
2023-10-31,56,15,88
2023-11-01,78,22,47
2023-11-02,42,39,108
2023-11-03,39,9,53
2023-11-04,17,0,78
2023-11-05,3,6,34
2023-11-06,34,52,37
2023-11-07,38,38,63
2023-11-08,42,36,85
2023-11-09,54,45,49
2023-11-10,51,41,50
2023-11-11,11,2,38
2023-11-12,10,0,67
2023-11-13,52,31,73
2023-11-14,69,56,58
2023-11-15,50,49,90
2023-11-16,76,87,115
2023-11-17,43,28,75
2023-11-18,7,2,48
2023-11-19,0,0,65
2023-11-20,6,69,82
2023-11-21,5,40,93
2023-11-22,7,42,103
2023-11-23,8,42,77
2023-11-24,3,32,98
2023-11-25,3,1,116
2023-11-26,3,7,96
2023-11-27,82,29,75
2023-11-28,62,53,101
2023-11-29,42,28,81
2023-11-30,52,37,69
2023-12-01,57,41,70
2023-12-02,23,0,88
2023-12-03,7,0,55
2023-12-04,50,41,121
2023-12-05,37,82,122
2023-12-06,62,18,74
2023-12-07,46,72,76
2023-12-08,47,37,136
2023-12-09,31,1,55
2023-12-10,15,0,76
2023-12-11,40,10,84
2023-12-12,50,57,121
2023-12-13,78,70,62
2023-12-14,58,29,88
2023-12-15,49,27,115
2023-12-16,20,3,57
2023-12-17,4,3,39
2023-12-18,34,41,139
2023-12-19,48,86,96
2023-12-20,45,29,68
2023-12-21,27,67,55
2023-12-22,5,2,64
2023-12-23,3,0,93
2023-12-24,0,1,46
2023-12-25,4,0,28
2023-12-26,4,2,60
2023-12-27,1,3,39
2023-12-28,1,11,62
2023-12-29,4,4,53
2023-12-30,3,0,51
2023-12-31,0,0,45
2024-01-01,3,0,33
2024-01-02,48,30,63
2024-01-03,50,35,99
2024-01-04,48,36,129
2024-01-05,46,56,121
2024-01-06,21,3,87
2024-01-07,2,0,110
2024-01-08,27,51,93
2024-01-09,25,43,119
2024-01-10,47,57,73
2024-01-11,74,33,118
2024-01-12,49,48,70
2024-01-13,39,0,71
2024-01-14,6,1,75
2024-01-15,16,39,67
2024-01-16,56,55,90
2024-01-17,85,59,71
2024-01-18,59,46,98
2024-01-19,49,55,131
2024-01-20,28,1,81
2024-01-21,10,0,80
2024-01-22,41,42,122
2024-01-23,47,39,87
2024-01-24,71,43,57
2024-01-25,52,22,85
2024-01-26,78,46,117
2024-01-27,17,1,57
2024-01-28,12,1,50
2024-01-29,50,45,71
2024-01-30,82,49,114
2024-01-31,60,52,81
2024-02-01,104,24,33
2024-02-02,101,23,52
2024-02-03,35,0,42
2024-02-04,9,0,54
2024-02-05,47,29,80
2024-02-06,63,23,83
2024-02-07,55,27,91
2024-02-08,54,47,122
2024-02-09,86,64,161
2024-02-10,33,4,86
2024-02-11,20,10,113
2024-02-12,69,52,141
2024-02-13,55,54,151
2024-02-14,62,53,100
2024-02-15,82,58,107
2024-02-16,46,17,114
2024-02-17,24,0,119
2024-02-18,4,7,87
2024-02-19,30,67,128
2024-02-20,66,42,120
2024-02-21,101,49,125
2024-02-22,105,40,115
2024-02-23,50,46,93
2024-02-24,69,0,73
2024-02-25,18,10,94
2024-02-26,53,61,126
2024-02-27,76,69,134
2024-02-28,66,98,109
2024-02-29,77,41,161
2024-03-01,113,31,120
2024-03-02,79,1,73
2024-03-03,24,1,87
2024-03-04,39,45,117
2024-03-05,80,52,162
2024-03-06,94,48,127
2024-03-07,103,56,105
2024-03-08,70,38,110
2024-03-09,43,32,114
2024-03-10,15,3,112
2024-03-11,76,62,137
2024-03-12,97,71,126
2024-03-13,108,52,107
2024-03-14,72,79,160
2024-03-15,82,61,91
2024-03-16,41,3,77
2024-03-17,2,0,117
2024-03-18,107,32,111
2024-03-19,76,46,124
2024-03-20,66,50,98
2024-03-21,78,41,126
2024-03-22,60,40,165
2024-03-23,17,2,114
2024-03-24,17,0,109
2024-03-25,36,31,112
2024-03-26,54,46,98
2024-03-27,86,29,123
2024-03-28,62,49,85
2024-03-29,64,10,59
2024-03-30,28,0,64
2024-03-31,5,4,77
2024-04-01,24,1,81
2024-04-02,44,53,83
2024-04-03,63,56,109
2024-04-04,51,58,103
2024-04-05,64,25,87
2024-04-06,12,0,95
2024-04-07,4,1,55
2024-04-08,59,31,115
2024-04-09,57,31,86
2024-04-10,43,24,96
2024-04-11,50,29,118
2024-04-12,35,54,83
2024-04-13,13,2,56
2024-04-14,5,0,91
2024-04-15,20,42,144
2024-04-16,53,68,177
2024-04-17,31,59,105
2024-04-18,50,70,77
2024-04-19,58,64,99
2024-04-20,9,0,98
2024-04-21,7,0,70
2024-04-22,42,51,78
2024-04-23,39,52,90
2024-04-24,34,42,97
2024-04-25,44,57,82
2024-04-26,47,37,62
2024-04-27,8,7,66
2024-04-28,2,0,73
2024-04-29,40,36,87
2024-04-30,59,31,78
2024-05-01,59,2,42
2024-05-02,60,46,115
2024-05-03,37,14,100
2024-05-04,21,0,139
2024-05-05,0,0,75
2024-05-06,42,36,82
2024-05-07,54,55,41
2024-05-08,44,60,80
2024-05-09,48,9,78
2024-05-10,54,33,80
2024-05-11,14,0,125
2024-05-12,5,4,84
2024-05-13,34,51,81
2024-05-14,41,35,78
2024-05-15,43,76,83
2024-05-16,68,33,66
2024-05-17,86,31,72
2024-05-18,12,5,59
2024-05-19,3,2,79
2024-05-20,44,8,130
2024-05-21,77,47,92
2024-05-22,74,47,88
2024-05-23,50,33,123
2024-05-24,41,13,92
2024-05-25,15,3,58
2024-05-26,12,0,50
2024-05-27,14,68,77
2024-05-28,74,71,86
2024-05-29,51,105,111
2024-05-30,52,67,76
2024-05-31,63,31,53
2024-06-01,17,6,46
2024-06-02,16,0,50
2024-06-03,55,34,70
2024-06-04,50,70,129
2024-06-05,63,43,147
2024-06-06,62,30,95
2024-06-07,34,94,123
2024-06-08,9,1,66
2024-06-09,2,0,95
2024-06-10,45,35,63
2024-06-11,61,66,133
2024-06-12,85,24,136
2024-06-13,62,28,143
2024-06-14,61,34,87
2024-06-15,23,1,64
2024-06-16,8,9,91
2024-06-17,35,88,102
2024-06-18,67,80,106
2024-06-19,50,84,146
2024-06-20,36,38,87
2024-06-21,78,89,118
2024-06-22,21,17,84
2024-06-23,4,1,80
2024-06-24,32,69,122
2024-06-25,61,57,101
2024-06-26,69,45,55
2024-06-27,46,42,70
2024-06-28,53,54,110
2024-06-29,19,23,98
2024-06-30,14,4,93
2024-07-01,52,60,87
2024-07-02,65,95,120
2024-07-03,82,34,89
2024-07-04,43,19,118
2024-07-05,25,48,113
2024-07-06,31,1,99
2024-07-07,33,0,164
2024-07-08,64,37,96
2024-07-09,75,56,75
2024-07-10,65,49,77
2024-07-11,98,33,56
2024-07-12,34,30,102
2024-07-13,22,4,46
2024-07-14,10,0,65
2024-07-15,48,36,100
2024-07-16,43,53,117
2024-07-17,17,39,152
2024-07-18,53,50,141
2024-07-19,39,14,150
2024-07-20,26,1,76
2024-07-21,4,0,50
2024-07-22,36,72,129
2024-07-23,53,37,76
2024-07-24,64,45,95
2024-07-25,80,53,139
2024-07-26,34,29,119
2024-07-27,25,2,81
2024-07-28,7,0,71
2024-07-29,84,34,133
2024-07-30,60,43,94
2024-07-31,63,24,85
2024-08-01,59,18,80
2024-08-02,56,39,57
2024-08-03,18,0,102
2024-08-04,9,0,61
2024-08-05,52,50,129
2024-08-06,53,25,94
2024-08-07,70,54,135
2024-08-08,69,14,108
2024-08-09,47,22,96
2024-08-10,16,1,104
2024-08-11,0,1,57
2024-08-12,33,41,141
2024-08-13,32,21,135
2024-08-14,36,50,82
2024-08-15,30,12,62
2024-08-16,31,17,68
2024-08-17,21,0,72
2024-08-18,11,0,72
2024-08-19,52,25,70
2024-08-20,63,34,65
2024-08-21,60,93,67
2024-08-22,45,38,84
2024-08-23,30,27,63
2024-08-24,16,3,84
2024-08-25,10,0,83
2024-08-26,36,28,73
2024-08-27,30,51,117
2024-08-28,37,33,85
2024-08-29,52,55,105
2024-08-30,52,22,62
2024-08-31,21,4,100
2024-09-01,12,0,60
2024-09-02,27,55,86
2024-09-03,71,104,88
2024-09-04,118,33,36
2024-09-05,56,58,96
2024-09-06,65,76,92
2024-09-07,18,1,65
2024-09-08,16,0,49
2024-09-09,36,39,121
2024-09-10,46,27,74
2024-09-11,49,22,94
2024-09-12,34,31,88
2024-09-13,41,20,66
2024-09-14,15,14,61
2024-09-15,4,5,85
2024-09-16,39,23,55
2024-09-17,59,43,96
2024-09-18,49,33,91
2024-09-19,62,49,114
2024-09-20,49,35,71
2024-09-21,9,102,77
2024-09-22,11,1,88
2024-09-23,24,60,114
2024-09-24,51,40,139
2024-09-25,68,38,96
2024-09-26,36,56,65
2024-09-27,52,59,101
2024-09-28,28,7,83
2024-09-29,5,7,74
2024-09-30,38,27,63
2024-10-01,55,25,74
2024-10-02,63,32,62
2024-10-03,49,18,92
2024-10-04,28,17,87
2024-10-05,6,5,90
2024-10-06,6,0,85
2024-10-07,64,67,91
2024-10-08,77,36,78
2024-10-09,43,73,86
2024-10-10,39,38,93
2024-10-11,70,30,73
2024-10-12,18,0,75
2024-10-13,10,1,76
2024-10-14,23,40,98
2024-10-15,33,40,80
2024-10-16,41,54,79
2024-10-17,69,49,77
2024-10-18,47,22,84
2024-10-19,21,1,88
2024-10-20,17,0,80
2024-10-21,33,14,65
2024-10-22,60,26,111
2024-10-23,38,19,96
2024-10-24,36,14,94
2024-10-25,37,21,79
2024-10-26,18,1,86
2024-10-27,1,0,61
2024-10-28,32,25,137
2024-10-29,48,24,95
2024-10-30,41,53,97
2024-10-31,49,20,99
2024-11-01,43,3,105
2024-11-02,15,1,106
2024-11-03,17,0,98
2024-11-04,20,26,96
2024-11-05,57,26,70
2024-11-06,52,53,34
2024-11-07,92,45,97
2024-11-08,51,38,70
2024-11-09,27,5,69
2024-11-10,8,0,77
2024-11-11,37,47,63
2024-11-12,80,39,93
2024-11-13,57,53,58
2024-11-14,50,53,76
2024-11-15,53,18,60
2024-11-16,19,7,41
2024-11-17,7,0,43
2024-11-18,35,44,97
2024-11-19,46,53,113
2024-11-20,57,24,63
2024-11-21,56,30,66
2024-11-22,25,29,60
2024-11-23,0,0,74
2024-11-24,0,1,71
2024-11-25,2,41,74
2024-11-26,8,39,77
2024-11-27,12,75,63
2024-11-28,12,45,109
2024-11-29,8,33,62
2024-11-30,1,0,79
2024-12-01,0,4,66
2024-12-02,66,53,108
2024-12-03,54,55,88
2024-12-04,75,28,113
2024-12-05,53,54,122
2024-12-06,34,35,98
2024-12-07,23,0,40
2024-12-08,3,0,70
2024-12-09,30,59,89
2024-12-10,32,28,109
2024-12-11,37,30,110
2024-12-12,53,61,111
2024-12-13,65,24,85
2024-12-14,27,10,101
2024-12-15,27,3,75
2024-12-16,46,35,72
2024-12-17,103,15,88
2024-12-18,76,16,120
2024-12-19,63,63,81
2024-12-20,49,30,86
2024-12-21,38,0,81
2024-12-22,2,0,87
2024-12-23,8,7,51
2024-12-24,8,17,40
2024-12-25,3,1,40
2024-12-26,1,0,52
2024-12-27,6,0,85
2024-12-28,0,0,70
2024-12-29,4,0,104
2024-12-30,2,0,70
2024-12-31,2,2,107
2025-01-01,0,0,71
2025-01-02,42,17,66
2025-01-03,19,236,82
2025-01-04,10,0,45
2025-01-05,3,0,61
2025-01-06,24,18,120
2025-01-07,61,69,116
2025-01-08,68,52,92
2025-01-09,39,32,95
2025-01-10,45,50,116
2025-01-11,46,10,86
2025-01-12,12,1,130
2025-01-13,30,59,84
2025-01-14,46,52,98
2025-01-15,45,34,121
2025-01-16,48,36,94
2025-01-17,39,64,52
2025-01-18,4,1,70
2025-01-19,10,0,72
2025-01-20,13,31,115
2025-01-21,48,25,101
2025-01-22,67,37,108
2025-01-23,60,58,120
2025-01-24,27,21,146
2025-01-25,31,0,90
2025-01-26,14,2,108
2025-01-27,48,58,115
2025-01-28,62,63,127
2025-01-29,57,39,108
2025-01-30,42,15,125
2025-01-31,45,61,113
2025-02-01,29,0,94
2025-02-02,13,0,89
2025-02-03,33,47,134
2025-02-04,35,45,88
2025-02-05,56,50,107
2025-02-06,35,59,132
2025-02-07,45,78,135
2025-02-08,18,0,61
2025-02-09,22,0,76
2025-02-10,72,46,117
2025-02-11,38,24,119
2025-02-12,53,75,123
2025-02-13,65,47,120
2025-02-14,71,40,124
2025-02-15,26,9,118
2025-02-16,22,0,90
2025-02-17,33,50,111
2025-02-18,38,53,101
2025-02-19,32,94,114
2025-02-20,55,49,111
2025-02-21,31,44,96
2025-02-22,15,0,83
2025-02-23,9,0,90
2025-02-24,35,27,194
2025-02-25,65,99,93
2025-02-26,97,50,97
2025-02-27,59,44,89
2025-02-28,56,27,116
2025-03-01,23,0,97
2025-03-02,9,0,60
2025-03-03,39,37,125
2025-03-04,64,55,90
2025-03-05,44,15,130
2025-03-06,32,41,142
2025-03-07,84,41,109
2025-03-08,43,0,72
2025-03-09,7,0,61
2025-03-10,54,61,161
2025-03-11,72,66,108
2025-03-12,51,52,114
2025-03-13,83,51,102
2025-03-14,62,40,101
2025-03-15,18,12,78
2025-03-16,26,0,137
2025-03-17,52,79,123
2025-03-18,62,80,86
2025-03-19,127,44,83
2025-03-20,60,49,77
2025-03-21,50,56,110
2025-03-22,9,1,70
2025-03-23,12,0,63
2025-03-24,111,34,118
2025-03-25,71,48,97
2025-03-26,93,43,85
2025-03-27,111,86,92
2025-03-28,66,40,89
2025-03-29,21,1,51
2025-03-30,11,0,47
2025-03-31,54,30,71
2025-04-01,63,55,89
2025-04-02,37,74,103
2025-04-03,74,61,106
2025-04-04,53,47,95
2025-04-05,25,2,55
2025-04-06,9,0,55
2025-04-07,37,35,98
2025-04-08,51,68,92
2025-04-09,54,70,98
2025-04-10,42,38,131
2025-04-11,48,42,102
2025-04-12,12,11,71
2025-04-13,11,4,77
2025-04-14,39,84,121
2025-04-15,38,32,126
2025-04-16,38,53,126
2025-04-17,44,40,132
2025-04-18,58,7,93
2025-04-19,17,0,90
2025-04-20,5,0,105
2025-04-21,24,1,81
2025-04-22,37,111,102
2025-04-23,51,67,72
2025-04-24,31,56,103
2025-04-25,33,32,86
2025-04-26,26,0,65
2025-04-27,3,0,49
2025-04-28,35,45,99
2025-04-29,38,60,110
2025-04-30,60,39,81
2025-05-01,29,13,85
2025-05-02,20,7,86
2025-05-03,6,0,66
2025-05-04,18,0,41
2025-05-05,38,55,115
2025-05-06,43,70,95
2025-05-07,30,78,95
2025-05-08,39,43,91
2025-05-09,39,46,71
2025-05-10,10,0,56
2025-05-11,2,1,40
2025-05-12,28,44,65
2025-05-13,31,78,27
2025-05-14,45,35,49
2025-05-15,52,63,60
2025-05-16,25,25,73
2025-05-17,7,0,70
2025-05-18,8,0,75
2025-05-19,47,67,93
2025-05-20,40,43,97
2025-05-21,46,34,122
2025-05-22,41,14,84
2025-05-23,36,11,77
2025-05-24,11,1,77
2025-05-25,7,0,66
2025-05-26,3,18,112
2025-05-27,19,47,128
2025-05-28,23,7,129
2025-05-29,33,11,113
2025-05-30,56,18,107
2025-05-31,24,0,92
2025-06-01,6,0,48
2025-06-02,36,30,113
2025-06-03,61,46,151
2025-06-04,36,39,109
2025-06-05,49,33,93
2025-06-06,63,23,66
2025-06-07,23,1,77
2025-06-08,8,0,54
2025-06-09,35,2,120
2025-06-10,38,35,92
2025-06-11,36,31,88
2025-06-12,42,68,127
2025-06-13,16,20,121
2025-06-14,1,0,98
2025-06-15,2,0,62
2025-06-16,22,43,138
2025-06-17,69,27,127
2025-06-18,26,25,102
2025-06-19,31,38,101
2025-06-20,45,27,116
2025-06-21,7,0,71
2025-06-22,3,0,68
