,ioBroker/ioBroker,home-assistant/core,node-red/node-red
2023-07-21,0,43,0
2023-07-22,0,34,0
2023-07-23,0,42,0
2023-07-24,0,56,0
2023-07-25,0,30,0
2023-07-26,0,24,5
2023-07-27,0,52,0
2023-07-28,0,23,0
2023-07-29,0,7,1
2023-07-30,0,33,0
2023-07-31,0,22,2
2023-08-01,0,43,0
2023-08-02,0,22,2
2023-08-03,0,36,0
2023-08-04,0,71,1
2023-08-05,0,29,0
2023-08-06,0,24,1
2023-08-07,0,37,0
2023-08-08,0,46,1
2023-08-09,0,13,0
2023-08-10,0,60,0
2023-08-11,0,74,0
2023-08-12,0,12,0
2023-08-13,0,17,1
2023-08-14,0,38,10
2023-08-15,0,36,2
2023-08-16,0,36,8
2023-08-17,0,22,2
2023-08-18,0,60,4
2023-08-19,0,13,4
2023-08-20,0,9,2
2023-08-21,0,53,3
2023-08-22,0,51,0
2023-08-23,0,43,0
2023-08-24,0,59,0
2023-08-25,0,45,0
2023-08-26,0,10,0
2023-08-27,0,34,0
2023-08-28,0,43,0
2023-08-29,0,38,0
2023-08-30,0,56,0
2023-08-31,0,33,0
2023-09-01,0,29,4
2023-09-02,0,37,1
2023-09-03,0,23,0
2023-09-04,0,76,1
2023-09-05,0,40,26
2023-09-06,0,61,4
2023-09-07,0,51,0
2023-09-08,0,62,4
2023-09-09,0,29,2
2023-09-10,0,37,0
2023-09-11,0,34,0
2023-09-12,0,119,0
2023-09-13,4,48,0
2023-09-14,3,37,4
2023-09-15,0,19,0
2023-09-16,0,19,1
2023-09-17,0,7,2
2023-09-18,0,15,3
2023-09-19,0,16,13
2023-09-20,0,16,0
2023-09-21,0,21,0
2023-09-22,0,19,4
2023-09-23,0,64,0
2023-09-24,0,24,3
2023-09-25,0,46,11
2023-09-26,0,64,2
2023-09-27,0,42,0
2023-09-28,0,51,0
2023-09-29,0,24,0
2023-09-30,0,34,0
2023-10-01,0,34,0
2023-10-02,0,62,0
2023-10-03,0,15,2
2023-10-04,0,38,0
2023-10-05,0,26,0
2023-10-06,0,93,0
2023-10-07,0,19,0
2023-10-08,0,23,0
2023-10-09,0,21,0
2023-10-10,7,28,0
2023-10-11,3,24,0
2023-10-12,4,73,1
2023-10-13,5,26,0
2023-10-14,1,12,0
2023-10-15,0,36,0
2023-10-16,0,15,0
2023-10-17,0,21,2
2023-10-18,0,27,5
2023-10-19,0,44,0
2023-10-20,0,90,0
2023-10-21,0,25,0
2023-10-22,0,57,0
2023-10-23,0,33,0
2023-10-24,0,70,1
2023-10-25,0,63,0
2023-10-26,0,19,0
2023-10-27,0,42,0
2023-10-28,0,16,0
2023-10-29,0,30,1
2023-10-30,0,51,0
2023-10-31,0,50,1
2023-11-01,0,29,17
2023-11-02,0,14,0
2023-11-03,0,44,3
2023-11-04,0,42,0
2023-11-05,0,11,0
2023-11-06,1,56,0
2023-11-07,0,43,11
2023-11-08,0,29,0
2023-11-09,0,14,0
2023-11-10,0,35,0
2023-11-11,0,11,0
2023-11-12,0,31,0
2023-11-13,0,34,0
2023-11-14,0,20,2
2023-11-15,0,41,0
2023-11-16,1,23,0
2023-11-17,0,23,3
2023-11-18,0,8,1
2023-11-19,0,18,0
2023-11-20,0,26,5
2023-11-21,0,27,1
2023-11-22,0,78,0
2023-11-23,0,16,0
2023-11-24,0,40,1
2023-11-25,0,20,0
2023-11-26,0,23,0
2023-11-27,0,28,6
2023-11-28,0,24,1
2023-11-29,0,70,7
2023-11-30,0,92,10
2023-12-01,0,10,2
2023-12-02,0,10,3
2023-12-03,0,11,0
2023-12-04,0,74,3
2023-12-05,0,53,1
2023-12-06,0,30,3
2023-12-07,0,31,11
2023-12-08,0,65,3
2023-12-09,0,21,0
2023-12-10,0,11,0
2023-12-11,0,27,2
2023-12-12,0,34,1
2023-12-13,0,67,1
2023-12-14,0,39,1
2023-12-15,0,8,3
2023-12-16,0,17,1
2023-12-17,0,11,2
2023-12-18,0,44,0
2023-12-19,0,42,0
2023-12-20,0,26,4
2023-12-21,0,40,0
2023-12-22,0,37,0
2023-12-23,0,52,1
2023-12-24,0,18,1
2023-12-25,0,8,0
2023-12-26,0,24,2
2023-12-27,0,108,3
2023-12-28,0,73,0
2023-12-29,0,48,3
2023-12-30,3,21,0
2023-12-31,0,33,0
2024-01-01,0,18,2
2024-01-02,0,87,0
2024-01-03,0,35,0
2024-01-04,3,53,0
2024-01-05,0,78,6
2024-01-06,0,32,0
2024-01-07,0,24,4
2024-01-08,0,63,9
2024-01-09,0,27,1
2024-01-10,0,25,0
2024-01-11,0,25,2
2024-01-12,0,92,0
2024-01-13,0,32,0
2024-01-14,0,45,1
2024-01-15,0,28,9
2024-01-16,0,46,6
2024-01-17,0,34,0
2024-01-18,0,27,0
2024-01-19,0,70,4
2024-01-20,0,62,3
2024-01-21,0,26,4
2024-01-22,0,54,2
2024-01-23,0,31,2
2024-01-24,0,45,0
2024-01-25,0,30,2
2024-01-26,0,11,3
2024-01-27,0,17,0
2024-01-28,0,21,0
2024-01-29,0,42,1
2024-01-30,0,92,2
2024-01-31,0,72,0
2024-02-01,0,72,0
2024-02-02,0,67,0
2024-02-03,0,153,0
2024-02-04,0,174,0
2024-02-05,0,86,9
2024-02-06,1,63,7
2024-02-07,0,45,4
2024-02-08,0,21,2
2024-02-09,0,59,2
2024-02-10,0,16,0
2024-02-11,0,22,0
2024-02-12,0,84,0
2024-02-13,0,30,0
2024-02-14,0,56,0
2024-02-15,0,23,0
2024-02-16,0,75,0
2024-02-17,0,28,2
2024-02-18,0,34,0
2024-02-19,0,36,4
2024-02-20,0,26,2
2024-02-21,0,42,0
2024-02-22,0,62,2
2024-02-23,0,36,0
2024-02-24,0,40,0
2024-02-25,0,60,3
2024-02-26,0,62,7
2024-02-27,0,99,0
2024-02-28,0,78,0
2024-02-29,0,90,0
2024-03-01,0,73,8
2024-03-02,0,39,0
2024-03-03,0,54,0
2024-03-04,0,86,4
2024-03-05,0,132,2
2024-03-06,0,105,0
2024-03-07,0,23,18
2024-03-08,0,59,4
2024-03-09,0,50,0
2024-03-10,0,53,1
2024-03-11,0,117,1
2024-03-12,0,62,3
2024-03-13,0,105,7
2024-03-14,0,163,5
2024-03-15,0,63,0
2024-03-16,0,47,5
2024-03-17,0,40,11
2024-03-18,0,30,0
2024-03-19,0,40,0
2024-03-20,0,40,0
2024-03-21,0,31,13
2024-03-22,0,73,0
2024-03-23,0,30,0
2024-03-24,0,21,0
2024-03-25,0,48,4
2024-03-26,0,34,2
2024-03-27,0,60,10
2024-03-28,0,74,15
2024-03-29,0,45,0
2024-03-30,0,13,0
2024-03-31,0,19,1
2024-04-01,0,21,0
2024-04-02,0,100,8
2024-04-03,0,55,4
2024-04-04,0,40,6
2024-04-05,0,54,2
2024-04-06,0,56,0
2024-04-07,0,30,0
2024-04-08,0,63,0
2024-04-09,0,26,0
2024-04-10,0,20,0
2024-04-11,0,22,6
2024-04-12,0,44,3
2024-04-13,0,34,0
2024-04-14,0,19,0
2024-04-15,0,14,1
2024-04-16,0,20,0
2024-04-17,0,41,0
2024-04-18,2,25,5
2024-04-19,0,18,0
2024-04-20,0,22,2
2024-04-21,1,16,0
2024-04-22,0,22,0
2024-04-23,0,80,8
2024-04-24,0,61,2
2024-04-25,0,24,0
2024-04-26,0,16,0
2024-04-27,0,51,0
2024-04-28,0,24,3
2024-04-29,0,64,3
2024-04-30,0,42,0
2024-05-01,0,71,0
2024-05-02,0,37,0
2024-05-03,1,53,6
2024-05-04,0,28,0
2024-05-05,0,34,1
2024-05-06,0,66,0
2024-05-07,0,43,0
2024-05-08,0,45,4
2024-05-09,0,7,3
2024-05-10,0,37,0
2024-05-11,0,30,0
2024-05-12,0,22,4
2024-05-13,0,19,7
2024-05-14,0,53,16
2024-05-15,0,45,2
2024-05-16,0,35,2
2024-05-17,0,56,5
2024-05-18,0,31,0
2024-05-19,0,11,0
2024-05-20,0,30,1
2024-05-21,0,34,9
2024-05-22,0,37,3
2024-05-23,4,27,6
2024-05-24,4,90,0
2024-05-25,0,70,1
2024-05-26,0,36,5
2024-05-27,0,45,2
2024-05-28,0,50,8
2024-05-29,0,93,5
2024-05-30,0,54,17
2024-05-31,0,72,2
2024-06-01,0,13,0
2024-06-02,0,11,4
2024-06-03,0,100,4
2024-06-04,0,81,0
2024-06-05,0,50,2
2024-06-06,0,50,0
2024-06-07,0,74,0
2024-06-08,0,30,0
2024-06-09,0,31,0
2024-06-10,0,62,10
2024-06-11,0,101,3
2024-06-12,0,56,0
2024-06-13,0,55,0
2024-06-14,0,35,3
2024-06-15,0,44,0
2024-06-16,0,15,0
2024-06-17,0,32,4
2024-06-18,0,51,2
2024-06-19,0,32,0
2024-06-20,0,11,5
2024-06-21,0,134,0
2024-06-22,0,79,1
2024-06-23,0,24,3
2024-06-24,0,69,15
2024-06-25,0,61,5
2024-06-26,0,140,12
2024-06-27,0,77,1
2024-06-28,0,61,10
2024-06-29,0,48,2
2024-06-30,0,33,1
2024-07-01,0,71,10
2024-07-02,0,57,1
2024-07-03,0,55,0
2024-07-04,0,72,1
2024-07-05,0,85,0
2024-07-06,0,34,0
2024-07-07,0,47,0
2024-07-08,0,31,1
2024-07-09,0,31,0
2024-07-10,1,99,0
2024-07-11,0,28,0
2024-07-12,0,27,0
2024-07-13,1,8,0
2024-07-14,0,8,0
2024-07-15,0,17,0
2024-07-16,0,32,1
2024-07-17,0,22,0
2024-07-18,0,19,11
2024-07-19,0,98,0
2024-07-20,0,41,1
2024-07-21,0,35,0
2024-07-22,0,46,1
2024-07-23,3,42,0
2024-07-24,0,28,0
2024-07-25,0,30,0
2024-07-26,0,28,0
2024-07-27,0,12,0
2024-07-28,0,11,0
2024-07-29,0,71,0
2024-07-30,0,49,0
2024-07-31,0,95,0
2024-08-01,0,18,0
2024-08-02,0,61,0
2024-08-03,0,11,0
2024-08-04,0,10,4
2024-08-05,0,51,1
2024-08-06,0,44,0
2024-08-07,0,36,0
2024-08-08,0,18,0
2024-08-09,3,24,0
2024-08-10,4,42,0
2024-08-11,2,9,2
2024-08-12,1,79,5
2024-08-13,0,41,2
2024-08-14,0,70,1
2024-08-15,0,33,0
2024-08-16,0,86,0
2024-08-17,0,14,0
2024-08-18,0,34,3
2024-08-19,0,40,0
2024-08-20,0,29,0
2024-08-21,0,21,0
2024-08-22,0,29,0
2024-08-23,5,13,0
2024-08-24,0,21,0
2024-08-25,0,65,0
2024-08-26,0,34,0
2024-08-27,0,41,1
2024-08-28,0,76,0
2024-08-29,0,29,0
2024-08-30,0,77,0
2024-08-31,0,20,1
2024-09-01,0,19,0
2024-09-02,0,62,0
2024-09-03,0,80,0
2024-09-04,0,60,0
2024-09-05,0,26,0
2024-09-06,0,86,0
2024-09-07,0,10,0
2024-09-08,0,57,0
2024-09-09,0,28,2
2024-09-10,0,62,0
2024-09-11,0,55,18
2024-09-12,0,23,1
2024-09-13,0,39,6
2024-09-14,0,23,0
2024-09-15,0,8,0
2024-09-16,0,91,3
2024-09-17,0,34,9
2024-09-18,0,56,0
2024-09-19,0,29,0
2024-09-20,0,37,0
2024-09-21,0,21,0
2024-09-22,0,39,0
2024-09-23,0,118,1
2024-09-24,0,106,0
2024-09-25,0,50,0
2024-09-26,0,43,1
2024-09-27,11,119,3
2024-09-28,0,13,0
2024-09-29,0,5,0
2024-09-30,0,94,0
2024-10-01,0,81,2
2024-10-02,0,93,0
2024-10-03,0,71,0
2024-10-04,4,36,1
2024-10-05,0,29,0
2024-10-06,0,23,0
2024-10-07,0,37,2
2024-10-08,0,60,6
2024-10-09,0,55,6
2024-10-10,0,21,5
2024-10-11,0,117,0
2024-10-12,0,11,3
2024-10-13,0,17,0
2024-10-14,0,27,0
2024-10-15,0,22,0
2024-10-16,0,40,0
2024-10-17,0,18,0
2024-10-18,2,65,0
2024-10-19,0,77,0
2024-10-20,5,28,0
2024-10-21,0,54,5
2024-10-22,2,17,1
2024-10-23,1,30,2
2024-10-24,0,33,1
2024-10-25,0,107,2
2024-10-26,0,38,0
2024-10-27,0,8,0
2024-10-28,0,39,5
2024-10-29,0,85,4
2024-10-30,0,53,4
2024-10-31,0,34,4
2024-11-01,0,13,3
2024-11-02,0,26,0
2024-11-03,0,18,0
2024-11-04,0,102,0
2024-11-05,0,79,0
2024-11-06,0,58,2
2024-11-07,0,23,7
2024-11-08,0,72,7
2024-11-09,0,34,0
2024-11-10,0,36,1
2024-11-11,0,29,4
2024-11-12,0,11,1
2024-11-13,0,26,2
2024-11-14,0,36,1
2024-11-15,0,123,1
2024-11-16,0,6,0
2024-11-17,0,11,0
2024-11-18,0,24,6
2024-11-19,0,32,0
2024-11-20,0,36,0
2024-11-21,0,60,0
2024-11-22,0,91,0
2024-11-23,0,40,0
2024-11-24,0,27,0
2024-11-25,0,25,6
2024-11-26,0,85,1
2024-11-27,0,50,0
2024-11-28,0,93,0
2024-11-29,0,11,0
2024-11-30,0,17,0
2024-12-01,0,45,0
2024-12-02,0,55,1
2024-12-03,0,77,11
2024-12-04,0,59,5
2024-12-05,0,25,8
2024-12-06,0,66,3
2024-12-07,0,7,0
2024-12-08,0,11,0
2024-12-09,0,70,1
2024-12-10,0,86,5
2024-12-11,0,39,3
2024-12-12,0,74,7
2024-12-13,0,67,0
2024-12-14,0,14,0
2024-12-15,0,41,0
2024-12-16,0,40,7
2024-12-17,0,65,6
2024-12-18,0,66,1
2024-12-19,0,33,0
2024-12-20,0,58,4
2024-12-21,0,51,0
2024-12-22,0,57,0
2024-12-23,0,45,0
2024-12-24,0,39,0
2024-12-25,0,8,0
2024-12-26,0,17,0
2024-12-27,0,19,0
2024-12-28,0,26,0
2024-12-29,0,50,0
2024-12-30,0,51,0
2024-12-31,0,39,0
2025-01-01,0,15,0
2025-01-02,0,78,0
2025-01-03,0,66,0
2025-01-04,0,32,0
2025-01-05,0,18,0
2025-01-06,0,100,0
2025-01-07,0,29,1
2025-01-08,0,40,0
2025-01-09,0,57,0
2025-01-10,0,34,0
2025-01-11,0,21,0
2025-01-12,0,9,1
2025-01-13,0,59,2
2025-01-14,0,41,0
2025-01-15,0,36,2
2025-01-16,0,57,0
2025-01-17,0,59,3
2025-01-18,0,29,0
2025-01-19,0,54,1
2025-01-20,0,87,3
2025-01-21,0,37,2
2025-01-22,0,45,1
2025-01-23,0,56,0
2025-01-24,0,52,0
2025-01-25,0,19,0
2025-01-26,0,26,0
2025-01-27,0,41,4
2025-01-28,0,84,0
2025-01-29,0,102,1
2025-01-30,0,51,0
2025-01-31,0,83,1
2025-02-01,0,58,1
2025-02-02,5,44,0
2025-02-03,0,67,2
2025-02-04,0,106,0
2025-02-05,0,85,0
2025-02-06,0,48,0
2025-02-07,0,89,0
2025-02-08,0,126,0
2025-02-09,0,179,0
2025-02-10,0,61,6
2025-02-11,0,39,0
2025-02-12,0,48,2
2025-02-13,0,19,2
2025-02-14,0,37,13
2025-02-15,0,20,0
2025-02-16,0,15,2
2025-02-17,0,37,1
2025-02-18,1,29,0
2025-02-19,0,43,0
2025-02-20,0,52,1
2025-02-21,0,59,0
2025-02-22,0,27,0
2025-02-23,0,19,0
2025-02-24,1,34,9
2025-02-25,0,72,2
2025-02-26,0,53,0
2025-02-27,0,41,0
2025-02-28,0,74,1
2025-03-01,0,43,0
2025-03-02,0,78,0
2025-03-03,0,23,10
2025-03-04,0,64,0
2025-03-05,0,54,0
2025-03-06,0,38,2
2025-03-07,0,64,0
2025-03-08,0,31,0
2025-03-09,0,25,0
2025-03-10,0,25,3
2025-03-11,0,93,3
2025-03-12,0,12,0
2025-03-13,0,28,1
2025-03-14,0,54,0
2025-03-15,0,25,0
2025-03-16,0,34,0
2025-03-17,0,23,5
2025-03-18,0,28,3
2025-03-19,0,25,0
2025-03-20,0,32,0
2025-03-21,0,52,0
2025-03-22,0,30,0
2025-03-23,0,52,0
2025-03-24,0,45,2
2025-03-25,0,66,0
2025-03-26,0,82,0
2025-03-27,0,61,0
2025-03-28,0,82,0
2025-03-29,0,45,0
2025-03-30,0,83,0
2025-03-31,0,88,0
2025-04-01,0,51,0
2025-04-02,0,62,0
2025-04-03,0,30,0
2025-04-04,0,56,0
2025-04-05,0,25,0
2025-04-06,0,12,0
2025-04-07,0,26,0
2025-04-08,0,31,0
2025-04-09,0,26,0
2025-04-10,0,38,0
2025-04-11,0,81,1
2025-04-12,0,21,0
2025-04-13,0,13,1
2025-04-14,0,78,12
2025-04-15,0,30,8
2025-04-16,0,31,1
2025-04-17,0,19,3
2025-04-18,0,17,0
2025-04-19,0,77,0
2025-04-20,0,38,0
2025-04-21,0,18,4
2025-04-22,0,53,0
2025-04-23,0,26,8
2025-04-24,0,54,6
2025-04-25,0,51,5
2025-04-26,0,22,1
2025-04-27,0,12,0
2025-04-28,0,38,24
2025-04-29,0,54,1
2025-04-30,0,102,1
2025-05-01,0,48,3
2025-05-02,0,19,2
2025-05-03,0,36,0
2025-05-04,0,45,0
2025-05-05,0,50,0
2025-05-06,0,69,0
2025-05-07,0,58,0
2025-05-08,0,39,0
2025-05-09,0,75,1
2025-05-10,0,7,0
2025-05-11,0,32,0
2025-05-12,0,37,0
2025-05-13,0,19,2
2025-05-14,0,61,1
2025-05-15,0,22,0
2025-05-16,0,101,0
2025-05-17,0,12,0
2025-05-18,0,22,0
2025-05-19,1,78,0
2025-05-20,0,55,0
2025-05-21,0,42,0
2025-05-22,0,54,0
2025-05-23,0,70,0
2025-05-24,1,12,0
2025-05-25,0,15,0
2025-05-26,0,111,0
2025-05-27,0,54,0
2025-05-28,0,56,0
2025-05-29,0,15,0
2025-05-30,0,21,2
2025-05-31,0,24,0
2025-06-01,0,6,0
2025-06-02,0,55,5
2025-06-03,0,26,13
2025-06-04,1,43,5
2025-06-05,0,16,1
2025-06-06,1,7,23
2025-06-07,0,12,2
2025-06-08,0,9,0
2025-06-09,0,13,5
2025-06-10,0,113,11
2025-06-11,0,104,6
2025-06-12,0,27,0
2025-06-13,0,49,1
2025-06-14,0,12,4
2025-06-15,0,10,1
2025-06-16,0,40,7
2025-06-17,0,20,1
2025-06-18,0,17,0
2025-06-19,0,22,3
2025-06-20,0,41,0
2025-06-21,0,4,1
2025-06-22,0,14,0
2025-06-23,0,112,3
2025-06-24,0,57,2
2025-06-25,0,50,23
2025-06-26,0,76,18
2025-06-27,0,67,0
2025-06-28,0,22,0
2025-06-29,0,7,3
2025-06-30,0,50,0
2025-07-01,0,83,0
2025-07-02,0,63,2
2025-07-03,0,34,1
2025-07-04,0,69,4
2025-07-05,0,27,0
2025-07-06,0,13,1
2025-07-07,0,24,1
2025-07-08,0,44,0
2025-07-09,0,42,0
2025-07-10,0,22,4
2025-07-11,0,18,2
2025-07-12,0,7,0
2025-07-13,0,17,0
2025-07-14,0,90,5
2025-07-15,0,43,0
2025-07-16,0,42,0
2025-07-17,0,30,0
2025-07-18,0,37,0
2025-07-19,0,44,0
2025-07-20,0,19,0
2025-07-21,0,45,7
2025-07-22,0,29,2
2025-07-23,0,52,0
2025-07-24,0,42,0
2025-07-25,0,23,1
2025-07-26,0,8,0
2025-07-27,0,31,0
2025-07-28,0,45,0
2025-07-29,0,22,6
2025-07-30,0,59,0
2025-07-31,0,42,1
2025-08-01,0,27,0
2025-08-02,0,9,0
2025-08-03,0,8,2
2025-08-04,0,86,0
2025-08-05,0,68,0
2025-08-06,0,71,0
2025-08-07,0,22,0
2025-08-08,0,41,0
2025-08-09,6,10,0
2025-08-10,3,30,0
2025-08-11,0,69,0
2025-08-12,0,41,0
2025-08-13,0,34,0
2025-08-14,0,17,0
2025-08-15,0,71,0
2025-08-16,0,11,0
2025-08-17,0,21,0
2025-08-18,0,20,0
2025-08-19,0,32,0
2025-08-20,0,9,3
2025-08-21,0,55,0
2025-08-22,0,13,0
2025-08-23,0,3,0
2025-08-24,0,10,0
2025-08-25,0,26,0
2025-08-26,0,39,0
2025-08-27,0,42,0
2025-08-28,0,23,4
2025-08-29,0,53,0
2025-08-30,0,7,0
2025-08-31,0,5,0
2025-09-01,0,0,0
2025-09-02,0,0,0
2025-09-03,0,0,0
2025-09-04,0,0,0
2025-09-05,0,0,0
2025-09-06,0,0,0
2025-09-07,0,0,0
2025-09-08,0,0,0
2025-09-09,0,0,0
2025-09-10,0,0,0
2025-09-11,0,0,0
2025-09-12,0,0,0
2025-09-13,0,0,0
2025-09-14,0,0,0
2025-09-15,0,0,0
2025-09-16,0,0,0
2025-09-17,0,0,0
2025-09-18,0,0,0
2025-09-19,0,0,0
2025-09-20,0,0,0
2025-09-21,0,0,0
2025-09-22,0,0,0
2025-09-23,0,0,0
2025-09-24,0,0,0
2025-09-25,0,0,0
2025-09-26,0,0,0
2025-09-27,0,0,0
2025-09-28,0,0,0
2025-09-29,0,0,0
2025-09-30,0,0,0
2025-10-01,0,0,0
2025-10-02,0,0,0
2025-10-03,0,0,0
2025-10-04,0,0,0
2025-10-05,0,0,0
2025-10-06,0,0,0
2025-10-07,0,0,0
2025-10-08,0,0,0
2025-10-09,0,0,0
2025-10-10,0,0,0
2025-10-11,0,0,0
2025-10-12,0,0,0
2025-10-13,0,0,0
2025-10-14,0,0,0
2025-10-15,0,0,0
2025-10-16,0,0,0
2025-10-17,0,0,0
2025-10-18,0,0,0
