,facebook/react,angular/angular,jquery/jquery
2022-10-18,12,0.0,0
2022-10-19,6,15.0,0
2022-10-20,0,-1.9999999999999991,0
2022-10-21,7,1.599999999999999,0
2022-10-22,6,-1.4000000000000004,0
2022-10-23,8,-0.7920000000000005,0
2022-10-24,9,4.43936,1
2022-10-25,3,4.567232,0
2022-10-26,0,5.0490624,0
2022-10-27,19,-0.41402879999999964,0
2022-10-28,2,2.331791872,0
2022-10-29,3,-1.6809124864,0
2022-10-30,1,-0.9439680512000005,0
2022-10-31,1,-0.6451584000000005,0
2022-11-01,5,4.49802752,0
2022-11-02,2,-0.4101616639999994,0
2022-11-03,5,1.1089012736000003,0
2022-11-04,9,20.0962322432,0
2022-11-05,0,-4.6584895487999995,0
2022-11-06,0,-1.9871574016000015,0
2022-11-07,7,3.797119999999999,0
2022-11-08,6,4.1382656,0
2022-11-09,5,3.73402112,0
2022-11-10,7,-1.4595927040000003,0
2022-11-11,4,1.4672941055999993,0
2022-11-12,0,-1.624360652799999,0
2022-11-13,2,-1.0068163583999996,0
2022-11-14,2,4.4619776,1
2022-11-15,6,-0.4224076799999996,0
2022-11-16,6,2.052729856,0
2022-11-17,15,18.8406445056,1
2022-11-18,3,-0.5959839743999993,0
2022-11-19,1,-2.7609124864000014,0
2022-11-20,0,-1.545888051200001,0
2022-11-21,14,8.9543296,1
2022-11-22,10,88.20472832,0
2022-11-23,1,1.3617653760000046,0
2022-11-24,6,-12.435882086400007,1
2022-11-25,1,-6.776869171200003,0
2022-11-26,0,-4.6278978560000015,0
2022-11-27,0,-3.2835414016000017,0
2022-11-28,5,14.435455999999999,1
2022-11-29,5,15.48678656,0
2022-11-30,2,-1.3494364159999952,0
2022-12-01,8,1.867147161600002,1
2022-12-02,7,10.2789436416,0
2022-12-03,0,-0.7877120000000009,0
2022-12-04,0,0.6588543999999983,0
2022-12-05,8,10.10282496,0
2022-12-06,7,10.516222976,0
2022-12-07,4,3.517413171200001,0
2022-12-08,4,-1.6132168704000005,0
2022-12-09,5,13.926836633599999,0
2022-12-10,0,-4.3461035008,0
2022-12-11,0,-2.9548430336000013,0
2022-12-12,7,12.1394683904,1
2022-12-13,6,7.829514342400001,0
2022-12-14,14,4.4207438848,0
2022-12-15,10,-2.1721354240000004,0
2022-12-16,3,-2.6299703296000008,0
2022-12-17,1,-1.6516298751999998,0
2022-12-18,2,-1.2172018687999997,0
2022-12-19,2,70.2083869696,1
2022-12-20,15,-14.839479807999997,1
2022-12-21,13,-4.220421529600004,0
2022-12-22,13,-4.120975052800002,0
2022-12-23,3,-1.686599577600001,0
2022-12-24,0,-0.13399470080000064,0
2022-12-25,0,-1.9976448000000007,0
2022-12-26,0,-1.4608691200000008,0
2022-12-27,0,-1.191985151999996,0
2022-12-28,0,-1.0119133183999975,0
2022-12-29,0,-0.10027622399999991,0
2022-12-30,0,-0.08272302079999996,0
2022-12-31,0,-0.04824115199999996,0
2023-01-01,0,-0.041244774399999844,0
2023-01-02,0,6.9750612992,0
2023-01-03,3,0.6000000000000003,0
2023-01-04,13,16.04,0
2023-01-05,6,11.104,0
2023-01-06,1,-3.6912000000000003,0
2023-01-07,0,-2.461952000000002,0
2023-01-08,0,-1.5652736000000007,0
2023-01-09,11,0.8545433599999994,0
2023-01-10,10,15.701502976,0
2023-01-11,12,14.7042168832,0
2023-01-12,11,14.2001405952,0
2023-01-13,8,4.1520786432,0
2023-01-14,4,-5.535699968000001,0
2023-01-15,1,-2.965838950400002,0
2023-01-16,2,-2.0663270400000013,0
2023-01-17,5,5.415003135999999,0
2023-01-18,5,5.319390515200001,0
2023-01-19,15,-1.208596684799999,0
2023-01-20,9,0.9131341824000012,0
2023-01-21,0,-1.786851839999999,0
2023-01-22,0,-0.9207148544000001,0
2023-01-23,8,1.4415103999999996,2
2023-01-24,8,18.16621056,0
2023-01-25,11,7.686406656000001,0
2023-01-26,5,3.6864730112000004,0
2023-01-27,3,3.281489612799999,0
2023-01-28,1,-3.3735738368000003,0
2023-01-29,0,-1.910649651200001,0
2023-01-30,11,-1.3332326400000007,0
2023-01-31,27,0.9649832959999998,0
2023-02-01,11,-1.243608268799999,3
2023-02-02,13,24.152014438400002,0
2023-02-03,10,-3.4792209407999986,0
2023-02-04,0,-2.667668787200001,0
2023-02-05,0,-1.4983574528000008,0
2023-02-06,7,11.0231424,0
2023-02-07,14,-0.1394534399999996,0
2023-02-08,12,7.849432575999999,0
2023-02-09,11,-0.3049643008000005,0
2023-02-10,18,8.65925376,0
2023-02-11,0,-3.6677411839999987,0
2023-02-12,1,-1.7066923008000012,0
2023-02-13,9,5.8514329599999995,1
2023-02-14,14,9.726071296,1
2023-02-15,4,-0.6642449407999997,0
2023-02-16,20,11.647217868799999,0
2023-02-17,10,13.79474944,0
2023-02-18,0,-4.6416248832,0
2023-02-19,0,-2.999396454400002,0
2023-02-20,8,0.14535935999999894,0
2023-02-21,8,7.2245749759999995,0
2023-02-22,4,4.950030643200001,0
2023-02-23,2,1.7609761792,0
2023-02-24,3,2.2968542208000002,0
2023-02-25,3,-2.587948441599999,0
2023-02-26,0,-1.4183176192000002,0
2023-02-27,7,13.1575300096,0
2023-02-28,5,19.559773696,0
2023-03-01,7,8.7603341312,0
2023-03-02,7,4.0738965504,0
2023-03-03,22,6.969273036799999,0
2023-03-04,11,-5.184589312000001,0
2023-03-05,3,-2.8796779520000015,0
2023-03-06,26,9.998123519999998,0
2023-03-07,9,3.0442654720000006,0
2023-03-08,19,8.369890918400001,0
2023-03-09,11,5.546976460800002,1
2023-03-10,7,-4.233238016,0
2023-03-11,6,-2.2149780480000003,0
2023-03-12,1,-1.4567298048000004,0
2023-03-13,9,1.0114457599999995,0
2023-03-14,3,16.808354816,1
2023-03-15,12,-2.417754828799999,1
2023-03-16,9,11.6347948032,0
2023-03-17,10,7.815290675200001,0
2023-03-18,2,-4.396565504000001,0
2023-03-19,0,-2.1997056000000015,0
2023-03-20,8,6.500956159999999,3
2023-03-21,12,21.264982016,0
2023-03-22,19,16.6497938432,0
2023-03-23,5,4.3606565887999995,0
2023-03-24,12,0.9097126911999993,0
2023-03-25,3,-4.8219114496,0
2023-03-26,0,-2.834726604800001,0
2023-03-27,16,7.047767039999999,2
2023-03-28,9,6.667162624,0
2023-03-29,8,15.021727948800002,0
2023-03-30,22,16.991695974400002,0
2023-03-31,15,1.519665356800001,0
2023-04-01,1,-4.3681701888000015,0
2023-04-02,1,-3.1889046528000016,0
2023-04-03,4,1.8733875199999988,2
2023-04-04,14,38.575368192,2
2023-04-05,12,5.169004646400003,0
2023-04-06,8,3.5312302079999993,0
2023-04-07,4,-5.2430043136,0
2023-04-08,0,-3.7129551872000004,0
2023-04-09,1,-2.3673030656000007,0
2023-04-10,10,3.281602969599999,0
2023-04-11,13,33.627525632,0
2023-04-12,2,6.256072806400004,0
2023-04-13,3,1.9463182336000004,0
2023-04-14,3,2.7417681919999994,0
2023-04-15,2,-4.528830566400001,0
2023-04-16,0,-2.6099093504000015,0
2023-04-17,7,26.110489599999998,0
2023-04-18,8,38.91364352,0
2023-04-19,11,12.337647616000002,0
2023-04-20,13,-8.0044831744,0
2023-04-21,13,-5.200743424000002,0
2023-04-22,3,-4.1279338496000015,0
2023-04-23,2,-2.910417203200001,0
2023-04-24,7,16.79912704,0
2023-04-25,9,2.397586944000002,0
2023-04-26,18,11.359033036800003,0
2023-04-27,7,0.24350812160000235,0
2023-04-28,3,3.1257763839999995,0
2023-04-29,2,-3.453779763200001,0
2023-04-30,0,-1.9905045504000012,0
2023-05-01,6,32.568785919999996,0
2023-05-02,11,5.075942912000002,0
2023-05-03,12,1.7558283263999988,0
2023-05-04,8,8.1534798848,0
2023-05-05,2,-5.4107229184,0
2023-05-06,0,-2.904554086400001,0
2023-05-07,1,-2.006632652800001,0
2023-05-08,9,20.51782912,0
2023-05-09,4,15.395372032000003,0
2023-05-10,3,4.028013670400001,0
2023-05-11,8,-0.43325061120000097,0
2023-05-12,6,2.0860049407999997,0
2023-05-13,0,-3.5574935552000007,0
2023-05-14,0,-2.0752896000000014,0
2023-05-15,5,10.461711359999999,0
2023-05-16,2,5.374012416000001,0
2023-05-17,15,4.221978419200001,0
2023-05-18,9,-2.523327590399999,0
2023-05-19,1,7.0141382656,0
2023-05-20,2,-3.0215050239999997,0
2023-05-21,0,-1.5865857024000007,0
2023-05-22,3,9.94313216,2
2023-05-23,5,14.983640576,0
2023-05-24,4,4.855211827200001,0
2023-05-25,10,2.603888230399999,0
2023-05-26,4,-3.7000829952000007,0
2023-05-27,0,-2.0676547584000007,0
2023-05-28,0,-1.4685889536000003,0
