,commaai/openpilot,apolloauto/apollo,carla-simulator/carla
2021-08-04,11,0.0,0
2021-08-05,8,12.0,0
2021-08-06,6,-1.200000000000001,1
2021-08-07,1,-0.5400000000000004,2
2021-08-08,2,-0.34200000000000025,0
2021-08-09,4,1.752050000000001,0
2021-08-10,6,2.6065990000000006,3
2021-08-11,4,1.4520558500000003,0
2021-08-12,9,3.474875645,0
2021-08-13,9,9.2683552438125,0
2021-08-14,0,-1.4320072304312506,0
2021-08-15,2,-0.679999275,0
2021-08-16,5,1.5384430700000005,0
2021-08-17,6,0.45016626021875106,0
2021-08-18,10,0.5284944133812507,0
2021-08-19,13,0.5776719063609379,0
2021-08-20,10,0.6191670803656255,0
2021-08-21,3,-0.3556745402999996,0
2021-08-22,6,-0.22059180035937465,0
2021-08-23,5,-0.10062865499999979,0
2021-08-24,5,-0.08017158478124975,0
2021-08-25,4,-0.06673847683749981,0
2021-08-26,5,-0.04222287430156238,0
2021-08-27,2,-0.02906086180156242,0
2021-08-28,4,-0.017967165551562456,0
2021-08-29,3,-0.008398852535937478,0
2021-08-30,15,0.0,2
2021-08-31,22,1.0,0
2021-09-01,13,1.9,0
2021-09-02,11,4.755,3
2021-09-03,7,-0.6185000000000005,0
2021-09-04,4,0.6973374999999998,0
2021-09-05,0,-0.29994175,0
2021-09-06,11,0.8062919875000005,0
2021-09-07,20,-0.24650147124999974,0
2021-09-08,9,-0.16322826801562468,0
2021-09-09,6,0.8723792901828128,6
2021-09-10,8,0.8015362173500002,0
2021-09-11,4,0.7857952910703125,0
2021-09-12,8,-0.19623032551562508,0
2021-09-13,6,-0.11365504878593743,0
2021-09-14,19,0.9251524369843751,0
2021-09-15,9,-0.1583401150359374,1
2021-09-16,11,-0.08537245874999991,20
2021-09-17,10,-0.06232402176562492,0
2021-09-18,5,-0.049723361801562345,0
2021-09-19,10,-0.0340839155515624,0
2021-09-20,4,-0.02156086503593744,2
2021-09-21,10,-0.011093696249999967,0
2021-09-22,7,-0.009568313015624975,0
2021-09-23,15,-0.008398852535937478,0
2021-09-24,14,0.0,0
2021-09-25,4,0.0,0
2021-09-26,0,0.0,0
2021-09-27,4,0.0,0
2021-09-28,12,0.0,3
2021-09-29,13,0.0,0
2021-09-30,7,0.0,0
2021-10-01,8,0.0,0
2021-10-02,2,0.0,0
2021-10-03,2,0.0,0
2021-10-04,20,0.0,1
2021-10-05,7,0.0,5
2021-10-06,7,0.0,0
2021-10-07,24,0.0,0
2021-10-08,11,0.0,0
2021-10-09,4,1.0,0
2021-10-10,10,-0.10000000000000009,0
2021-10-11,10,-0.04500000000000003,1
2021-10-12,11,0.9715,0
2021-10-13,8,-0.1206625,0
2021-10-14,13,-0.061116749999999984,0
2021-10-15,11,-0.041662012499999984,0
2021-10-16,9,-0.03175619624999989,0
2021-10-17,2,-0.025685063015624923,0
2021-10-18,15,0.9784391349640625,6
2021-10-19,10,-0.11109369625000005,0
2021-10-20,12,-0.05456831301562501,0
2021-10-21,12,-0.0368988525359375,0
2021-10-22,4,-0.020662499999999924,0
2021-10-23,8,-0.016116749999999947,0
2021-10-24,1,-0.01316201249999996,0
2021-10-25,10,0.98890630375,0
2021-10-26,13,-0.10956831301562506,4
2021-10-27,11,1.9466011474640625,1
2021-10-28,14,-0.2285000000000002,1
2021-10-29,18,-0.1106625,0
2021-10-30,7,-0.07311675,0
2021-10-31,3,-0.05448701249999981,0
2021-11-01,12,0.9566728037500002,0
2021-11-02,11,0.864107661984375,0
2021-11-03,1,-0.17558624503593753,1
2021-11-04,14,0.90736337396875,0
2021-11-05,7,-0.16596020507187498,17
2021-11-06,0,-0.08177924999999991,0
2021-11-07,1,-0.05777876249999993,0
2021-11-08,13,0.9550817912500001,9
2021-11-09,10,-0.136778759265625,11
2021-11-10,14,-0.07612917805156244,3
2021-11-11,11,0.9520074512140625,1
2021-11-12,16,-0.130230813015625,0
2021-11-13,7,-0.06951560253593746,0
2021-11-14,5,-0.041662012499999984,0
2021-11-15,6,-0.03175619624999989,3
2021-11-16,19,0.9743149369843751,0
2021-11-17,29,-0.12156086503593752,0
2021-11-18,22,-0.05609369625,0
2021-11-19,15,0.961931686984375,2
2021-11-20,5,0.8709386474640626,0
2021-11-21,7,-0.1611167500000001,0
2021-11-22,5,3.9133379875,0
2021-11-23,5,-0.46025619625000025,0
2021-11-24,13,-0.22634756301562498,0
2021-11-25,2,0.8483223849640625,0
2021-11-26,10,1.7930942912500003,0
2021-11-27,3,-0.33012900926562494,0
2021-11-28,6,-0.1891152155515624,0
2021-11-29,18,0.8695638624640627,0
2021-11-30,11,0.8042849979375002,0
2021-12-01,10,0.7760090773562501,0
2021-12-02,15,3.78908227875,0
2021-12-03,7,-0.5259182055156253,0
2021-12-04,6,-0.27281472856718747,0
2021-12-05,12,-0.18073896757187485,0
2021-12-06,10,-0.12302245874999956,0
2021-12-07,11,-0.09829102176562468,0
2021-12-08,15,-0.08170891180156226,0
2021-12-09,11,-0.062341950551562324,0
2021-12-10,2,-0.04667210459843738,0
2021-12-11,8,1.96640458985625,0
2021-12-12,5,-0.20000000000000018,0
2021-12-13,7,-0.09000000000000007,0
2021-12-14,20,-0.057000000000000044,0
2021-12-15,15,-0.04132499999999985,0
2021-12-16,9,-0.032233499999999894,0
2021-12-17,4,5.973675975,0
2021-12-18,3,-0.6221873925000004,0
2021-12-19,1,-0.2891366260312501,0
2021-12-20,2,-0.18779770507187507,0
2021-12-21,6,-0.12397499999999954,0
2021-12-22,3,-0.09670049999999969,0
2021-12-23,2,-0.07897207499999977,0
2021-12-24,4,2.9334378225,0
2021-12-25,0,-0.35740987809375013,0
2021-12-26,0,-0.18539311521562496,0
2021-12-27,5,2.9145,0
2021-12-28,6,0.6380125,0
2021-12-29,1,-0.28335025,0
2021-12-30,0,-0.1699860375,0
