,nuxt/nuxt,vercel/next.js,remix-run/remix
2020-12-01,1,8,0
2020-12-02,5,5,2
2020-12-03,0,1,1
2020-12-04,0,6,0
2020-12-05,0,0,2
2020-12-06,0,0,0
2020-12-07,8,5,0
2020-12-08,0,5,4
2020-12-09,0,5,1
2020-12-10,0,3,14
2020-12-11,0,1,9
2020-12-12,4,4,4
2020-12-13,0,0,3
2020-12-14,0,5,0
2020-12-15,0,0,0
2020-12-16,0,6,0
2020-12-17,0,5,18
2020-12-18,0,4,5
2020-12-19,0,0,5
2020-12-20,0,0,0
2020-12-21,0,3,0
2020-12-22,0,11,0
2020-12-23,0,0,0
2020-12-24,0,0,0
2020-12-25,0,1,0
2020-12-26,0,0,0
2020-12-27,0,2,0
2020-12-28,0,19,0
2020-12-29,0,13,0
2020-12-30,0,19,0
2020-12-31,0,13,0
2021-01-01,0,7,0
2021-01-02,0,2,0
2021-01-03,0,4,0
2021-01-04,0,36,0
2021-01-05,0,11,0
2021-01-06,0,19,3
2021-01-07,0,7,3
2021-01-08,0,0,1
2021-01-09,0,0,0
2021-01-10,0,1,0
2021-01-11,1,20,0
2021-01-12,1,2,6
2021-01-13,0,7,5
2021-01-14,0,6,15
2021-01-15,0,10,4
2021-01-16,0,1,0
2021-01-17,0,5,0
2021-01-18,6,4,0
2021-01-19,0,11,7
2021-01-20,17,5,1
2021-01-21,5,3,0
2021-01-22,11,8,3
2021-01-23,0,4,0
2021-01-24,4,3,0
2021-01-25,0,14,1
2021-01-26,0,16,1
2021-01-27,0,2,9
2021-01-28,0,2,13
2021-01-29,0,9,7
2021-01-30,1,2,2
2021-01-31,0,0,0
2021-02-01,1,5,3
2021-02-02,1,4,3
2021-02-03,1,7,5
2021-02-04,0,5,3
2021-02-05,2,6,9
2021-02-06,0,1,2
2021-02-07,0,5,0
2021-02-08,1,0,0
2021-02-09,2,5,9
2021-02-10,0,0,7
2021-02-11,0,5,8
2021-02-12,0,4,3
2021-02-13,0,0,0
2021-02-14,0,0,0
2021-02-15,0,2,2
2021-02-16,3,6,12
2021-02-17,6,3,1
2021-02-18,6,7,2
2021-02-19,5,6,0
2021-02-20,0,1,1
2021-02-21,0,1,0
2021-02-22,8,5,0
2021-02-23,0,3,3
2021-02-24,0,10,3
2021-02-25,0,6,6
2021-02-26,1,2,0
2021-02-27,0,3,0
2021-02-28,0,0,0
2021-03-01,1,7,0
2021-03-02,0,9,1
2021-03-03,0,8,0
2021-03-04,0,5,1
2021-03-05,2,4,2
2021-03-06,0,0,1
2021-03-07,0,1,0
2021-03-08,0,11,1
2021-03-09,0,7,11
2021-03-10,1,3,17
2021-03-11,0,3,3
2021-03-12,0,6,6
2021-03-13,0,0,2
2021-03-14,0,1,4
2021-03-15,0,8,0
2021-03-16,0,9,0
2021-03-17,4,5,0
2021-03-18,1,11,1
2021-03-19,0,10,0
2021-03-20,0,2,1
2021-03-21,0,0,0
2021-03-22,0,8,0
2021-03-23,0,11,0
2021-03-24,0,10,0
2021-03-25,0,1,5
2021-03-26,0,6,11
2021-03-27,0,0,8
2021-03-28,7,3,3
2021-03-29,2,12,3
2021-03-30,1,3,17
2021-03-31,0,4,5
2021-04-01,0,7,0
2021-04-02,4,7,0
2021-04-03,4,0,0
2021-04-04,19,2,0
2021-04-05,1,4,2
2021-04-06,13,6,0
2021-04-07,1,4,1
2021-04-08,2,8,1
2021-04-09,10,3,0
2021-04-10,0,0,0
2021-04-11,2,2,0
2021-04-12,7,10,0
2021-04-13,0,5,0
2021-04-14,0,5,2
2021-04-15,4,7,3
2021-04-16,4,4,0
2021-04-17,2,6,0
2021-04-18,4,6,0
2021-04-19,7,11,0
2021-04-20,12,34,2
2021-04-21,4,8,21
2021-04-22,0,9,6
2021-04-23,8,5,3
2021-04-24,0,1,0
2021-04-25,0,3,5
2021-04-26,0,3,2
2021-04-27,0,3,4
2021-04-28,12,8,11
2021-04-29,6,3,7
2021-04-30,0,7,2
2021-05-01,0,1,3
2021-05-02,0,0,1
2021-05-03,0,2,0
2021-05-04,0,1,3
2021-05-05,0,10,2
2021-05-06,1,5,2
2021-05-07,0,14,0
2021-05-08,0,0,3
2021-05-09,0,0,0
2021-05-10,0,14,6
2021-05-11,0,6,16
2021-05-12,0,6,6
2021-05-13,0,9,3
2021-05-14,0,10,0
2021-05-15,0,1,1
2021-05-16,0,5,0
2021-05-17,0,5,3
2021-05-18,0,8,0
2021-05-19,1,15,9
2021-05-20,4,3,0
2021-05-21,0,1,2
2021-05-22,0,3,0
2021-05-23,0,2,0
2021-05-24,8,7,6
2021-05-25,0,1,1
2021-05-26,3,2,0
2021-05-27,1,3,0
2021-05-28,0,6,1
2021-05-29,0,3,0
2021-05-30,0,0,0
2021-05-31,0,1,0
2021-06-01,0,4,0
2021-06-02,0,8,0
2021-06-03,1,8,0
2021-06-04,4,3,2
2021-06-05,0,3,1
2021-06-06,0,1,0
2021-06-07,4,15,0
2021-06-08,9,18,0
2021-06-09,0,17,0
2021-06-10,0,9,0
2021-06-11,0,15,0
2021-06-12,0,2,0
2021-06-13,0,3,0
2021-06-14,11,10,0
2021-06-15,0,13,0
2021-06-16,9,22,0
2021-06-17,3,17,1
2021-06-18,6,10,0
2021-06-19,0,0,0
2021-06-20,0,4,0
2021-06-21,2,4,0
2021-06-22,1,12,0
2021-06-23,0,6,0
2021-06-24,4,9,0
2021-06-25,2,7,0
2021-06-26,0,0,0
2021-06-27,0,0,0
2021-06-28,0,6,0
2021-06-29,1,5,0
2021-06-30,8,10,0
2021-07-01,2,13,0
2021-07-02,1,12,0
2021-07-03,0,0,0
2021-07-04,0,1,0
2021-07-05,0,2,0
2021-07-06,0,9,0
2021-07-07,2,10,0
2021-07-08,0,7,0
2021-07-09,0,7,0
2021-07-10,0,3,0
2021-07-11,0,2,0
2021-07-12,5,19,0
2021-07-13,0,5,0
2021-07-14,3,4,0
2021-07-15,11,8,0
2021-07-16,1,13,0
2021-07-17,0,0,0
2021-07-18,0,0,0
2021-07-19,1,9,0
2021-07-20,2,20,0
2021-07-21,2,5,0
2021-07-22,1,12,0
2021-07-23,5,11,0
2021-07-24,0,2,0
2021-07-25,0,9,0
2021-07-26,9,6,0
2021-07-27,1,10,0
2021-07-28,8,3,0
