,jetbrains/kotlin,apache/groovy,scala/scala
2012-05-05,4.953889350796874,1,13
2012-05-06,0.16707921514687563,0,9
2012-05-07,10.719276120453129,2,22
2012-05-08,2.5907338629609438,0,27
2012-05-09,-1.6303197686390578,6,12
2012-05-10,9.363974931468753,0,23
2012-05-11,29.913060257187503,7,16
2012-05-12,8.753258954696875,2,14
2012-05-13,-3.139072195784375,0,6
2012-05-14,-1.3758179923109366,4,14
2012-05-15,19.282838790800003,2,12
2012-05-16,7.632279728351564,1,12
2012-05-17,-0.9651963612828114,0,9
2012-05-18,15.987743137490625,10,19
2012-05-19,-1.2385435699468736,1,10
2012-05-20,-2.068113474654685,0,5
2012-05-21,14.76374254273125,13,9
2012-05-22,25.54312457569844,9,20
2012-05-23,20.790885390385938,3,20
2012-05-24,12.211035536073435,18,12
2012-05-25,16.708865438573437,12,14
2012-05-26,-1.6251327318531246,3,10
2012-05-27,-2.0782396716781224,13,3
2012-05-28,33.84948555492813,1,8
2012-05-29,13.768835934250003,7,0
2012-05-30,27.147669726237503,5,5
2012-05-31,35.91061645485313,1,2
2012-06-01,34.413446956585936,5,15
2012-06-02,1.6350513323109368,0,4
2012-06-03,-5.74442523855156,0,13
2012-06-04,20.28522282687657,3,2
2012-06-05,39.785448750151566,0,4
2012-06-06,6.144512056409377,2,11
2012-06-07,27.24532851781719,0,5
2012-06-08,34.02341220469375,4,51
2012-06-09,54.83382758433438,0,14
2012-06-10,-10.864351986665628,7,3
2012-06-11,-5.853524797859372,10,6
2012-06-12,1.9123607313750064,6,2
2012-06-13,33.215671043434384,1,15
2012-06-14,29.597005514914066,3,14
2012-06-15,47.84661340123125,0,13
2012-06-16,47.33315916892343,2,0
2012-06-17,-4.0093696739578135,0,5
2012-06-18,10.21923046523594,8,19
2012-06-19,22.090302860000005,12,19
2012-06-20,15.229607160656258,8,3
2012-06-21,2.464503300706255,0,7
2012-06-22,10.832315431357818,4,5
2012-06-23,-2.0376254309031205,0,4
2012-06-24,-3.4910848176171823,0,10
2012-06-25,17.76562702809219,5,6
2012-06-26,44.617208190982815,0,19
2012-06-27,0.20693181245156111,0,22
2012-06-28,22.765543526400002,1,8
2012-06-29,1.7158752495687493,0,2
2012-06-30,-2.690598769823434,0,3
2012-07-01,-2.529068329621872,0,6
2012-07-02,14.205948167392192,1,23
2012-07-03,42.975712482187504,0,7
2012-07-04,16.48623396328125,2,8
2012-07-05,23.296096250915625,8,14
2012-07-06,-0.9845543054234405,3,23
2012-07-07,31.026316094170316,0,7
2012-07-08,-6.047060480767186,0,6
2012-07-09,27.52125168246407,4,8
2012-07-10,29.365672426750002,7,10
2012-07-11,18.089851334456252,8,20
2012-07-12,-2.5165319197624996,11,15
2012-07-13,5.850168895470316,20,17
2012-07-14,0.2050055926296923,1,19
2012-07-15,-1.8295563557265573,0,1
2012-07-16,2.850896389992192,3,31
2012-07-17,-1.9440393847343715,4,19
2012-07-18,19.577436659589065,5,23
2012-07-19,43.96320792585156,6,28
2012-07-20,87.82374117203906,8,30
2012-07-21,-9.38089908780001,0,13
2012-07-22,-1.5025780361718777,0,7
2012-07-23,48.27777854559063,3,11
2012-07-24,2.3570950698859434,7,15
2012-07-25,26.901961528570318,4,16
2012-07-26,15.583269777921878,3,8
2012-07-27,11.017423650010944,0,13
2012-07-28,-2.250233893907808,4,6
2012-07-29,-1.295898971174994,0,14
2012-07-30,10.194123588564068,3,18
2012-07-31,32.60289782624219,0,12
2012-08-01,11.137539608673439,0,3
2012-08-02,10.282832553839063,0,19
2012-08-03,5.642469334454688,3,5
2012-08-04,11.43786818489219,0,15
2012-08-05,-3.7028053489593726,0,6
2012-08-06,25.77572689955938,0,24
2012-08-07,4.5514118456890635,1,22
2012-08-08,16.529227624720313,0,29
2012-08-09,24.792203168690627,0,19
2012-08-10,1.7702776616546885,0,14
2012-08-11,-3.6003028619453112,0,10
2012-08-12,-2.2958503205937473,0,7
2012-08-13,3.3238881044609423,1,12
2012-08-14,74.25698046931251,3,11
2012-08-15,9.137327774353121,1,10
2012-08-16,30.95669278811406,0,15
2012-08-17,25.69757349807812,0,12
2012-08-18,-7.43947866465156,0,8
2012-08-19,-4.260900030251559,2,6
2012-08-20,4.949104568750006,1,48
2012-08-21,27.79393904492188,4,10
