,ansible/ansible,cfengine/core,saltstack/salt
2012-03-05,17.0,2,17.0
2012-03-06,13.600000000000001,8,37.9
2012-03-07,6.239999999999999,14,1.3149999999999995
2012-03-08,2.6239999999999988,9,8.673500000000002
2012-03-09,18.3328,1,11.378737500000002
2012-03-10,14.506688,4,-0.7792317499999992
2012-03-11,4.552998399999998,0,1.9431545875000023
2012-03-12,7.712860159999997,9,1.6740377587500008
2012-03-13,7.556985855999999,7,9.284679493734377
2012-03-14,13.4508424192,4,14.440597386620311
2012-03-15,0.33037957119999994,5,8.940808336489061
2012-03-16,8.311898521599998,9,38.247810509728126
2012-03-17,-4.232325836799999,0,40.315042880982816
2012-03-18,16.0009044992,6,13.816538138206248
2012-03-19,-3.569006182399999,16,47.85389267001719
2012-03-20,4.032701747199999,2,16.644050683032816
2012-03-21,3.897332326400001,16,-5.285035999843746
2012-03-22,14.009185894400002,1,-11.667702851082808
2012-03-23,-0.8778403839999989,3,-5.037639519665625
2012-03-24,10.086979788799999,1,-9.280479577420314
2012-03-25,-3.1402551296,2,-0.6006957080937525
2012-03-26,5.9040084992,4,-6.96779417959219
2012-03-27,26.148957696,1,8.218360950329684
2012-03-28,6.930278092800002,12,19.065064327706246
2012-03-29,2.1216145407999987,3,11.289948420468747
2012-03-30,0.47715758079999926,3,-7.731689926492187
2012-03-31,36.5479574528,0,6.547366212517189
2012-04-01,-4.863567359999998,0,2.3809273986265627
2012-04-02,9.578009190399998,8,1.1097450236781246
2012-04-03,6.951914291199999,6,39.884294977373436
2012-04-04,13.1195684864,6,11.827259410065622
2012-04-05,1.998614528000001,5,4.0580318658187515
2012-04-06,-0.21848678400000132,6,1.4891005496046894
2012-04-07,-2.854094745600001,2,0.7340844448328134
2012-04-08,-3.4826374143999987,0,-2.5333946083843735
2012-04-09,-1.4491203583999992,3,5.524433345317188
2012-04-10,7.296470425600001,16,8.644130028546876
2012-04-11,4.955824025600002,3,4.3363717841687475
2012-04-12,10.826762854400002,5,-7.209900707412501
2012-04-13,21.558717952000002,2,2.913162974685937
2012-04-14,2.723190784,0,-0.412398088640626
2012-04-15,-4.374644326400002,0,-4.356143178429687
2012-04-16,4.851587379199998,5,8.586234302596875
2012-04-17,35.278737408,13,5.072072560667186
2012-04-18,9.9486882816,4,24.64797338545781
2012-04-19,33.2115912704,4,7.469545242823436
2012-04-20,-7.111901491200001,0,31.623228778709375
2012-04-21,7.226964582399997,1,3.6424853206593752
2012-04-22,5.1876586496,1,-6.786717877190622
2012-04-23,-0.0811381760000014,1,5.032049297585939
2012-04-24,28.369598873599998,3,8.501347753078125
2012-04-25,-2.4986355711999977,20,32.30259768678282
2012-04-26,14.916606054399999,2,4.521617188453124
2012-04-27,13.499168768000002,3,-8.25058037553125
2012-04-28,0.005333811199999872,0,-6.6984842418296875
2012-04-29,-6.406704742400001,0,6.372000600893749
2012-04-30,-3.9066347520000013,9,-0.914054302748438
2012-05-01,10.2652535808,2,17.73213080765156
2012-05-02,27.374492979200003,10,41.136399454209375
2012-05-03,3.969294950400002,3,-3.673956842862502
