,rails/rails,sinatra/sinatra,django/django
2008-05-01,18,0,0.0
2008-05-02,5,0,0.0
2008-05-03,1,0,0.0
2008-05-04,14,0,0.0
2008-05-05,29,0,1.0
2008-05-06,23,0,0.0
2008-05-07,41,1,0.0
2008-05-08,6,1,1.0
2008-05-09,12,0,0.0
2008-05-10,2,0,1.0
2008-05-11,26,0,0.0
2008-05-12,13,0,0.0
2008-05-13,15,1,1.0
2008-05-14,10,0,1.0
2008-05-15,8,0,1.0
2008-05-16,23,0,2.0
2008-05-17,11,0,1.0
2008-05-18,17,7,1.0
2008-05-19,22,3,0.0
2008-05-20,17,6,0.0
2008-05-21,23,1,0.0
2008-05-22,12,0,2.0
2008-05-23,4,0,0.0
2008-05-24,4,4,1.0
2008-05-25,9,0,0.0
2008-05-26,2,0,6.0
2008-05-27,4,0,0.0
2008-05-28,10,6,1.0
2008-05-29,9,0,9.0
2008-05-30,9,0,1.0
2008-05-31,25,0,1.0
2008-06-01,9,0,0.0
2008-06-02,10,0,1.0
2008-06-03,20,0,0.0
2008-06-04,7,1,0.0
2008-06-05,7,1,1.0
2008-06-06,9,0,8.0
2008-06-07,13,0,3.0
2008-06-08,17,2,10.0
2008-06-09,14,0,2.0
2008-06-10,8,0,1.0
2008-06-11,17,0,2.0
2008-06-12,9,0,7.0
2008-06-13,8,0,1.0
2008-06-14,4,0,3.0
2008-06-15,5,0,2.0
2008-06-16,7,0,22.0
2008-06-17,11,0,11.0
2008-06-18,3,0,12.0
2008-06-19,24,0,7.0
2008-06-20,10,0,5.0
2008-06-21,6,0,6.0
2008-06-22,9,2,2.0
2008-06-23,19,2,5.0
2008-06-24,4,0,2.0
2008-06-25,9,3,2.0
2008-06-26,5,0,27.0
2008-06-27,8,0,3.0
2008-06-28,12,0,1.0
2008-06-29,5,0,12.0
2008-06-30,0,0,20.0
2008-07-01,1,0,7.0
2008-07-02,14,0,8.0
2008-07-03,21,0,4.0
2008-07-04,14,0,1.0
2008-07-05,7,0,2.0
2008-07-06,9,0,11.0
2008-07-07,3,0,7.0
2008-07-08,6,0,8.0
2008-07-09,16,0,0.0
2008-07-10,1,0,2.0
2008-07-11,11,0,10.0
2008-07-12,11,0,11.0
2008-07-13,5,0,7.0
2008-07-14,23,0,1.0
2008-07-15,20,0,3.0
2008-07-16,29,0,2.0
2008-07-17,16,0,2.0
2008-07-18,11,0,13.0
2008-07-19,24,0,31.0
2008-07-20,7,0,9.0
2008-07-21,5,0,20.0
2008-07-22,6,0,20.0
2008-07-23,5,0,10.0
2008-07-24,5,0,3.0
2008-07-25,1,1,6.0
2008-07-26,1,0,20.0
2008-07-27,3,0,29.0
2008-07-28,14,0,5.0
2008-07-29,4,0,10.0
2008-07-30,6,0,14.0
2008-07-31,13,0,8.0
2008-08-01,3,0,23.0
2008-08-02,2,0,7.0
2008-08-03,4,0,10.0
2008-08-04,3,0,6.0
2008-08-05,4,0,11.0
2008-08-06,11,0,2.0
2008-08-07,6,0,2.0
2008-08-08,11,0,28.0
2008-08-09,3,0,21.0
2008-08-10,2,0,15.0
2008-08-11,1,0,21.0
2008-08-12,7,0,23.0
2008-08-13,17,0,4.0
2008-08-14,10,0,15.0
2008-08-15,6,0,43.0
2008-08-16,4,0,20.0
2008-08-17,3,0,12.0
2008-08-18,7,0,5.0
2008-08-19,14,0,10.0
2008-08-20,22,0,7.0
2008-08-21,17,0,8.0
2008-08-22,23,0,7.0
2008-08-23,13,0,34.0
2008-08-24,10,0,16.0
2008-08-25,12,0,40.0
2008-08-26,43,0,42.0
2008-08-27,11,0,36.0
2008-08-28,20,0,44.0
2008-08-29,45,0,41.0
2008-08-30,12,0,24.0
2008-08-31,13,21,28.0
2008-09-01,0,1,48.0
2008-09-02,14,0,47.0
2008-09-03,5,0,73.0
2008-09-04,19,0,4.0
2008-09-05,14,0,5.0
2008-09-06,0,0,6.0
2008-09-07,13,14,6.0
2008-09-08,12,8,2.0
2008-09-09,31,2,10.0
2008-09-10,35,0,9.0
2008-09-11,20,0,10.0
2008-09-12,7,0,3.0
2008-09-13,15,0,0.0
2008-09-14,13,0,13.0
2008-09-15,12,0,7.0
2008-09-16,8,0,13.0
2008-09-17,15,0,16.0
2008-09-18,13,0,4.0
2008-09-19,1,0,2.0
2008-09-20,12,0,1.0
2008-09-21,30,0,3.0
2008-09-22,19,0,4.0
2008-09-23,8,0,0.0
2008-09-24,6,0,0.0
2008-09-25,3,1,0.0
2008-09-26,9,0,0.0
2008-09-27,4,1,3.0
2008-09-28,11,0,5.0
2008-09-29,4,0,1.0
2008-09-30,6,0,5.0
2008-10-01,3,0,1.0
2008-10-02,0,0,1.0
2008-10-03,5,0,0.0
2008-10-04,23,0,1.0
2008-10-05,8,0,22.0
2008-10-06,7,0,14.0
2008-10-07,9,0,7.0
