,elastic/elasticsearch,blevesearch/bleve,apache/solr
2018-08-01,24,0,14
2018-08-02,19,1,6
2018-08-03,29,0,7
2018-08-04,1,0,3
2018-08-05,1,0,3
2018-08-06,23,0,5
2018-08-07,24,0,7
2018-08-08,16,0,10
2018-08-09,19,2,5
2018-08-10,26,3,9
2018-08-11,1,2,6
2018-08-12,0,0,0
2018-08-13,18,5,7
2018-08-14,19,4,6
2018-08-15,24,5,8
2018-08-16,24,2,9
2018-08-17,24,0,7
2018-08-18,7,1,3
2018-08-19,0,3,1
2018-08-20,29,0,7
2018-08-21,30,0,0
2018-08-22,23,0,1
2018-08-23,22,3,5
2018-08-24,26,0,4
2018-08-25,3,0,0
2018-08-26,5,0,1
2018-08-27,23,2,8
2018-08-28,28,1,7
2018-08-29,25,1,6
2018-08-30,27,0,11
2018-08-31,36,0,3
2018-09-01,4,2,5
2018-09-02,6,0,0
2018-09-03,19,0,5
2018-09-04,20,0,9
2018-09-05,31,3,17
2018-09-06,23,6,14
2018-09-07,26,0,9
2018-09-08,7,0,2
2018-09-09,10,0,0
2018-09-10,20,3,11
2018-09-11,20,0,8
2018-09-12,28,2,4
2018-09-13,24,0,4
2018-09-14,31,0,2
2018-09-15,3,0,1
2018-09-16,4,0,2
2018-09-17,28,0,8
2018-09-18,33,0,1
2018-09-19,32,0,7
2018-09-20,32,0,7
2018-09-21,12,0,5
2018-09-22,8,0,2
2018-09-23,0,0,3
2018-09-24,24,0,4
2018-09-25,27,0,6
2018-09-26,26,0,2
2018-09-27,20,0,5
2018-09-28,30,0,2
2018-09-29,3,0,0
2018-09-30,5,0,0
2018-10-01,14,0,5
2018-10-02,33,0,3
2018-10-03,21,0,8
2018-10-04,22,0,10
2018-10-05,23,1,3
2018-10-06,6,0,1
2018-10-07,0,0,1
2018-10-08,7,0,4
2018-10-09,1,0,9
2018-10-10,4,0,8
2018-10-11,4,0,5
2018-10-12,6,0,1
2018-10-13,1,0,0
2018-10-14,4,0,2
2018-10-15,20,4,8
2018-10-16,32,1,10
2018-10-17,26,0,5
2018-10-18,22,1,7
2018-10-19,34,1,1
2018-10-20,16,0,1
2018-10-21,3,0,0
2018-10-22,19,0,6
2018-10-23,44,0,5
2018-10-24,37,1,11
2018-10-25,36,1,4
2018-10-26,38,0,7
2018-10-27,3,1,1
2018-10-28,3,0,5
2018-10-29,31,1,4
2018-10-30,35,0,2
2018-10-31,24,0,3
2018-11-01,27,0,1
2018-11-02,26,1,10
2018-11-03,2,0,2
2018-11-04,2,0,2
2018-11-05,21,1,3
2018-11-06,30,1,8
2018-11-07,26,0,16
2018-11-08,39,2,8
2018-11-09,17,1,9
2018-11-10,3,0,2
2018-11-11,1,0,1
2018-11-12,19,0,5
2018-11-13,29,0,4
2018-11-14,26,7,0
2018-11-15,24,0,2
2018-11-16,23,0,7
2018-11-17,3,0,2
2018-11-18,1,0,1
2018-11-19,23,2,6
2018-11-20,24,0,4
2018-11-21,39,0,6
2018-11-22,13,5,2
2018-11-23,15,0,1
2018-11-24,3,0,0
2018-11-25,1,0,1
2018-11-26,30,2,3
2018-11-27,41,1,7
2018-11-28,30,0,3
2018-11-29,38,0,1
2018-11-30,32,1,6
2018-12-01,5,0,12
2018-12-02,2,0,4
2018-12-03,22,2,8
2018-12-04,23,3,12
2018-12-05,38,8,1
2018-12-06,28,9,6
2018-12-07,38,0,7
2018-12-08,4,0,0
2018-12-09,7,2,3
2018-12-10,27,1,33
2018-12-11,38,5,30
2018-12-12,27,2,12
2018-12-13,29,2,9
2018-12-14,33,0,16
2018-12-15,3,0,2
2018-12-16,2,0,4
2018-12-17,29,3,3
2018-12-18,42,1,6
2018-12-19,52,0,0
2018-12-20,24,0,4
2018-12-21,17,0,2
2018-12-22,5,0,0
2018-12-23,9,0,0
2018-12-24,6,0,0
2018-12-25,0,0,0
2018-12-26,0,0,1
2018-12-27,8,0,1
2018-12-28,11,0,4
2018-12-29,0,0,0
2018-12-30,0,0,0
2018-12-31,7,0,2
2019-01-01,1,0,1
2019-01-02,23,0,8
2019-01-03,25,0,8
2019-01-04,19,5,3
2019-01-05,2,1,4
2019-01-06,1,0,2
2019-01-07,32,1,6
2019-01-08,21,2,7
2019-01-09,36,1,6
2019-01-10,30,0,3
2019-01-11,35,2,1
2019-01-12,3,0,1
2019-01-13,3,0,1
2019-01-14,22,1,2
2019-01-15,43,1,5
2019-01-16,23,4,3
2019-01-17,20,0,7
2019-01-18,29,0,7
2019-01-19,2,0,3
2019-01-20,3,0,7
2019-01-21,22,5,4
2019-01-22,30,2,5
2019-01-23,32,1,4
2019-01-24,46,0,6
2019-01-25,45,0,6
2019-01-26,6,0,3
2019-01-27,6,0,2
2019-01-28,25,0,6
2019-01-29,32,2,3
2019-01-30,46,4,8
2019-01-31,43,1,4
2019-02-01,56,13,6
2019-02-02,10,0,2
2019-02-03,8,0,1
2019-02-04,37,2,0
2019-02-05,50,2,1
2019-02-06,19,4,6
2019-02-07,0,0,3
2019-02-08,18,0,9
2019-02-09,8,0,1
2019-02-10,1,0,1
2019-02-11,32,2,2
2019-02-12,25,2,3
2019-02-13,15,1,3
2019-02-14,21,4,6
2019-02-15,38,0,3
2019-02-16,8,0,0
2019-02-17,1,0,1
2019-02-18,27,0,3
2019-02-19,35,1,4
2019-02-20,38,1,5
2019-02-21,20,0,4
2019-02-22,22,1,4
2019-02-23,2,0,1
2019-02-24,0,0,2
2019-02-25,24,1,7
2019-02-26,17,1,6
2019-02-27,31,1,4
2019-02-28,17,0,6
2019-03-01,17,0,4
2019-03-02,3,0,0
2019-03-03,1,1,0
2019-03-04,35,1,11
2019-03-05,26,0,7
2019-03-06,19,0,2
2019-03-07,20,1,8
2019-03-08,23,0,3
2019-03-09,3,0,2
2019-03-10,3,0,2
2019-03-11,18,0,5
2019-03-12,22,2,9
2019-03-13,17,2,1
2019-03-14,21,0,10
2019-03-15,27,1,9
2019-03-16,5,0,0
2019-03-17,5,0,0
2019-03-18,23,0,3
2019-03-19,23,2,7
2019-03-20,28,3,2
2019-03-21,28,0,2
2019-03-22,18,3,1
2019-03-23,10,0,0
2019-03-24,0,0,1
2019-03-25,9,3,5
2019-03-26,28,4,4
2019-03-27,38,6,8
2019-03-28,30,1,2
2019-03-29,24,1,0
2019-03-30,6,0,3
2019-03-31,1,0,2
2019-04-01,26,2,3
2019-04-02,22,4,5
2019-04-03,22,4,8
2019-04-04,27,1,4
2019-04-05,24,1,12
2019-04-06,3,0,1
2019-04-07,5,0,0
2019-04-08,32,4,3
2019-04-09,25,1,4
2019-04-10,25,0,8
2019-04-11,17,0,4
2019-04-12,16,0,9
2019-04-13,0,0,3
2019-04-14,2,0,1
2019-04-15,14,0,7
2019-04-16,21,0,2
2019-04-17,23,0,4
2019-04-18,23,0,6
2019-04-19,23,0,13
2019-04-20,3,0,4
2019-04-21,0,0,3
2019-04-22,12,0,5
2019-04-23,18,0,3
2019-04-24,16,1,3
2019-04-25,22,4,3
2019-04-26,19,0,1
2019-04-27,3,0,1
2019-04-28,1,0,4
2019-04-29,17,0,4
2019-04-30,20,0,7
2019-05-01,20,1,8
2019-05-02,21,0,6
2019-05-03,15,0,1
2019-05-04,5,0,1
2019-05-05,1,0,0
2019-05-06,22,1,4
2019-05-07,25,0,5
2019-05-08,27,3,8
2019-05-09,36,2,5
2019-05-10,25,4,5
2019-05-11,0,0,0
2019-05-12,2,0,1
2019-05-13,1,0,4
2019-05-14,9,0,6
2019-05-15,8,0,3
2019-05-16,7,0,6
