,carla-simulator/carla,apolloauto/apollo,commaai/openpilot
2021-08-04,0,0.0,11
2021-08-05,0,12.0,8
2021-08-06,1,-6.0,6
2021-08-07,2,-1.5,1
2021-08-08,0,-0.75,2
2021-08-09,0,1.53125,4
2021-08-10,3,1.671875,6
2021-08-11,0,0.00390625,4
2021-08-12,0,2.306640625,9
2021-08-13,0,7.3272705078125,9
2021-08-14,0,-5.92779541015625,0
2021-08-15,0,-1.701171875,2
2021-08-16,0,1.0703125,5
2021-08-17,0,-0.61553955078125,6
2021-08-18,0,-0.19879150390625,10
2021-08-19,0,-0.0784454345703125,13
2021-08-20,0,-0.000946044921875,10
2021-08-21,0,-0.955810546875,3
2021-08-22,0,-0.404022216796875,6
2021-08-23,0,-0.181640625,5
2021-08-24,0,-0.12921142578125,5
2021-08-25,0,-0.098876953125,4
2021-08-26,0,-0.0606231689453125,5
2021-08-27,0,-0.0401153564453125,2
2021-08-28,0,-0.0240020751953125,4
2021-08-29,0,-0.0109100341796875,3
2021-08-30,2,0.0,15
2021-08-31,0,1.0,22
2021-09-01,0,1.5,13
2021-09-02,3,3.875,11
2021-09-03,0,-2.8125,7
2021-09-04,0,0.2109375,4
2021-09-05,0,-0.91796875,0
2021-09-06,0,0.6044921875,11
2021-09-07,0,-0.75634765625,20
2021-09-08,0,-0.311920166015625,9
2021-09-09,6,0.7924957275390625,6
2021-09-10,0,0.3531494140625,8
2021-09-11,0,0.2769927978515625,4
2021-09-12,0,-0.721099853515625,8
2021-09-13,0,-0.2535858154296875,6
2021-09-14,0,0.858001708984375,19
2021-09-15,1,-0.5978240966796875,9
2021-09-16,20,-0.18896484375,11
2021-09-17,0,-0.112213134765625,10
2021-09-18,0,-0.0791778564453125,5
2021-09-19,0,-0.0513458251953125,10
2021-09-20,2,-0.0314178466796875,4
2021-09-21,0,-0.01611328125,10
2021-09-22,0,-0.013092041015625,7
2021-09-23,0,-0.0109100341796875,15
2021-09-24,0,0.0,14
2021-09-25,0,0.0,4
2021-09-26,0,0.0,0
2021-09-27,0,0.0,4
2021-09-28,3,0.0,12
2021-09-29,0,0.0,13
2021-09-30,0,0.0,7
2021-10-01,0,0.0,8
2021-10-02,0,0.0,2
2021-10-03,0,0.0,2
2021-10-04,1,0.0,20
2021-10-05,5,0.0,7
2021-10-06,0,0.0,7
2021-10-07,0,0.0,24
2021-10-08,0,0.0,11
2021-10-09,0,1.0,4
2021-10-10,0,-0.5,10
2021-10-11,1,-0.125,10
2021-10-12,0,0.9375,11
2021-10-13,0,-0.5390625,8
2021-10-14,0,-0.15234375,13
2021-10-15,0,-0.0830078125,11
2021-10-16,0,-0.05517578125,9
2021-10-17,0,-0.040435791015625,2
2021-10-18,6,0.9685821533203125,15
2021-10-19,0,-0.51611328125,10
2021-10-20,0,-0.138092041015625,12
2021-10-21,0,-0.0734100341796875,12
2021-10-22,0,-0.0390625,4
2021-10-23,0,-0.02734375,8
2021-10-24,0,-0.0205078125,1
2021-10-25,0,0.98388671875,10
2021-10-26,4,-0.513092041015625,13
2021-10-27,1,1.8640899658203125,11
2021-10-28,1,-1.0625,14
2021-10-29,0,-0.2890625,18
2021-10-30,0,-0.15234375,7
2021-10-31,0,-0.0986328125,3
2021-11-01,0,0.92919921875,12
2021-11-02,0,0.445892333984375,11
2021-11-03,1,-0.6681365966796875,1
2021-11-04,0,0.78631591796875,14
2021-11-05,17,-0.623382568359375,7
2021-11-06,0,-0.19140625,0
2021-11-07,0,-0.1103515625,1
2021-11-08,9,0.92431640625,13
2021-11-09,11,-0.556549072265625,10
2021-11-10,3,-0.1695098876953125,14
2021-11-11,1,0.9104766845703125,11
2021-11-12,0,-0.552154541015625,16
2021-11-13,0,-0.1632537841796875,7
2021-11-14,0,-0.0830078125,5
2021-11-15,3,-0.05517578125,6
2021-11-16,0,0.959564208984375,19
2021-11-17,0,-0.5314178466796875,29
2021-11-18,0,-0.14111328125,22
2021-11-19,2,0.924407958984375,15
2021-11-20,0,0.4500274658203125,5
2021-11-21,0,-0.65234375,7
2021-11-22,0,3.7919921875,5
2021-11-23,0,-2.11767578125,5
2021-11-24,0,-0.579498291015625,13
2021-11-25,0,0.6912384033203125,2
2021-11-26,0,1.30712890625,10
2021-11-27,0,-1.263580322265625,3
2021-11-28,0,-0.4185333251953125,6
2021-11-29,0,0.7605743408203125,18
2021-11-30,0,0.3421630859375,11
2021-12-01,0,0.25616455078125,10
2021-12-02,0,3.25537109375,15
2021-12-03,0,-2.271881103515625,7
2021-12-04,0,-0.6660003662109375,6
2021-12-05,0,-0.358734130859375,12
2021-12-06,0,-0.22021484375,10
2021-12-07,0,-0.159088134765625,11
2021-12-08,0,-0.1221466064453125,15
2021-12-09,0,-0.0884552001953125,11
2021-12-10,0,-0.0632781982421875,2
2021-12-11,0,1.95635986328125,8
2021-12-12,0,-1.0,5
2021-12-13,0,-0.25,7
2021-12-14,0,-0.125,20
2021-12-15,0,-0.078125,15
2021-12-16,0,-0.0546875,9
2021-12-17,0,5.958984375,4
2021-12-18,0,-3.0322265625,3
2021-12-19,0,-0.77618408203125,1
2021-12-20,0,-0.396820068359375,2
2021-12-21,0,-0.234375,6
2021-12-22,0,-0.1640625,3
2021-12-23,0,-0.123046875,2
2021-12-24,0,2.9033203125,4
2021-12-25,0,-1.57855224609375,0
2021-12-26,0,-0.440460205078125,0
2021-12-27,0,2.8125,5
2021-12-28,0,-0.6171875,6
2021-12-29,0,-0.95703125,1
2021-12-30,0,-0.3740234375,0
2021-12-31,0,-0.22802734375,1
2022-01-01,0,-0.160369873046875,5
2022-01-02,0,-0.1215972900390625,8
2022-01-03,0,-0.06884765625,11
2022-01-04,0,-0.055389404296875,40
2022-01-05,0,-0.0458221435546875,13
2022-01-06,0,-0.0109100341796875,8
2022-01-07,0,0.0,8
2022-01-08,0,0.0,2
2022-01-09,0,0.0,2
2022-01-10,0,0.0,16
2022-01-11,7,0.0,7
2022-01-12,0,0.0,11
2022-01-13,0,0.0,13
2022-01-14,0,1.0,22
2022-01-15,0,-0.5,3
2022-01-16,0,-0.125,2
2022-01-17,0,-0.0625,8
2022-01-18,0,-0.0390625,9
2022-01-19,0,-0.02734375,8
2022-01-20,0,-0.0205078125,6
2022-01-21,0,-0.01611328125,5
2022-01-22,0,-0.013092041015625,6
2022-01-23,0,-0.0109100341796875,0
2022-01-24,0,0.0,7
2022-01-25,0,0.0,12
2022-01-26,0,0.0,8
2022-01-27,0,0.0,16
2022-01-28,0,0.0,15
2022-01-29,0,0.0,3
2022-01-30,0,0.0,7
2022-01-31,0,0.0,5
2022-02-01,0,0.0,4
2022-02-02,0,0.0,2
2022-02-03,7,0.0,5
2022-02-04,0,0.0,1
2022-02-05,0,0.0,5
2022-02-06,0,0.0,5
2022-02-07,0,0.0,4
2022-02-08,16,0.0,4
2022-02-09,0,0.0,6
2022-02-10,0,0.0,9
2022-02-11,0,0.0,11
2022-02-12,0,0.0,1
2022-02-13,0,0.0,1
2022-02-14,0,1.0,3
2022-02-15,0,-0.5,5
2022-02-16,0,-0.125,6
2022-02-17,0,0.9375,4
2022-02-18,3,2.4609375,2
2022-02-19,0,-1.65234375,4
2022-02-20,0,-0.4580078125,5
2022-02-21,0,5.75732421875,9
2022-02-22,0,-1.157623291015625,10
2022-02-23,0,2.1365509033203125,13
2022-02-24,0,-2.70263671875,4
2022-02-25,0,0.079193115234375,3
2022-02-26,0,-1.0423736572265625,1
2022-02-27,0,1.5082855224609375,2
2022-02-28,0,-1.3095703125,8
2022-03-01,0,0.51812744140625,2
2022-03-02,0,-0.808441162109375,8
2022-03-03,1,-0.297821044921875,5
2022-03-04,0,-0.17694091796875,1
2022-03-05,0,-0.093170166015625,3
2022-03-06,0,0.9295196533203125,1
2022-03-07,1,1.45330810546875,9
2022-03-08,1,-1.162933349609375,5
2022-03-09,0,1.674407958984375,5
2022-03-10,15,-1.1749725341796875,3
2022-03-11,0,0.64453125,6
2022-03-12,0,0.2998046875,2
2022-03-13,0,4.23974609375,2
2022-03-14,0,-1.787506103515625,14
2022-03-15,0,5.6953277587890625,2
2022-03-16,2,-3.057952880859375,6
2022-03-17,0,-1.70684814453125,10
2022-03-18,0,-0.796722412109375,7
2022-03-19,0,0.504974365234375,4
2022-03-20,0,0.1444549560546875,3
2022-03-21,0,0.1116180419921875,4
2022-03-22,0,2.1115570068359375,7
2022-03-23,0,-1.8452301025390625,6
2022-03-24,0,2.4066314697265625,3
2022-03-25,0,-1.7853240966796875,8
2022-03-26,0,0.44384765625,8
2022-03-27,0,-0.819244384765625,4
2022-03-28,2,0.6561737060546875,5
2022-03-29,0,-0.7168731689453125,2
2022-03-30,0,0.7242279052734375,11
2022-03-31,3,0.3290863037109375,6
2022-04-01,0,-0.723846435546875,9
2022-04-02,0,-0.2636871337890625,3
2022-04-03,0,-0.135162353515625,1
2022-04-04,1,-0.0934295654296875,6
2022-04-05,5,-0.060943603515625,19
2022-04-06,2,3.9524688720703125,12
2022-04-07,0,1.970794677734375,13
2022-04-08,0,-1.5240020751953125,2
2022-04-09,0,-1.2609100341796875,2
2022-04-10,0,-0.53125,1
2022-04-11,0,-0.328125,7
2022-04-12,2,0.76953125,6
2022-04-13,1,3.326171875,8
2022-04-14,5,-2.2623291015625,6
2022-04-15,0,-0.67462158203125,7
2022-04-16,0,-0.345794677734375,4
2022-04-17,0,-0.1945037841796875,0
2022-04-18,0,-0.1298828125,8
2022-04-19,0,0.90185546875,18
2022-04-20,1,1.422454833984375,19
2022-04-21,0,1.8117218017578125,8
2022-04-22,0,-1.85614013671875,8
2022-04-23,0,0.4609375,2
2022-04-24,0,4.20703125,4
2022-04-25,0,0.1826171875,7
2022-04-26,16,-0.32666015625,9
2022-04-27,1,3.166595458984375,13
2022-04-28,0,-1.2455902099609375,7
2022-04-29,1,-2.08551025390625,16
2022-04-30,0,-0.8740386962890625,4
2022-05-01,0,-0.530181884765625,0
2022-05-02,1,0.6194305419921875,9
2022-05-03,0,0.2167205810546875,10
2022-05-04,1,0.1945037841796875,12
2022-05-05,4,0.1929931640625,6
2022-05-06,0,-0.8072967529296875,15
2022-05-07,0,-0.275726318359375,5
2022-05-08,0,-0.1494140625,1
2022-05-09,1,0.89697265625,9
2022-05-10,0,3.422943115234375,6
2022-05-11,0,0.8143768310546875,5
2022-05-12,0,-2.1026153564453125,20
2022-05-13,3,-0.6880645751953125,16
2022-05-14,0,-0.3820037841796875,5
2022-05-15,0,-0.2470703125,4
2022-05-16,1,0.81982421875,20
2022-05-17,3,0.360931396484375,14
2022-05-18,1,6.2633819580078125,13
2022-05-19,0,-1.770416259765625,8
2022-05-20,0,-2.0092926025390625,7
2022-05-21,0,1.24609375,3
2022-05-22,0,1.5537109375,1
2022-05-23,0,-1.05615234375,8
2022-05-24,1,0.772552490234375,11
2022-05-25,0,0.4315643310546875,9
2022-05-26,2,-1.6191558837890625,5
2022-05-27,0,-0.6396636962890625,6
2022-05-28,0,-0.346038818359375,1
2022-05-29,0,-0.22784423828125,0
2022-05-30,0,-0.17291259765625,6
2022-05-31,0,-0.1190643310546875,3
2022-06-01,2,-0.0693206787109375,8
2022-06-02,1,0.951995849609375,12
2022-06-03,1,1.478179931640625,19
2022-06-04,0,1.875,6
2022-06-05,0,-0.8125,0
2022-06-06,0,-0.0390625,4
2022-06-07,0,4.08203125,5
2022-06-08,0,-0.8798828125,9
2022-06-09,0,-0.86572265625,11
2022-06-10,0,-0.235748291015625,10
2022-06-11,0,-1.0785980224609375,10
2022-06-12,0,3.49993896484375,8
2022-06-13,0,0.6792755126953125,14
2022-06-14,0,-1.2119903564453125,7
2022-06-15,0,1.7185516357421875,17
2022-06-16,0,0.9138946533203125,11
2022-06-17,0,-2.215087890625,11
2022-06-18,0,-0.7896270751953125,0
2022-06-19,0,-0.4689178466796875,8
2022-06-20,0,3.6795654296875,6
2022-06-21,40,-1.242584228515625,14
2022-06-22,1,3.8443145751953125,13
2022-06-23,0,-1.9735260009765625,3
2022-06-24,0,-1.4157562255859375,8
2022-06-25,0,-0.6186676025390625,1
2022-06-26,0,-0.3671875,0
2022-06-27,0,7.7392578125,10
2022-06-28,0,0.8016357421875,11
2022-06-29,0,3.342193603515625,5
2022-06-30,0,0.2825164794921875,20
2022-07-01,3,-1.0676422119140625,12
2022-07-02,0,0.0125274658203125,2
2022-07-03,0,2.23828125,0
2022-07-04,0,0.3193359375,3
2022-07-05,0,6.604736328125,6
2022-07-06,1,-4.379791259765625,11
2022-07-07,0,4.9343719482421875,19
2022-07-08,0,-5.4196624755859375,25
2022-07-09,0,-0.8697052001953125,9
2022-07-10,0,-0.5861663818359375,0
2022-07-11,0,-0.3599090576171875,6
2022-07-12,8,0.7846832275390625,13
2022-07-13,0,2.402587890625,19
2022-07-14,0,2.356903076171875,9
2022-07-15,0,-0.338470458984375,4
2022-07-16,0,5.3956298828125,0
2022-07-17,0,5.051849365234375,0
2022-07-18,0,-4.5733184814453125,2
2022-07-19,1,4.8578338623046875,20
2022-07-20,1,-5.4736175537109375,8
2022-07-21,13,0.049346923828125,16
2022-07-22,10,5.826934814453125,10
2022-07-23,0,-4.0449981689453125,5
2022-07-24,0,5.8166351318359375,2
2022-07-25,10,-1.11761474609375,15
2022-07-26,0,-1.693878173828125,4
2022-07-27,13,0.574615478515625,5
2022-07-28,1,9.3765869140625,7
2022-07-29,3,-3.05059814453125,3
2022-07-30,0,-4.181732177734375,0
2022-07-31,0,-1.733184814453125,4
2022-08-01,2,5.9781036376953125,6
2022-08-02,0,12.7822265625,13
2022-08-03,0,4.1513671875,5
