,strapi/strapi,TryGhost/Ghost,decaporg/decap-cms
2020-07-14,1,4,2
2020-07-15,13,10,5
2020-07-16,41,16,4
2020-07-17,5,10,0
2020-07-18,7,0,0
2020-07-19,0,0,0
2020-07-20,16,20,0
2020-07-21,2,42,2
2020-07-22,11,29,0
2020-07-23,12,17,3
2020-07-24,8,27,0
2020-07-25,4,0,0
2020-07-26,3,4,4
2020-07-27,11,6,4
2020-07-28,9,11,2
2020-07-29,16,10,0
2020-07-30,4,11,0
2020-07-31,4,1,0
2020-08-01,0,0,0
2020-08-02,0,0,1
2020-08-03,13,13,0
2020-08-04,19,30,1
2020-08-05,8,8,0
2020-08-06,4,6,1
2020-08-07,21,13,0
2020-08-08,2,0,0
2020-08-09,0,6,0
2020-08-10,11,30,1
2020-08-11,10,56,0
2020-08-12,18,11,0
2020-08-13,7,20,1
2020-08-14,7,5,0
2020-08-15,1,0,0
2020-08-16,0,0,2
2020-08-17,4,16,1
2020-08-18,1,31,0
2020-08-19,1,8,0
2020-08-20,2,16,11
2020-08-21,1,17,0
2020-08-22,0,1,0
2020-08-23,1,0,0
2020-08-24,0,20,0
2020-08-25,7,16,0
2020-08-26,10,12,1
2020-08-27,6,18,3
2020-08-28,11,5,0
2020-08-29,0,0,0
2020-08-30,1,0,2
2020-08-31,7,17,2
2020-09-01,2,14,2
2020-09-02,7,23,0
2020-09-03,13,10,1
2020-09-04,8,13,0
2020-09-05,2,0,0
2020-09-06,0,0,2
2020-09-07,1,13,0
2020-09-08,5,18,5
2020-09-09,2,5,3
2020-09-10,0,9,0
2020-09-11,1,6,0
2020-09-12,0,0,0
2020-09-13,0,0,2
2020-09-14,10,11,0
2020-09-15,4,16,1
2020-09-16,4,18,0
2020-09-17,2,16,0
2020-09-18,2,30,0
2020-09-19,0,0,0
2020-09-20,0,0,7
2020-09-21,3,15,0
2020-09-22,87,26,0
2020-09-23,16,16,0
2020-09-24,13,30,0
2020-09-25,9,2,0
2020-09-26,0,0,0
2020-09-27,0,0,0
2020-09-28,5,22,2
2020-09-29,9,10,1
2020-09-30,7,15,0
2020-10-01,12,24,0
2020-10-02,32,36,0
2020-10-03,1,0,0
2020-10-04,3,1,2
2020-10-05,33,10,0
2020-10-06,14,8,1
2020-10-07,12,0,0
2020-10-08,22,4,0
2020-10-09,11,8,0
2020-10-10,3,0,0
2020-10-11,2,0,2
2020-10-12,25,5,8
2020-10-13,8,13,0
2020-10-14,25,18,1
2020-10-15,13,10,5
2020-10-16,17,19,0
2020-10-17,0,2,0
2020-10-18,0,0,0
2020-10-19,7,14,0
2020-10-20,5,12,1
2020-10-21,5,13,2
2020-10-22,22,3,1
2020-10-23,12,10,0
2020-10-24,0,0,0
2020-10-25,0,0,7
2020-10-26,10,7,2
2020-10-27,10,21,0
2020-10-28,7,16,0
2020-10-29,11,26,0
2020-10-30,3,3,0
2020-10-31,3,0,0
2020-11-01,0,1,0
2020-11-02,17,15,4
2020-11-03,25,16,0
2020-11-04,10,16,0
2020-11-05,3,25,1
2020-11-06,11,10,0
2020-11-07,1,0,0
2020-11-08,1,0,4
2020-11-09,24,5,1
2020-11-10,16,21,0
2020-11-11,2,8,0
2020-11-12,4,3,0
2020-11-13,2,9,0
2020-11-14,0,0,0
2020-11-15,0,0,0
2020-11-16,16,10,0
2020-11-17,5,22,0
2020-11-18,6,8,1
2020-11-19,11,22,0
2020-11-20,4,15,0
2020-11-21,0,0,0
2020-11-22,0,1,0
2020-11-23,4,41,0
2020-11-24,1,12,1
2020-11-25,14,30,0
2020-11-26,7,7,9
2020-11-27,2,0,0
2020-11-28,0,0,0
2020-11-29,0,0,0
2020-11-30,7,12,9
2020-12-01,2,14,0
2020-12-02,4,18,0
2020-12-03,2,8,0
2020-12-04,10,12,0
2020-12-05,0,0,0
2020-12-06,0,0,3
2020-12-07,9,19,0
2020-12-08,10,15,0
2020-12-09,5,22,0
2020-12-10,11,24,0
2020-12-11,16,12,0
2020-12-12,0,0,0
2020-12-13,1,0,4
2020-12-14,12,12,0
2020-12-15,0,0,3
2020-12-16,16,11,0
2020-12-17,17,1,1
2020-12-18,10,3,0
2020-12-19,0,1,0
2020-12-20,0,0,2
2020-12-21,6,2,0
2020-12-22,5,0,0
2020-12-23,0,1,4
2020-12-24,0,0,0
2020-12-25,0,1,0
2020-12-26,0,0,0
2020-12-27,0,0,0
2020-12-28,27,0,0
2020-12-29,0,0,0
2020-12-30,0,0,0
2020-12-31,0,0,0
2021-01-01,0,1,0
2021-01-02,0,0,0
2021-01-03,0,0,0
2021-01-04,11,7,3
2021-01-05,3,12,5
2021-01-06,3,8,0
2021-01-07,6,8,1
2021-01-08,29,7,0
2021-01-09,0,1,0
2021-01-10,1,0,0
2021-01-11,7,1,1
2021-01-12,14,14,1
2021-01-13,11,17,2
2021-01-14,7,15,2
2021-01-15,1,17,0
2021-01-16,0,0,0
2021-01-17,0,0,0
2021-01-18,7,15,1
2021-01-19,0,15,4
2021-01-20,3,2,0
2021-01-21,6,8,0
2021-01-22,8,11,0
2021-01-23,0,0,0
2021-01-24,0,1,0
2021-01-25,16,15,1
2021-01-26,16,18,3
2021-01-27,4,8,1
2021-01-28,17,3,0
2021-01-29,25,1,3
2021-01-30,0,0,0
2021-01-31,0,0,0
2021-02-01,14,9,6
2021-02-02,16,81,0
2021-02-03,14,12,3
2021-02-04,2,16,0
2021-02-05,5,21,1
2021-02-06,0,0,0
2021-02-07,0,3,8
2021-02-08,6,24,2
2021-02-09,30,42,3
2021-02-10,11,33,3
2021-02-11,14,17,1
2021-02-12,16,28,0
2021-02-13,0,0,0
2021-02-14,1,0,1
2021-02-15,30,15,1
2021-02-16,28,33,2
2021-02-17,14,30,0
2021-02-18,19,32,2
2021-02-19,13,35,0
2021-02-20,0,0,0
2021-02-21,0,0,0
2021-02-22,11,46,3
2021-02-23,4,61,3
2021-02-24,1,42,0
2021-02-25,7,29,4
2021-02-26,0,0,0
2021-02-27,0,0,0
2021-02-28,0,0,1
2021-03-01,17,23,0
2021-03-02,2,37,1
2021-03-03,9,52,0
2021-03-04,14,60,0
2021-03-05,13,32,0
2021-03-06,0,2,0
2021-03-07,0,0,0
2021-03-08,9,19,1
2021-03-09,20,39,2
2021-03-10,12,54,2
2021-03-11,16,4,6
2021-03-12,25,7,0
2021-03-13,3,0,0
2021-03-14,0,0,1
2021-03-15,28,13,0
2021-03-16,24,4,0
2021-03-17,18,9,0
2021-03-18,43,15,4
2021-03-19,12,7,0
2021-03-20,0,1,0
2021-03-21,0,0,8
2021-03-22,11,21,1
2021-03-23,4,20,0
2021-03-24,6,20,0
