,python/cpython,php/php-src,ruby/ruby
2016-08-16,33,47,9
2016-08-17,26,87,7
2016-08-18,6,46,4
2016-08-19,42,25,7
2016-08-20,18,15,6
2016-08-21,19,28,3
2016-08-22,22,7,7
2016-08-23,24,16,4
2016-08-24,24,4,11
2016-08-25,6,26,2
2016-08-26,8,12,10
2016-08-27,9,5,1
2016-08-28,0,12,2
2016-08-29,10,71,7
2016-08-30,16,39,12
2016-08-31,19,38,6
2016-09-01,7,27,8
2016-09-02,16,38,1
2016-09-03,13,19,4
2016-09-04,8,10,6
2016-09-05,52,63,4
2016-09-06,73,23,5
2016-09-07,82,3,19
2016-09-08,105,20,12
2016-09-09,112,33,11
2016-09-10,83,15,2
2016-09-11,72,31,7
2016-09-12,54,21,8
2016-09-13,48,79,13
2016-09-14,29,31,5
2016-09-15,44,16,3
2016-09-16,18,19,8
2016-09-17,32,5,4
2016-09-18,24,3,5
2016-09-19,28,19,4
2016-09-20,14,7,6
2016-09-21,23,14,6
2016-09-22,18,28,5
2016-09-23,19,45,16
2016-09-24,13,24,10
2016-09-25,6,12,7
2016-09-26,27,34,11
2016-09-27,21,7,15
2016-09-28,30,37,8
2016-09-29,16,15,10
2016-09-30,33,32,7
2016-10-01,13,10,11
2016-10-02,39,6,1
2016-10-03,10,10,10
2016-10-04,26,7,8
2016-10-05,20,27,9
2016-10-06,21,11,15
2016-10-07,18,17,3
2016-10-08,31,16,4
2016-10-09,29,4,5
2016-10-10,17,26,6
2016-10-11,15,26,10
2016-10-12,9,72,11
2016-10-13,14,70,6
2016-10-14,12,32,9
2016-10-15,11,17,7
2016-10-16,9,12,1
2016-10-17,9,58,3
2016-10-18,16,39,7
2016-10-19,26,11,5
2016-10-20,21,29,6
2016-10-21,38,9,9
2016-10-22,12,5,7
2016-10-23,19,9,3
2016-10-24,10,9,7
2016-10-25,47,16,4
2016-10-26,9,14,5
2016-10-27,21,20,8
2016-10-28,21,11,13
2016-10-29,23,23,5
2016-10-30,28,21,3
2016-10-31,18,12,7
2016-11-01,7,18,10
2016-11-02,14,4,2
2016-11-03,16,9,4
2016-11-04,10,18,8
2016-11-05,7,14,53
2016-11-06,20,14,29
2016-11-07,21,15,17
2016-11-08,27,12,14
2016-11-09,41,17,1
2016-11-10,12,16,15
2016-11-11,17,0,21
2016-11-12,12,35,30
2016-11-13,13,22,10
2016-11-14,18,4,11
2016-11-15,22,2,8
2016-11-16,27,58,10
2016-11-17,15,56,5
2016-11-18,5,35,10
2016-11-19,6,4,12
2016-11-20,52,50,8
2016-11-21,63,38,13
2016-11-22,30,40,10
2016-11-23,5,4,10
2016-11-24,11,33,6
2016-11-25,10,17,1
2016-11-26,6,20,5
2016-11-27,0,28,5
2016-11-28,10,10,8
2016-11-29,9,1,23
2016-11-30,1,12,12
2016-12-01,6,27,11
2016-12-02,10,26,4
2016-12-03,8,15,9
2016-12-04,9,17,9
2016-12-05,11,6,6
2016-12-06,25,41,17
2016-12-07,19,24,15
2016-12-08,30,14,8
2016-12-09,17,12,7
2016-12-10,21,4,12
2016-12-11,14,13,2
2016-12-12,7,27,15
2016-12-13,11,11,4
2016-12-14,12,13,9
2016-12-15,29,8,6
2016-12-16,34,24,9
2016-12-17,13,16,12
2016-12-18,11,19,3
2016-12-19,21,8,4
2016-12-20,7,18,14
2016-12-21,9,22,16
2016-12-22,12,19,11
2016-12-23,9,1,6
2016-12-24,16,0,9
2016-12-25,6,0,10
2016-12-26,2,11,14
2016-12-27,30,9,8
2016-12-28,20,10,2
2016-12-29,4,19,6
2016-12-30,15,16,1
2016-12-31,14,19,6
2017-01-01,3,40,6
2017-01-02,47,28,4
2017-01-03,21,52,9
2017-01-04,7,38,4
2017-01-05,4,33,4
2017-01-06,17,80,4
2017-01-07,5,52,8
2017-01-08,15,24,8
2017-01-09,25,54,3
2017-01-10,8,43,8
2017-01-11,16,10,9
2017-01-12,18,20,4
2017-01-13,20,28,8
2017-01-14,11,10,8
2017-01-15,2,7,5
2017-01-16,16,26,7
2017-01-17,25,20,3
2017-01-18,24,28,7
2017-01-19,8,9,10
2017-01-20,14,11,10
2017-01-21,6,15,3
2017-01-22,7,13,6
2017-01-23,27,11,16
2017-01-24,15,6,4
2017-01-25,7,10,7
2017-01-26,2,12,9
2017-01-27,5,6,12
2017-01-28,1,8,7
2017-01-29,17,5,6
2017-01-30,2,22,16
2017-01-31,6,16,15
2017-02-01,17,33,7
2017-02-02,20,20,14
2017-02-03,1,35,14
2017-02-04,35,1,13
2017-02-05,7,6,11
2017-02-06,14,4,5
2017-02-07,9,13,13
2017-02-08,6,7,5
2017-02-09,10,1,9
2017-02-10,21,8,11
2017-02-11,5,17,7
2017-02-12,7,21,9
2017-02-13,6,6,11
2017-02-14,8,2,5
2017-02-15,10,20,6
2017-02-16,5,13,6
2017-02-17,0,8,6
2017-02-18,3,3,6
2017-02-19,3,3,1
2017-02-20,7,0,13
2017-02-21,7,9,11
2017-02-22,6,9,10
2017-02-23,6,9,8
2017-02-24,7,15,12
2017-02-25,9,6,7
2017-02-26,10,3,3
2017-02-27,6,6,18
2017-02-28,6,7,7
2017-03-01,13,13,11
2017-03-02,14,26,6
2017-03-03,17,4,7
2017-03-04,8,1,10
2017-03-05,6,0,5
2017-03-06,10,1,8
2017-03-07,5,17,15
2017-03-08,13,3,7
2017-03-09,6,17,11
2017-03-10,5,7,5
2017-03-11,7,0,11
2017-03-12,19,7,6
2017-03-13,3,6,14
2017-03-14,7,20,12
2017-03-15,3,4,6
2017-03-16,1,19,12
2017-03-17,5,16,11
2017-03-18,1,0,9
2017-03-19,11,3,5
2017-03-20,4,10,5
2017-03-21,5,5,6
2017-03-22,2,9,8
2017-03-23,5,20,8
2017-03-24,7,7,7
2017-03-25,5,0,8
2017-03-26,2,0,4
2017-03-27,11,18,5
2017-03-28,6,19,8
2017-03-29,5,14,11
2017-03-30,18,10,6
2017-03-31,7,0,4
2017-04-01,5,6,9
2017-04-02,6,8,4
2017-04-03,3,9,5
2017-04-04,3,4,5
2017-04-05,6,2,7
2017-04-06,2,0,7
2017-04-07,3,11,12
2017-04-08,4,2,4
2017-04-09,5,12,13
2017-04-10,1,52,15
2017-04-11,4,27,13
2017-04-12,3,6,9
2017-04-13,11,13,12
2017-04-14,6,16,15
2017-04-15,4,17,9
2017-04-16,6,5,6
2017-04-17,1,15,12
2017-04-18,0,3,14
2017-04-19,10,2,7
2017-04-20,13,6,16
2017-04-21,10,0,16
2017-04-22,4,14,11
2017-04-23,1,14,11
2017-04-24,6,14,5
2017-04-25,5,11,18
2017-04-26,7,13,5
2017-04-27,5,17,4
2017-04-28,4,3,8
2017-04-29,2,4,4
2017-04-30,0,5,9
2017-05-01,3,11,11
2017-05-02,11,21,13
2017-05-03,7,2,6
2017-05-04,6,4,20
2017-05-05,8,0,0
2017-05-06,1,3,14
2017-05-07,1,4,17
2017-05-08,2,19,9
2017-05-09,7,11,14
2017-05-10,5,7,17
2017-05-11,3,1,8
2017-05-12,3,0,27
2017-05-13,5,3,12
2017-05-14,4,1,12
2017-05-15,10,15,16
2017-05-16,9,18,28
2017-05-17,7,19,12
2017-05-18,4,8,7
2017-05-19,3,4,25
2017-05-20,4,3,18
2017-05-21,2,1,14
2017-05-22,10,1,9
2017-05-23,14,8,13
2017-05-24,15,10,14
2017-05-25,5,11,17
2017-05-26,2,2,18
2017-05-27,9,16,22
2017-05-28,5,16,15
2017-05-29,5,14,15
2017-05-30,4,27,10
2017-05-31,2,11,5
2017-06-01,7,10,17
2017-06-02,5,18,7
2017-06-03,2,5,9
2017-06-04,5,3,2
2017-06-05,3,1,6
2017-06-06,10,8,10
2017-06-07,5,8,8
2017-06-08,9,9,11
2017-06-09,17,16,7
2017-06-10,13,1,2
2017-06-11,11,2,3
2017-06-12,7,5,10
2017-06-13,18,23,5
2017-06-14,10,2,8
2017-06-15,5,8,13
2017-06-16,12,5,8
2017-06-17,3,1,2
2017-06-18,1,10,6
2017-06-19,1,6,5
2017-06-20,8,40,7
2017-06-21,6,23,11
2017-06-22,4,17,11
2017-06-23,15,21,19
2017-06-24,6,0,3
2017-06-25,3,38,3
2017-06-26,8,3,9
2017-06-27,8,4,6
2017-06-28,14,6,15
2017-06-29,5,16,9
2017-06-30,10,2,3
2017-07-01,2,9,6
2017-07-02,2,2,1
2017-07-03,3,17,7
2017-07-04,6,36,7
2017-07-05,7,42,3
2017-07-06,4,9,5
2017-07-07,5,16,9
2017-07-08,3,13,3
2017-07-09,2,14,6
2017-07-10,6,29,4
2017-07-11,6,17,2
2017-07-12,4,18,7
2017-07-13,5,17,5
2017-07-14,4,12,13
2017-07-15,3,2,4
2017-07-16,2,10,7
2017-07-17,4,25,2
2017-07-18,5,35,12
2017-07-19,2,32,10
2017-07-20,5,28,8
2017-07-21,8,35,6
2017-07-22,3,29,7
2017-07-23,3,40,2
2017-07-24,9,39,2
2017-07-25,8,27,4
2017-07-26,8,31,8
2017-07-27,6,21,11
2017-07-28,8,21,5
2017-07-29,3,4,4
2017-07-30,6,36,6
2017-07-31,5,6,3
2017-08-01,8,25,5
2017-08-02,3,40,15
2017-08-03,5,14,13
2017-08-04,4,18,9
2017-08-05,1,0,2
2017-08-06,0,4,2
2017-08-07,3,10,4
2017-08-08,2,22,3
2017-08-09,8,6,3
2017-08-10,8,6,18
2017-08-11,1,4,4
2017-08-12,2,10,5
2017-08-13,0,12,6
2017-08-14,5,28,7
2017-08-15,6,33,12
2017-08-16,3,31,3
2017-08-17,6,9,8
2017-08-18,19,29,3
2017-08-19,0,31,6
2017-08-20,4,0,1
2017-08-21,9,7,4
2017-08-22,5,13,14
2017-08-23,1,10,5
2017-08-24,5,23,3
2017-08-25,5,17,7
2017-08-26,2,2,6
2017-08-27,2,6,5
2017-08-28,4,8,8
2017-08-29,5,19,10
2017-08-30,7,7,7
2017-08-31,0,24,12
2017-09-01,6,11,9
2017-09-02,0,7,8
2017-09-03,4,0,14
2017-09-04,28,30,5
2017-09-05,16,25,8
2017-09-06,17,23,13
2017-09-07,19,27,9
2017-09-08,17,11,10
2017-09-09,4,13,11
2017-09-10,5,6,10
2017-09-11,9,47,12
2017-09-12,7,72,17
2017-09-13,17,24,9
2017-09-14,20,9,25
2017-09-15,11,5,17
2017-09-16,3,0,5
2017-09-17,5,0,12
2017-09-18,7,25,8
2017-09-19,13,7,13
2017-09-20,6,12,13
2017-09-21,5,39,3
2017-09-22,6,2,4
2017-09-23,5,0,15
2017-09-24,10,14,10
2017-09-25,9,14,11
2017-09-26,3,10,12
2017-09-27,5,20,11
2017-09-28,3,10,8
2017-09-29,10,14,9
2017-09-30,7,5,15
2017-10-01,2,3,11
2017-10-02,7,24,10
2017-10-03,6,24,9
2017-10-04,8,12,6
2017-10-05,9,10,8
2017-10-06,8,8,6
2017-10-07,2,4,2
2017-10-08,4,9,8
2017-10-09,3,10,5
2017-10-10,4,29,7
2017-10-11,2,27,12
2017-10-12,6,9,5
2017-10-13,7,13,3
2017-10-14,3,2,6
2017-10-15,4,21,4
2017-10-16,5,24,7
2017-10-17,11,15,10
2017-10-18,3,14,8
2017-10-19,7,27,4
2017-10-20,2,33,7
2017-10-21,1,21,108
2017-10-22,6,7,39
2017-10-23,6,54,16
2017-10-24,11,46,23
2017-10-25,4,31,25
2017-10-26,10,31,27
2017-10-27,9,26,36
2017-10-28,4,12,37
2017-10-29,0,11,43
2017-10-30,2,85,8
2017-10-31,11,24,10
2017-11-01,7,13,12
2017-11-02,9,40,18
2017-11-03,7,8,6
2017-11-04,9,0,25
2017-11-05,3,0,12
2017-11-06,3,15,5
2017-11-07,20,17,40
2017-11-08,11,8,7
2017-11-09,5,1,12
2017-11-10,6,12,7
2017-11-11,8,0,3
2017-11-12,5,0,7
2017-11-13,5,23,8
2017-11-14,4,31,12
2017-11-15,12,25,10
2017-11-16,8,12,36
2017-11-17,2,20,13
2017-11-18,5,1,16
2017-11-19,3,0,11
2017-11-20,6,12,13
2017-11-21,7,16,8
2017-11-22,3,18,5
2017-11-23,15,5,6
2017-11-24,12,10,15
2017-11-25,10,5,5
2017-11-26,6,0,7
2017-11-27,10,20,8
2017-11-28,15,45,6
2017-11-29,10,19,15
2017-11-30,9,14,2
2017-12-01,10,9,28
2017-12-02,4,6,8
2017-12-03,5,4,18
2017-12-04,7,18,16
2017-12-05,14,24,19
2017-12-06,10,9,26
2017-12-07,4,13,11
2017-12-08,3,9,15
2017-12-09,6,14,7
2017-12-10,5,1,6
2017-12-11,8,16,26
2017-12-12,10,3,69
2017-12-13,11,6,21
2017-12-14,14,18,26
2017-12-15,15,17,22
2017-12-16,8,21,8
2017-12-17,2,7,11
2017-12-18,9,7,19
2017-12-19,13,8,17
2017-12-20,10,6,18
2017-12-21,10,18,19
2017-12-22,2,33,21
2017-12-23,8,2,16
2017-12-24,2,0,17
2017-12-25,5,2,19
2017-12-26,3,5,9
2017-12-27,0,8,18
2017-12-28,2,9,5
2017-12-29,4,3,2
2017-12-30,9,5,7
2017-12-31,2,0,11
2018-01-01,1,3,6
2018-01-02,2,39,37
2018-01-03,1,28,6
2018-01-04,6,16,13
2018-01-05,3,6,31
2018-01-06,7,4,8
2018-01-07,7,4,19
2018-01-08,1,2,34
2018-01-09,10,15,55
2018-01-10,1,11,13
2018-01-11,5,14,15
2018-01-12,8,26,20
2018-01-13,2,10,13
2018-01-14,1,3,12
2018-01-15,7,19,36
2018-01-16,7,24,19
2018-01-17,6,37,14
2018-01-18,4,8,44
2018-01-19,1,7,32
2018-01-20,7,0,26
2018-01-21,2,0,9
2018-01-22,6,16,4
2018-01-23,10,12,9
2018-01-24,15,12,14
2018-01-25,11,4,9
2018-01-26,11,10,21
2018-01-27,19,10,15
2018-01-28,21,5,7
2018-01-29,29,4,12
2018-01-30,19,5,19
2018-01-31,10,12,9
2018-02-01,5,9,6
2018-02-02,9,13,15
2018-02-03,3,17,11
2018-02-04,8,11,26
2018-02-05,5,20,26
2018-02-06,4,5,32
2018-02-07,1,0,25
2018-02-08,1,20,29
2018-02-09,7,9,12
2018-02-10,3,16,13
2018-02-11,7,5,25
2018-02-12,4,13,14
2018-02-13,6,9,10
2018-02-14,5,14,8
2018-02-15,0,19,7
2018-02-16,3,24,15
2018-02-17,6,30,8
2018-02-18,9,24,21
2018-02-19,2,31,6
2018-02-20,5,37,15
2018-02-21,3,8,13
2018-02-22,8,9,17
2018-02-23,7,8,9
2018-02-24,8,13,16
2018-02-25,9,0,7
2018-02-26,8,3,12
2018-02-27,12,32,15
2018-02-28,4,19,9
2018-03-01,3,14,8
2018-03-02,1,15,10
2018-03-03,1,0,4
2018-03-04,4,0,9
